705373805	20171109	201711	2017	2017.8466											MOS	ISLAMIC				MOS					1	018	018	01	1	3.4	3	1	3	-3.79310344827586	0								4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	20171109151500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
705373806	20171109	201711	2017	2017.8466	GOV	CHIEF EXECUTIVE						GOV													1	016	016	01	1	-2.0	10	1	10	-4.7872340425532	4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	0								4	Herat, Herat, Afghanistan	AF	AF11	3562	34.3482	62.1997	-3377359	20171109151500	Radio Bost, Lashkargah/BBC Monitoring/(c) BBC
705373807	20171109	201711	2017	2017.8466	GOV	MINIST						GOV			KAZ	ASTANA	KAZ								1	010	010	01	1	0.0	3	1	3	-1.76056338028169	4	Atbasar, Aqmola, Kazakhstan	KZ	KZ03	37166	51.8065	68.36	-2334534	4	Atbasar, Aqmola, Kazakhstan	KZ	KZ03	37166	51.8065	68.36	-2334534	4	Atbasar, Aqmola, Kazakhstan	KZ	KZ03	37166	51.8065	68.36	-2334534	20171109151500	Tengrinews website/BBC Monitoring/(c) BBC
705373808	20171109	201711	2017	2017.8466	GOV	PRESIDENT						GOV			LEG	LEGISLATURE						LEG			1	023	023	02	1	3.4	8	1	8	-2.11640211640211	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171109151500	Dhacdo/BBC Monitoring/(c) BBC
705373809	20171109	201711	2017	2017.8466	GOVMIL	NATIONAL SECURITY COUNCIL						GOV	MIL												1	040	040	04	1	1.0	2	1	2	-7.54716981132076	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109151500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
705373810	20171109	201711	2017	2017.8466	IGOWSTNAT	NATO	WST	NAT				IGO			AFG	AFGHAN	AFG								1	020	020	02	1	3.0	10	1	10	-3.79310344827586	4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	20171109151500	Paiwastoon Ghag, Tarin Kot/BBC Monitoring/(c) BBC
705373811	20171109	201711	2017	2017.8466	IRN	IRAN	IRN								MED	NEWSPAPER						MED			1	111	111	11	3	-2.0	1	1	1	-7.54716981132076	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109151500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
705373812	20171109	201711	2017	2017.8466	IRN	IRAN	IRN								MED	NEWSPAPER						MED			1	111	111	11	3	-2.0	4	1	4	-7.54716981132076	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109151500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
705373813	20171109	201711	2017	2017.8466	IRN	IRAN	IRN								REB	REBEL						REB			1	051	051	05	1	3.4	1	1	1	-7.54716981132076	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171109151500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
705373814	20171109	201711	2017	2017.8466	IRN	IRAN	IRN								REB	REBEL						REB			1	051	051	05	1	3.4	1	1	1	-7.54716981132076	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171109151500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
