704129171	20161105	201611	2016	2016.8356											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	0.797872340425529	0								4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	20171105194500	http://www.theage.com.au/victoria/where-do-your-neighbours-send-their-kids-to-school-20171031-gzbms3.html
704129172	20161105	201611	2016	2016.8356	EDU	STUDENT						EDU													0	042	042	04	1	1.9	10	1	10	0.797872340425529	4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	0								4	Truganina, Victoria, Australia	AS	AS07	5429	-37.8167	144.75	-1605750	20171105194500	http://www.theage.com.au/victoria/where-do-your-neighbours-send-their-kids-to-school-20171031-gzbms3.html
704129173	20161105	201611	2016	2016.8356	NGA	NIGERIA	NGA								NGAMED	NIGERIA	NGA					MED			1	010	010	01	1	0.0	4	1	4	2.74509803921568	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	20171105194500	https://guardian.ng/news/borno-government-promises-return-of-idps-in-2018/
704129174	20161105	201611	2016	2016.8356	NGA	NIGERIA	NGA								NGAMED	NIGERIA	NGA					MED			1	043	043	04	1	2.8	4	1	4	2.74509803921568	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	20171105194500	https://guardian.ng/news/borno-government-promises-return-of-idps-in-2018/
704129175	20161105	201611	2016	2016.8356	NGAMED	NIGERIA	NGA					MED			NGA	NIGERIA	NGA								1	042	042	04	1	1.9	4	1	4	2.74509803921568	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	20171105194500	https://guardian.ng/news/borno-government-promises-return-of-idps-in-2018/
704129176	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	012	012	01	1	-0.4	4	1	4	-1.4760147601476	1	Russia	RS	RS		60	100	RS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	20171105194500	http://www.dailymail.co.uk/news/article-5052221/Leak-shows-Russia-funded-investments-Kushner-associate.html
704129177	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								COP	POLICE						COP			0	193	193	19	4	-10.0	4	1	4	-4.11140583554377	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	3	North Sacramento, California, United States	US	USCA		38.606	-121.457	1659250	3	North Sacramento, California, United States	US	USCA		38.606	-121.457	1659250	20171105194500	http://www.sacbee.com/news/local/crime/article182666446.html
704129178	20171006	201710	2017	2017.7562	BUS	COMPANY						BUS			GOV	STATE OWNED						GOV			1	010	010	01	1	0.0	10	1	5	0.52770448548812	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171105194500	https://finance.yahoo.com/news/trump-pitches-saudi-aramco-list-134736619.html
704129179	20171006	201710	2017	2017.7562	EURBUS	EUROPEAN	EUR					BUS			GBR	UNITED KINGDOM	GBR								1	057	057	05	1	8.0	10	1	10	-3.2	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105194500	https://finance.yahoo.com/m/2f2385ec-4d78-3d5d-8912-2397d73fc4d4/ss_tesco-adviser-sounds-the.html
704129180	20171006	201710	2017	2017.7562	GBR	UNITED KINGDOM	GBR								EURBUS	EUROPEAN	EUR					BUS			1	057	057	05	1	8.0	10	1	10	-3.2	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105194500	https://finance.yahoo.com/m/2f2385ec-4d78-3d5d-8912-2397d73fc4d4/ss_tesco-adviser-sounds-the.html
704129181	20171006	201710	2017	2017.7562	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	6	1	6	-1.26984126984127	4	Mandaue, Mandaue, Philippines	RP	RPD8	24253	10.3236	123.922	-2437612	0								4	Mandaue, Mandaue, Philippines	RP	RPD8	24253	10.3236	123.922	-2437612	20171105194500	http://www.philstar.com/cebu-news/2017/11/06/1756197/umapad-dumpsite-closed-permanently
704129182	20171006	201710	2017	2017.7562	GOV	GOVERNMENT						GOV			PHL	PHILIPPINE	PHL								1	020	020	02	1	3.0	4	1	4	-1.26984126984127	4	Mandaue, Mandaue, Philippines	RP	RPD8	24253	10.3236	123.922	-2437612	4	Mandaue, Mandaue, Philippines	RP	RPD8	24253	10.3236	123.922	-2437612	4	Mandaue, Mandaue, Philippines	RP	RPD8	24253	10.3236	123.922	-2437612	20171105194500	http://www.philstar.com/cebu-news/2017/11/06/1756197/umapad-dumpsite-closed-permanently
704129183	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								LEG	CONGRESS						LEG			0	120	120	12	3	-4.0	2	1	2	-1.69082125603865	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Russia	RS	RS		60	100	RS	20171105194500	http://news.xinhuanet.com/english/2017-11/06/c_136730135.htm
704129184	20171006	201710	2017	2017.7562	PHL	PHILIPPINE	PHL																		0	1712	171	17	4	-9.2	4	1	4	-1.83727034120735	4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	0								4	Visayas, Philippines (general), Philippines	RP	RP00	24253	11	123.5	-2459959	20171105194500	http://www.philstar.com/cebu-news/2017/11/06/1756198/tomas-convince-me-10-minutes
704129185	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	4	1	4	-4.12912912912913	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	0								2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20171105194500	https://www.sott.net/article/366678-Mueller-team-digs-in-for-challenges-to-his-authority
704129186	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA								EGY	EGYPT	EGY								0	190	190	19	4	-10.0	2	1	2	-4.12912912912913	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	1	Russia	RS	RS		60	100	RS	20171105194500	https://www.sott.net/article/366678-Mueller-team-digs-in-for-challenges-to-his-authority
704129187	20171006	201710	2017	2017.7562	USA	UNITED STATES	USA								EGY	EGYPT	EGY								0	190	190	19	4	-10.0	2	1	2	-4.12912912912913	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105194500	https://www.sott.net/article/366678-Mueller-team-digs-in-for-challenges-to-his-authority
704129188	20171029	201710	2017	2017.8192											UAF	TERRORIST						UAF			1	040	040	04	1	1.0	6	1	6	-7.05128205128205	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105194500	http://www.israelnationalnews.com/News/News.aspx/237675
704129189	20171029	201710	2017	2017.8192	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	044	044	04	1	2.5	7	1	7	-0.96525096525096	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171105194500	http://www.arirang.com/News/News_View.asp?nseq=210333
704129190	20171029	201710	2017	2017.8192	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	044	044	04	1	2.5	1	1	1	-0.96525096525096	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171105194500	http://www.arirang.com/News/News_View.asp?nseq=210333
704129191	20171029	201710	2017	2017.8192	CHN	CHINA	CHN								VNM	VIETNAM	VNM								0	020	020	02	1	3.0	7	1	7	-0.96525096525096	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171105194500	http://www.arirang.com/News/News_View.asp?nseq=210333
