704677361	20161107	201611	2016	2016.8411											IRL	IRELAND	IRL								1	036	036	03	1	4.0	6	1	6	-2.94117647058824	0								5	County Kildare, Kildare, Ireland	EI	EI12	18309	53.1667	-6.75	-1503696	5	County Kildare, Kildare, Ireland	EI	EI12	18309	53.1667	-6.75	-1503696	20171107153000	http://www.newstalk.com/reader/47.301/105435/
704677362	20161107	201611	2016	2016.8411	AFGINSTAL	TALIBAN	AFG	TAL				INS			MED	JOURNALIST						MED			0	190	190	19	4	-10.0	4	1	4	-9.17266187050358	1	Syria	SY	SY		35	38	SY	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107153000	https://www.trtworld.com/asia/at-least-two-killed-20-wounded-in-attack-on-kabul-tv-station-12020
704677363	20161107	201611	2016	2016.8411	BUS	COMPANY						BUS			KGZ	KYRGYZ	KGZ								1	0311	031	03	1	5.2	3	1	3	3.47003154574133	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171107153000	http://www.mining.com/centerra-gold-to-buy-aurico-metals-in-cdn310-million-friendly-deal/
704677364	20161107	201611	2016	2016.8411	BUS	INDUSTRY						BUS			PAN	PANAMA	PAN								1	128	128	12	3	-5.0	10	1	10	-4.41176470588236	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	1	Panama	PM	PM		9	-80	PM	20171107153000	http://ftnews.firetrench.com/2017/11/paradise-papers-follows-panama-papers-breach-blueprint-expert-comments/
704677365	20161107	201611	2016	2016.8411	BUSLAB	BANK						BUS	LAB		GOV	GOVERNMENT						GOV			1	172	172	17	4	-5.0	2	1	2	-6.42201834862385	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171107153000	http://www.hindustantimes.com/india-news/ahead-of-demonetisation-anniversary-nia-seizes-rs-36-cr-of-banned-notes-in-terror-funding-case/story-8v9SDZHOApWX8OVYx5uHxL.html
704677366	20161107	201611	2016	2016.8411	BUSLAB	BANK						BUS	LAB		GOV	GOVERNMENT						GOV			1	172	172	17	4	-5.0	4	1	4	-6.42201834862385	5	Kashmir, Jammu and Kashmir, India	IN	IN12	72809	33.9167	76.6667	-2098229	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171107153000	http://www.hindustantimes.com/india-news/ahead-of-demonetisation-anniversary-nia-seizes-rs-36-cr-of-banned-notes-in-terror-funding-case/story-8v9SDZHOApWX8OVYx5uHxL.html
704677367	20161107	201611	2016	2016.8411	BUSLAB	BANK						BUS	LAB		GOV	GOVERNMENT						GOV			1	172	172	17	4	-5.0	4	1	4	-6.42201834862385	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171107153000	http://www.hindustantimes.com/india-news/ahead-of-demonetisation-anniversary-nia-seizes-rs-36-cr-of-banned-notes-in-terror-funding-case/story-8v9SDZHOApWX8OVYx5uHxL.html
704677368	20161107	201611	2016	2016.8411	COP	POLICE						COP													1	190	190	19	4	-10.0	1	1	1	-11.7224880382775	4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	0								4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	20171107153000	http://www.mirror.co.uk/news/uk-news/huge-200ft-trail-blood-led-11481801
704677369	20161107	201611	2016	2016.8411	COP	POLICE						COP			GBR	LONDON	GBR								1	190	190	19	4	-10.0	1	1	1	-11.7224880382775	4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	20171107153000	http://www.mirror.co.uk/news/uk-news/huge-200ft-trail-blood-led-11481801
704677370	20161107	201611	2016	2016.8411	COP	POLICE						COP			GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	8	1	8	-11.7224880382775	4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	4	Wood Green, Haringey, United Kingdom	UK	UKF3	40114	51.6	-0.116667	-2612019	20171107153000	http://www.mirror.co.uk/news/uk-news/huge-200ft-trail-blood-led-11481801
704677371	20161107	201611	2016	2016.8411	EUR	EUROPE	EUR																		0	061	061	06	2	6.4	10	1	10	0.83333333333333	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171107153000	http://www.hydrocarbonprocessing.com/news/2017/11/eia-more-us-distillate-is-being-exported
704677372	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR																		0	1122	112	11	3	-2.0	2	1	2	-2.84552845528455	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107153000	https://www.politico.eu/article/iran-told-johnson-his-comments-did-not-affect-charity-worker-case-uk-says-nazanin-zaghari-ratcliffe/
704677373	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR																		0	1122	112	11	3	-2.0	2	1	2	-2.84552845528455	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107153000	https://www.politico.eu/article/iran-told-johnson-his-comments-did-not-affect-charity-worker-case-uk-says-nazanin-zaghari-ratcliffe/
704677374	20161107	201611	2016	2016.8411	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	16	1	16	-1.57899110778692	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107153000	http://www.reuters.com/article/us-britain-iran-nazanin-johnson-statemen/britains-johnson-seeks-to-clarify-remarks-on-jailed-aid-worker-in-iran-idUSKBN1D722Q
704677375	20161107	201611	2016	2016.8411	GRCEDU	ITHACA	GRC					EDU			USA	NEW YORK	USA								1	173	173	17	4	-5.0	10	1	10	-13.5338345864661	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107153000	http://abcnews.go.com/US/wireStory/man-20-life-fatal-stabbing-ithaca-student-50985767
704677376	20161107	201611	2016	2016.8411	IDN	INDONESIA	IDN																		0	111	111	11	3	-2.0	1	1	1	-2.54612546125461	4	Borneo, Malaysia (general), Malaysia	MY	MY00	18585	1	114	-2359175	0								4	Kalimantan, Indonesia (general), Indonesia	ID	ID00	18585	1.61667	109.183	-2680735	20171107153000	https://news.mongabay.com/2017/11/worst-case-scenario-there-could-be-only-30-wild-sumatran-rhinos-left/
