704051589	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								IRN	IRANIAN	IRN								1	046	046	04	1	7.0	3	1	3	0	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051590	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								SAU	SAUDI ARABIA	SAU								1	040	040	04	1	1.0	2	1	2	0	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051591	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								SAU	SAUDI ARABIA	SAU								1	040	040	04	1	1.0	2	1	2	0	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051592	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								SAU	SAUDI ARABIA	SAU								1	044	044	04	1	2.5	2	1	2	0	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051593	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								SAU	SAUDI ARABIA	SAU								1	046	046	04	1	7.0	2	1	2	0	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051594	20171105	201711	2017	2017.8356	NGA	NIGERIA	NGA																		0	018	018	01	1	3.4	2	1	2	-5.3306342780027	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	0								4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	20171105101500	Nigerian Tribune website/BBC Monitoring/(c) BBC
704051595	20171105	201711	2017	2017.8356	NGA	NIGER DELTA	NGA																		1	043	043	04	1	2.8	8	1	8	-5.3306342780027	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	0								4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	20171105101500	Nigerian Tribune website/BBC Monitoring/(c) BBC
704051596	20171105	201711	2017	2017.8356	NGA	NIGER DELTA	NGA																		1	043	043	04	1	2.8	2	1	2	-5.3306342780027	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	0								1	Niger	NG	NG		16	8	NG	20171105101500	Nigerian Tribune website/BBC Monitoring/(c) BBC
704051597	20171105	201711	2017	2017.8356	NGAEDU	NIGERIA	NGA					EDU			GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	1	1	1	-5.3306342780027	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	20171105101500	Nigerian Tribune website/BBC Monitoring/(c) BBC
704051598	20171105	201711	2017	2017.8356	SAU	SAUDI	SAU								IRN	IRANIAN	IRN								1	020	020	02	1	3.0	1	1	1	0	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051599	20171105	201711	2017	2017.8356	SAU	SAUDI	SAU								IRN	IRANIAN	IRN								1	020	020	02	1	3.0	1	1	1	0	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051600	20171105	201711	2017	2017.8356	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	040	040	04	1	1.0	2	1	2	0	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051601	20171105	201711	2017	2017.8356	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	040	040	04	1	1.0	2	1	2	0	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051602	20171105	201711	2017	2017.8356	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	044	044	04	1	2.5	2	1	2	0	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Iran	IR	IR		32	53	IR	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051603	20171105	201711	2017	2017.8356	SAU	SAUDI ARABIA	SAU								LBN	LEBANON	LBN								1	046	046	04	1	7.0	2	1	2	0	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
