704051579	20171105	201711	2017	2017.8356											GOV	GOVERNMENT						GOV			0	080	080	08	2	5.0	2	1	2	-5.3306342780027	0								4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	20171105101500	Nigerian Tribune website/BBC Monitoring/(c) BBC
704051580	20171105	201711	2017	2017.8356	EDU	PROFESSOR						EDU			GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-5.3306342780027	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	4	Buhari, Kano, Nigeria	NI	NI29	191078	11.4148	8.25082	-2008713	20171105101500	Nigerian Tribune website/BBC Monitoring/(c) BBC
704051581	20171105	201711	2017	2017.8356	GOVMIL	MINIST OF NATIONAL DEFENCE						GOV	MIL		KOR	SOUTH KOREA	KOR								0	0841	084	08	2	7.0	2	1	2	-9.07928388746808	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	South Korea	KS	KS		37	127.5	KS	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105101500	KCNA website, Pyongyang/BBC Monitoring/(c) BBC
704051582	20171105	201711	2017	2017.8356	IRN	IRAN	IRN								LBN	LEBANON	LBN								1	040	040	04	1	1.0	1	1	1	0	1	Iran	IR	IR		32	53	IR	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051583	20171105	201711	2017	2017.8356	IRN	IRANIAN	IRN								LBN	BEIRUT	LBN								1	046	046	04	1	7.0	3	1	3	0	1	Iran	IR	IR		32	53	IR	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051584	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR																		0	110	110	11	3	-2.0	8	1	8	-9.07928388746808	1	South Korea	KS	KS		37	127.5	KS	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105101500	KCNA website, Pyongyang/BBC Monitoring/(c) BBC
704051585	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR																		0	110	110	11	3	-2.0	2	1	2	-9.07928388746808	1	South Korea	KS	KS		37	127.5	KS	0								4	Yong Mu, P'yongan-bukto, North Korea	KN	KN11	39653	39.6211	125.349	-191736	20171105101500	KCNA website, Pyongyang/BBC Monitoring/(c) BBC
704051586	20171105	201711	2017	2017.8356	KOR	SOUTH KOREA	KOR								GOVMIL	MINIST OF NATIONAL DEFENCE						GOV	MIL		0	051	051	05	1	3.4	2	1	2	-9.07928388746808	1	South Korea	KS	KS		37	127.5	KS	4	Yong Mu, P'yongan-bukto, North Korea	KN	KN11	39653	39.6211	125.349	-191736	1	South Korea	KS	KS		37	127.5	KS	20171105101500	KCNA website, Pyongyang/BBC Monitoring/(c) BBC
704051587	20171105	201711	2017	2017.8356	LBN	LEBANON	LBN								IRN	IRAN	IRN								1	040	040	04	1	1.0	1	1	1	0	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Iran	IR	IR		32	53	IR	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
704051588	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								IRN	IRANIAN	IRN								1	040	040	04	1	1.0	2	1	2	0	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171105101500	Fars News Agency website, Tehran/BBC Monitoring/(c) BBC
