703217584	20161102	201611	2016	2016.8274	AFR	AFRICA	AFR								MIL	CAPTAIN						MIL			1	190	190	19	4	-10.0	2	1	2	-16.3265306122449	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	20171102084500	http://www.enca.com/south-africa/kzn-man-gets-two-life-sentences-plus-40-years-for-farm-murders
703217585	20161102	201611	2016	2016.8274	BUS	AIRLINE						BUS			LAB	EMPLOYEE						LAB			0	111	111	11	3	-2.0	10	1	10	-5	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171102084500	http://www.clickittefaq.com/pakistan-airline-leaves-two-coffins-behind-new-york/
703217586	20161102	201611	2016	2016.8274	CHN	CHINA	CHN								USA	THE US	USA								1	043	043	04	1	2.8	2	1	2	-1.29589632829374	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171102084500	http://www.canadianinquirer.net/2017/11/02/white-house-duterte-trump-have-warm-rapport/
703217587	20161102	201611	2016	2016.8274	CZEGOV	BOHUSLAV SOBOTKA	CZE					GOV			GOV	GOVERNMENT						GOV			1	026	026	02	1	4.0	10	1	10	2.49266862170088	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20171102084500	http://praguemonitor.com/2017/11/02/social-democrats-heading-opposition
703217588	20161102	201611	2016	2016.8274	CZEGOV	BOHUSLAV SOBOTKA	CZE					GOV			GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	10	1	10	2.49266862170088	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	4	Prague, Praha, Hlavníesto, Czech Republic	EZ	EZ52	14865	50.0833	14.4667	-553173	20171102084500	http://praguemonitor.com/2017/11/02/social-democrats-heading-opposition
703217589	20161102	201611	2016	2016.8274	JUD	ATTORNEY						JUD			CVL	VOTER						CVL			1	190	190	19	4	-10.0	2	1	2	-1.68776371308017	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171102084500	http://mtpr.org/post/evening-newscast-11-01-17
703217590	20161102	201611	2016	2016.8274	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-1.68776371308017	3	Mineral County, Montana, United States	US	USMT	MT061	47.1333	-114.968	1720030	3	Yellowstone National Park, Wyoming, United States	US	USWY		44.7666	-110.234	1609331	3	Mineral County, Montana, United States	US	USMT		47.1333	-114.968	1720030	20171102084500	http://mtpr.org/post/evening-newscast-11-01-17
703217591	20161102	201611	2016	2016.8274	MIL	CAPTAIN						MIL			AFRCOP	AFRICA	AFR					COP			1	190	190	19	4	-10.0	4	1	4	-16.3265306122449	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	20171102084500	http://www.enca.com/south-africa/kzn-man-gets-two-life-sentences-plus-40-years-for-farm-murders
703217592	20161102	201611	2016	2016.8274	MIL	CAPTAIN						MIL			ZAFCOP	SOUTH AFRICAN	ZAF					COP			1	190	190	19	4	-10.0	2	1	2	-16.3265306122449	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	4	Swart Umfolozi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.3505	31.9807	-1288933	20171102084500	http://www.enca.com/south-africa/kzn-man-gets-two-life-sentences-plus-40-years-for-farm-murders
703217593	20161102	201611	2016	2016.8274	USA	THE US	USA								CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-1.29589632829374	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171102084500	http://www.canadianinquirer.net/2017/11/02/white-house-duterte-trump-have-warm-rapport/
703217594	20161102	201611	2016	2016.8274	USA	MONTANA	USA								JUD	ATTORNEY						JUD			1	1821	182	18	4	-9.0	2	1	2	-1.68776371308017	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20171102084500	http://mtpr.org/post/evening-newscast-11-01-17
703217595	20171003	201710	2017	2017.7479	COP	POLICE						COP			AGR	FARMER						AGR			0	190	190	19	4	-10.0	10	1	10	-2.17785843920145	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	20171102084500	http://canada.onlinenigeria.com/world/137696-farc-leader-timochenko-to-run-for-president-in-colombia.html
703217596	20171003	201710	2017	2017.7479	IDN	INDONESIA	IDN								CRM	PIRATE						CRM			1	141	141	14	3	-6.5	2	1	2	-2.8125	4	Bugis, Indonesia (general), Indonesia	ID	ID00	18585	-3.31667	114.567	-2674266	4	Bugis, Indonesia (general), Indonesia	ID	ID00	18585	-3.31667	114.567	-2674266	4	Bugis, Indonesia (general), Indonesia	ID	ID00	18585	-3.31667	114.567	-2674266	20171102084500	http://www.themalaymailonline.com/malaysia/article/selangor-sultan-angered-disappointed-with-dr-ms-bugis-remark
703217597	20171003	201710	2017	2017.7479	IGOUNO	UNITED NATIONS		UNO				IGO			YEM	YEMEN	YEM								0	160	160	16	4	-4.0	8	1	8	-4.86111111111111	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Yemen	YM	YM		15.5	47.5	YM	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171102084500	http://www.presstv.com/Detail/2017/11/02/540703/Yemen-Saudi-Arabia-UAE
