703896076	20171104	201711	2017	2017.8329	AFG	AFGHANISTAN	AFG								COP	DEPUTY						COP			1	043	043	04	1	2.8	6	1	6	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896077	20171104	201711	2017	2017.8329	AFG	AFGHANISTAN	AFG								GOV	GOVERNOR						GOV			1	042	042	04	1	1.9	2	1	2	-1.19047619047619	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896078	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								PAK	PAKISTAN	PAK								1	016	016	01	1	-2.0	1	1	1	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896079	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								PAK	PAKISTAN	PAK								1	016	016	01	1	-2.0	1	1	1	-1.19047619047619	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896080	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								PAK	PAKISTAN	PAK								1	112	112	11	3	-2.0	1	1	1	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896081	20171104	201711	2017	2017.8329	AFG	AFGHAN	AFG								PAK	PAKISTAN	PAK								1	112	112	11	3	-2.0	1	1	1	-1.19047619047619	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	4	Basharan, Helmand, Afghanistan	AF	AF10	3546	31.6554	64.3308	6180924	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896082	20171104	201711	2017	2017.8329	AFGGOV	AFGHAN	AFG					GOV			AFG	AFGHANISTAN	AFG								1	112	112	11	3	-2.0	6	1	6	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	1	Pakistan	PK	PK		30	70	PK	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896083	20171104	201711	2017	2017.8329	AFGGOV	AFGHANISTAN	AFG					GOV			COP	POLICE OFFICER						COP			1	060	060	06	2	6.0	2	1	2	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896084	20171104	201711	2017	2017.8329	AFGGOV	AFGHANISTAN	AFG					GOV			COP	POLICE OFFICER						COP			1	070	070	07	2	7.0	2	1	2	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
703896085	20171104	201711	2017	2017.8329	AFGGOV	AFGHANISTAN	AFG					GOV			PAK	PAKISTAN	PAK								1	016	016	01	1	-2.0	2	1	2	-1.19047619047619	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	1	Pakistan	PK	PK		30	70	PK	4	Lashkargah, Helmand, Afghanistan	AF	AF10	3546	31.5938	64.3716	-3382714	20171104141500	Helmand Local Radio, Lashkargah/BBC Monitoring/(c) BBC
