704265363	20161106	201611	2016	2016.8384											ARE	UNITED ARAB EMIRATES	ARE								0	042	042	04	1	1.9	2	1	2	4.86257928118393	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171106094500	https://www.thenational.ae/arts-culture/art/what-to-expect-at-abu-dhabi-art-2017-1.673336
704265364	20161106	201611	2016	2016.8384	ARE	UNITED ARAB EMIRATES	ARE																		0	043	043	04	1	2.8	2	1	2	4.86257928118393	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171106094500	https://www.thenational.ae/arts-culture/art/what-to-expect-at-abu-dhabi-art-2017-1.673336
704265365	20161106	201611	2016	2016.8384	BUS	TOURISM INDUSTRY						BUS			GOV	FOREIGN OFFICE						GOV			1	043	043	04	1	2.8	10	1	10	-2.53623188405797	4	Ortakoy, Yozgat, Turkey	TU	TU66	28354	39.6747	36.0267	-766967	4	Ortakoy, Yozgat, Turkey	TU	TU66	28354	39.6747	36.0267	-766967	4	Ortakoy, Yozgat, Turkey	TU	TU66	28354	39.6747	36.0267	-766967	20171106094500	http://www.express.co.uk/travel/articles/871494/Turkey-is-it-safe-travel-advice-Foreign-Office-UK-holidays
704265366	20161106	201611	2016	2016.8384	CHN	CHINA	CHN								BUS	COMPANY						BUS			1	010	010	01	1	0.0	2	1	2	1.58730158730159	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20171106094500	https://www.gizmochina.com/2017/11/06/xiaomi-aims-become-top-500-enterprise-company-2018-100-million-shipments-target/
704265367	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	6	1	6	-4.78589420654912	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171106094500	http://www.pentictonherald.ca/news/world_news/article_bd4f1c4a-79e1-5356-bd79-95f9ef677019.html
704265368	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	6	1	6	-4.90018148820327	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171106094500	http://www.1310news.com/2017/11/06/anthony-weiner-set-for-prison-stint-for-sexting-conviction/
704265369	20161106	201611	2016	2016.8384	GOV	FOREIGN OFFICE						GOV			BUS	TOURISM INDUSTRY						BUS			1	042	042	04	1	1.9	10	1	10	-2.53623188405797	4	Ortakoy, Yozgat, Turkey	TU	TU66	28354	39.6747	36.0267	-766967	4	Ortakoy, Yozgat, Turkey	TU	TU66	28354	39.6747	36.0267	-766967	4	Ortakoy, Yozgat, Turkey	TU	TU66	28354	39.6747	36.0267	-766967	20171106094500	http://www.express.co.uk/travel/articles/871494/Turkey-is-it-safe-travel-advice-Foreign-Office-UK-holidays
704265370	20161106	201611	2016	2016.8384	GRC	ARGOS	GRC								BUS	BUSINESS						BUS			1	036	036	03	1	4.0	5	1	5	-0.32467532467533	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106094500	http://invezz.com/news/equities/28018-Sainsburys-share-price-Grocer-expected-to-report-drop-in-profit-
704265371	20161106	201611	2016	2016.8384	IGOWSTNAT	NATO	WST	NAT				IGO			GOV	PRINCE						GOV			0	072	072	07	2	8.3	7	1	7	-0.57416267942583	4	Parwan, Parvan, Afghanistan	AF	AF40	3717	35.1215	69.2373	-3377581	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	4	Munich, Bayern, Germany	GM	GM02	16532	48.15	11.5833	-1829149	20171106094500	http://www.koreaherald.com/view.php?ud=20171106000904
704265372	20161106	201611	2016	2016.8384	IND	BIHAR	IND								GOV	GOVERNMENT						GOV			0	172	172	17	4	-5.0	1	1	1	-2.13333333333334	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171106094500	http://www.sify.com/news/to-boost-sales-give-female-names-to-liquor-brands-maharashtra-bjp-minister-says-draws-flak-news-national-rlfuMVeajgcfh.html
