702809730	20071104	200711	2007	2007.8329	JUD	DEFENSE LAWYER						JUD													0	172	172	17	4	-5.0	3	1	3	-5.93220338983051	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20171101014500	http://www.miamiherald.com/news/local/crime/article181966886.html
702809731	20071104	200711	2007	2007.8329	JUD	DEFENSE LAWYER						JUD													0	172	172	17	4	-5.0	1	1	1	-5.93220338983051	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171101014500	http://www.miamiherald.com/news/local/crime/article181966886.html
702809732	20161101	201611	2016	2016.8247											COL	COLOMBIA	COL								0	050	050	05	1	3.5	2	1	2	-2.13347921225383	0								5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	20171101014500	http://todaycolombia.com/my-blood-may-unite-two-of-colombias-most-powerful-gangs/
702809733	20161101	201611	2016	2016.8247											COL	COLOMBIA	COL								0	050	050	05	1	3.5	2	1	2	-2.13347921225383	0								5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	1	United States	US	US		39.828175	-98.5795	US	20171101014500	http://todaycolombia.com/my-blood-may-unite-two-of-colombias-most-powerful-gangs/
702809734	20161101	201611	2016	2016.8247											DEU	GERMAN	DEU								0	094	094	09	2	-2.0	10	1	10	-7.54189944134079	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171101014500	https://24tanzania.com/german-man-charged-over-wwii-oradour-massacre-in-france/
702809735	20161101	201611	2016	2016.8247											VNM	VIETNAM	VNM								1	040	040	04	1	1.0	3	1	3	-2.87474332648871	0								4	Trung Khanh, Cao B?ng, Vietnam, Republic Of	VM	VM05	32262	22.8333	106.517	-3732458	4	Trung Khanh, Cao B?ng, Vietnam, Republic Of	VM	VM05	32262	22.8333	106.517	-3732458	20171101014500	http://english.vietnamnet.vn/fms/environment/189098/the-snake-species-discovered-by-a-vietnamese-scientist.html
702809736	20161101	201611	2016	2016.8247	ARE	DUBAI	ARE								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	0	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171101014500	https://www.41nbc.com/2017/10/31/manafort-and-gates-pose-serious-risk-of-flight-says-mueller/
702809737	20161101	201611	2016	2016.8247	ARE	DUBAI	ARE								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	0	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171101014500	https://www.41nbc.com/2017/10/31/manafort-and-gates-pose-serious-risk-of-flight-says-mueller/
702809738	20161101	201611	2016	2016.8247	BTN	BHUTAN	BTN								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	0	1	Bhutan	BT	BT		27.5	90.5	BT	1	United Kingdom	UK	UK		54	-4	UK	1	Bhutan	BT	BT		27.5	90.5	BT	20171101014500	https://www.metroguiltypleasures.com/metro/prue-leith-distraught-after-great-british-bake-off-winner-slip/
702809739	20161101	201611	2016	2016.8247	BTN	BHUTAN	BTN								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	0	1	Bhutan	BT	BT		27.5	90.5	BT	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171101014500	https://www.metroguiltypleasures.com/metro/prue-leith-distraught-after-great-british-bake-off-winner-slip/
