704012663	20161105	201611	2016	2016.8356	ARG	ARGENTINA	ARG								MYS	MALAYSIA	MYS								0	100	100	10	3	-5.0	2	1	2	-3.97111913357401	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171105051500	http://yalibnan.com/2017/11/05/israeli-pm-calls-pm-hariris-resignation-a-wake-up-call-on-iranian-aggression/
704012664	20161105	201611	2016	2016.8356	ARG	ARGENTINA	ARG								MYS	MALAYSIA	MYS								0	100	100	10	3	-5.0	8	1	8	-3.97111913357401	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	1	Malaysia	MY	MY		2.5	112.5	MY	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171105051500	http://yalibnan.com/2017/11/05/israeli-pm-calls-pm-hariris-resignation-a-wake-up-call-on-iranian-aggression/
704012665	20161105	201611	2016	2016.8356	COP	PRISON						COP			ZAF	BLOEMFONTEIN	ZAF								1	013	013	01	1	0.4	5	1	5	-6.89655172413791	0								0								0								20171105051500	http://regator.com/p/277069984/prosecutors_urge_court_to_increase_aposshockingly_lenientapos_jail/
704012666	20161105	201611	2016	2016.8356	JUD	PROSECUTOR						JUD			COP	PRISON						COP			1	025	025	02	1	-0.3	5	1	5	-6.89655172413791	0								0								0								20171105051500	http://regator.com/p/277069984/prosecutors_urge_court_to_increase_aposshockingly_lenientapos_jail/
704012667	20161105	201611	2016	2016.8356	KHM	CAMBODIA	KHM								OPP	ACTIVIST						OPP			1	017	017	01	1	0.0	4	2	4	-4.36962750716332	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171105051500	http://www.smh.com.au/world/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-20171103-gzem17.html
704012668	20161105	201611	2016	2016.8356	KHM	CAMBODIA	KHM								USA	WASHINGTON	USA								1	042	042	04	1	1.9	2	2	2	-4.36962750716332	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105051500	http://www.smh.com.au/world/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-20171103-gzem17.html
704012669	20161105	201611	2016	2016.8356	KHM	CAMBODIA	KHM								USA	WASHINGTON	USA								1	042	042	04	1	1.9	2	2	2	-4.36962750716332	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105051500	http://www.smh.com.au/world/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-20171103-gzem17.html
704012670	20161105	201611	2016	2016.8356	KHM	PHNOM PENH	KHM								USA	WASHINGTON	USA								1	043	043	04	1	2.8	14	2	14	-4.36962750716332	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105051500	http://www.smh.com.au/world/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-20171103-gzem17.html
704012671	20161105	201611	2016	2016.8356	KHM	PHNOM PENH	KHM								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	2	2	-4.36962750716332	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105051500	http://www.smh.com.au/world/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-20171103-gzem17.html
704012672	20161105	201611	2016	2016.8356	MIL	MILITARY						MIL			COP	POLICE						COP			1	0353	035	03	1	7.0	10	1	10	1.52671755725191	0								0								0								20171105051500	http://krqe.com/2017/11/04/comic-con-cancels-free-passes-for-military-first-responders-starting-in-oct/
704012673	20161105	201611	2016	2016.8356	MIL	MILITARY						MIL			GOV	FIREFIGHTER						GOV			1	0353	035	03	1	7.0	10	1	10	1.52671755725191	0								0								0								20171105051500	http://krqe.com/2017/11/04/comic-con-cancels-free-passes-for-military-first-responders-starting-in-oct/
704012674	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								KHM	PHNOM PENH	KHM								1	042	042	04	1	1.9	2	2	2	-4.36962750716332	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105051500	http://www.smh.com.au/world/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-20171103-gzem17.html
