705777080	20161110	201611	2016	2016.8493	BUS	TRADER						BUS													0	080	080	08	2	5.0	2	1	2	-8.98876404494382	4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	0								4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	20171110190000	https://timesofindia.indiatimes.com/city/mumbai/youth-who-fled-with-old-notes-last-year-immolates-himself-outside-dysp-office-in-vasai/articleshow/61598003.cms
705777081	20161110	201611	2016	2016.8493	BUS	TRADER						BUS			JAN	JAIN				JAN					0	080	080	08	2	5.0	2	1	2	-8.98876404494382	4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	20171110190000	https://timesofindia.indiatimes.com/city/mumbai/youth-who-fled-with-old-notes-last-year-immolates-himself-outside-dysp-office-in-vasai/articleshow/61598003.cms
705777082	20161110	201611	2016	2016.8493	BUS	TRADER						BUS			JAN	JAIN				JAN					0	080	080	08	2	5.0	6	1	6	-8.98876404494382	4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	4	Vasai, Maharashtra, India	IN	IN16	17783	19.35	72.8	-2114250	4	Virar, Maharashtra, India	IN	IN16	17783	19.4667	72.8	-2114489	20171110190000	https://timesofindia.indiatimes.com/city/mumbai/youth-who-fled-with-old-notes-last-year-immolates-himself-outside-dysp-office-in-vasai/articleshow/61598003.cms
705777083	20161110	201611	2016	2016.8493	EDU	UNIVERSITY						EDU													0	052	052	05	1	3.5	5	1	5	-1.80284966560047	3	Wylie High School, Texas, United States	US	USTX	TX085	33.0112	-96.5994	2004792	0								3	Wylie High School, Texas, United States	US	USTX		33.0112	-96.5994	2004792	20171110190000	http://www.dreadcentral.com/news/258217/haunters-future-rise-wylies-haunted-armory/
705777084	20161110	201611	2016	2016.8493	IND	LUCKNOW	IND																		1	084	084	08	2	7.0	5	1	5	2.23214285714286	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	0								4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20171110190000	http://www.updatesnews.com/taapsee-pannu-starrer-mulk-wrapped-up-in-a-funny-way-and-here-are-the-pictures/
705777085	20161110	201611	2016	2016.8493	IND	INDORE	IND								UAF	TERRORIST						UAF			1	111	111	11	3	-2.0	6	1	6	-5.3475935828877	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	4	Indore, Madhya Pradesh, India	IN	IN35	17729	22.7167	75.8333	-2097803	20171110190000	http://zeenews.india.com/india/9/11-8/11-key-dates-for-world-vijayvargiya-on-note-ban-2056080.html
705777086	20161110	201611	2016	2016.8493	TUR	TURKISH	TUR																		1	174	174	17	4	-5.0	4	1	4	-4.34782608695652	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	0								4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110190000	https://www.cbsnews.com/news/special-counsel-probing-whether-michael-flynn-was-part-of-alleged-plot-to-kidnap-cleric-for-turkey-report/
705777087	20161110	201611	2016	2016.8493	TUR	TURKISH	TUR								TURGOV	TURKEY	TUR					GOV			1	112	112	11	3	-2.0	4	1	4	-4.34782608695652	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110190000	https://www.cbsnews.com/news/special-counsel-probing-whether-michael-flynn-was-part-of-alleged-plot-to-kidnap-cleric-for-turkey-report/
705777088	20161110	201611	2016	2016.8493	TURGOV	TURKISH	TUR					GOV													1	174	174	17	4	-5.0	6	1	6	-4.34782608695652	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	0								4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110190000	https://www.cbsnews.com/news/special-counsel-probing-whether-michael-flynn-was-part-of-alleged-plot-to-kidnap-cleric-for-turkey-report/
705777089	20161110	201611	2016	2016.8493	TURGOV	TURKISH	TUR					GOV			TURGOV	RECEP TAYYIP ERDOGAN	TUR					GOV			1	112	112	11	3	-2.0	6	1	6	-4.34782608695652	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	4	Imrali, Bursa, Turkey	TU	TU16	27669	40.55	28.5333	-754464	20171110190000	https://www.cbsnews.com/news/special-counsel-probing-whether-michael-flynn-was-part-of-alleged-plot-to-kidnap-cleric-for-turkey-report/
