704014584	20161105	201611	2016	2016.8356	AUS	AUSTRALIA	AUS								COP	POLICE						COP			0	112	112	11	3	-2.0	4	1	4	-8.21484992101106	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171105053000	http://www.camdenadvertiser.com.au/story/5019820/straw-director-in-massive-ato-tax-fraud-pleads-guilty/?cs=4072
704014585	20171006	201710	2017	2017.7562											CHL	CHILE	CHL								0	043	043	04	1	2.8	4	2	4	-4.41026460826406	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	1	Colombia	CO	CO		4	-72	CO	20171105053000	http://montrealgazette.com/pmn/news-pmn/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/wcm/29f1795c-45c2-46a1-affb-b883045f5072
704014586	20171006	201710	2017	2017.7562											CHL	SANTIAGO	CHL								0	043	043	04	1	2.8	4	2	4	-4.41026460826406	0								1	Colombia	CO	CO		4	-72	CO	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171105053000	http://montrealgazette.com/pmn/news-pmn/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/wcm/29f1795c-45c2-46a1-affb-b883045f5072
704014587	20171006	201710	2017	2017.7562	BUS	COMPANY						BUS			MEDBUS	TELECOM						MED	BUS		1	030	030	03	1	4.0	10	1	10	0	0								0								0								20171105053000	http://www.thehindu.com/business/Economy/moodys-cuts-ril-credit-outlook-to-stable-but-affirms-ratings/article19986565.ece
704014588	20171006	201710	2017	2017.7562	CHL	CHILE	CHL																		0	042	042	04	1	1.9	4	2	4	-4.41026460826406	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	0								1	Colombia	CO	CO		4	-72	CO	20171105053000	http://montrealgazette.com/pmn/news-pmn/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/wcm/29f1795c-45c2-46a1-affb-b883045f5072
704014589	20171006	201710	2017	2017.7562	CHL	SANTIAGO	CHL																		0	042	042	04	1	1.9	4	2	4	-4.41026460826406	1	Colombia	CO	CO		4	-72	CO	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171105053000	http://montrealgazette.com/pmn/news-pmn/venezuela-opposition-leader-seeks-refuge-in-chilean-embassy/wcm/29f1795c-45c2-46a1-affb-b883045f5072
704014590	20171006	201710	2017	2017.7562	CRM	KIDNAPPER						CRM													1	080	080	08	2	5.0	3	1	3	-3.88888888888889	1	Benin	BN	BN		9.5	2.25	BN	0								1	Benin	BN	BN		9.5	2.25	BN	20171105053000	http://www.nigeriatoday.ng/2017/11/edo-residents-count-gains-of-anti-crime-strategy-commend-govt-new-cp/
704014591	20171006	201710	2017	2017.7562	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	3	1	3	-5.6159420289855	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171105053000	http://jakartaglobe.id/world/iran-displays-missile-calls-trump-crazy-marking-1979-us-embassy-takeover/
704014592	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-5.6159420289855	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171105053000	http://jakartaglobe.id/world/iran-displays-missile-calls-trump-crazy-marking-1979-us-embassy-takeover/
704014593	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-5.6159420289855	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171105053000	http://jakartaglobe.id/world/iran-displays-missile-calls-trump-crazy-marking-1979-us-embassy-takeover/
