704759919	20071110	200711	2007	2007.8493											SAU	SAUDI ARABIA	SAU								0	190	190	19	4	-10.0	38	6	38	-5.52213743342621	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107203000	http://www.dailymail.co.uk/wires/ap/article-5059671/Saudis-bolder-moves-confront-Iran-echo-region.html
704759920	20071110	200711	2007	2007.8493											SAU	SAUDI ARABIA	SAU								0	190	190	19	4	-10.0	8	4	8	-5.61799821856669	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107203000	http://www.dailymail.co.uk/wires/ap/article-5059671/Saudis-bolder-moves-confront-Iran-echo-region.html
704759921	20071110	200711	2007	2007.8493											SAU	SAUDI	SAU								0	190	190	19	4	-10.0	10	6	10	-5.56595950663329	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107203000	http://www.dailymail.co.uk/wires/ap/article-5059671/Saudis-bolder-moves-confront-Iran-echo-region.html
704759922	20071110	200711	2007	2007.8493	SAU	SAUDI ARABIA	SAU																		0	190	190	19	4	-10.0	38	6	38	-5.52213743342621	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171107203000	http://www.dailymail.co.uk/wires/ap/article-5059671/Saudis-bolder-moves-confront-Iran-echo-region.html
704759923	20071110	200711	2007	2007.8493	SAU	SAUDI ARABIA	SAU																		0	190	190	19	4	-10.0	8	4	8	-5.61799821856669	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107203000	http://www.dailymail.co.uk/wires/ap/article-5059671/Saudis-bolder-moves-confront-Iran-echo-region.html
704759924	20071110	200711	2007	2007.8493	SAU	SAUDI	SAU																		0	190	190	19	4	-10.0	10	6	10	-5.56595950663329	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107203000	http://www.dailymail.co.uk/wires/ap/article-5059671/Saudis-bolder-moves-confront-Iran-echo-region.html
704759925	20161107	201611	2016	2016.8411											VNM	VIETNAM	VNM								1	036	036	03	1	4.0	5	1	5	1.16959064327485	0								1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20171107203000	https://www.tripadvisor.com/ShowTopic-g293925-i8433-k10997576-First_Timer_to_HCMC_Vietnam_Needing_Itinerary_Help-Ho_Chi_Minh_City.html
704759926	20161107	201611	2016	2016.8411	ARE	DUBAI	ARE								LAB	WORKER						LAB			1	173	173	17	4	-5.0	8	1	8	-5.13392857142857	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171107203000	http://www.leicestermercury.co.uk/news/leicester-news/leicester-man-held-dubai-rude-739939
704759927	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USA	PHILADELPHIA	USA								1	042	042	04	1	1.9	6	1	6	-1.59680638722555	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171107203000	http://www.westphillylocal.com/2017/11/07/marking-one-year-anniversary-of-trumps-win-resistance-photography-exhibit-on-display-at-green-line-cafe-on-baltimore/
704759928	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-1.59680638722555	1	Australia	AS	AS		-25	135	AS	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	20171107203000	http://www.westphillylocal.com/2017/11/07/marking-one-year-anniversary-of-trumps-win-resistance-photography-exhibit-on-display-at-green-line-cafe-on-baltimore/
704759929	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USA	PHILADELPHIA	USA								1	141	141	14	3	-6.5	6	1	6	-1.59680638722555	1	Australia	AS	AS		-25	135	AS	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	1	Australia	AS	AS		-25	135	AS	20171107203000	http://www.westphillylocal.com/2017/11/07/marking-one-year-anniversary-of-trumps-win-resistance-photography-exhibit-on-display-at-green-line-cafe-on-baltimore/
704759930	20161107	201611	2016	2016.8411	AUS	AUSTRALIAN	AUS								USA	UNITED STATES	USA								1	141	141	14	3	-6.5	1	1	1	-1.59680638722555	1	Australia	AS	AS		-25	135	AS	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	1	Swaziland	WZ	WZ		-26.5	31.5	WZ	20171107203000	http://www.westphillylocal.com/2017/11/07/marking-one-year-anniversary-of-trumps-win-resistance-photography-exhibit-on-display-at-green-line-cafe-on-baltimore/
704759931	20161107	201611	2016	2016.8411	CANJUD	CANADA	CAN					JUD			CAN	CANADA	CAN								0	193	193	19	4	-10.0	4	1	4	-4.67032967032967	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171107203000	http://www.cbc.ca/news/canada/ottawa/deepan-budlakoti-gun-charges-opp-1.4391263
704759932	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	2	1	2	-3.41685649202734	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171107203000	https://www.msn.com/en-us/news/world/china-bans-north-korea-tourism-day-before-trump-arrives/ar-BBEHbh4
704759933	20161107	201611	2016	2016.8411	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	042	042	04	1	1.9	2	1	2	-3.41685649202734	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107203000	https://www.msn.com/en-us/news/world/china-bans-north-korea-tourism-day-before-trump-arrives/ar-BBEHbh4
704759934	20161107	201611	2016	2016.8411	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	042	042	04	1	1.9	1	1	1	-3.41685649202734	4	Dandong, Liaoning, China	CH	CH19	13182	40.1292	124.395	-1902084	1	South Korea	KS	KS		37	127.5	KS	4	Dandong, Liaoning, China	CH	CH19	13182	40.1292	124.395	-1902084	20171107203000	https://www.msn.com/en-us/news/world/china-bans-north-korea-tourism-day-before-trump-arrives/ar-BBEHbh4
704759935	20161107	201611	2016	2016.8411	CHN	CHINESE	CHN								PRK	NORTH KOREA	PRK								0	042	042	04	1	1.9	2	1	2	-3.41685649202734	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171107203000	https://www.msn.com/en-us/news/world/china-bans-north-korea-tourism-day-before-trump-arrives/ar-BBEHbh4
704759936	20161107	201611	2016	2016.8411	IGOWSTNAT	NORTH ATLANTIC TREATY ORGANIZATION	WST	NAT				IGO			AFG	AFGHANISTAN	AFG								1	0332	033	03	1	5.2	5	1	5	-3.601108033241	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	20171107203000	https://www.telesurtv.net/english/news/-NATO-to-Send-Another-3000-Troops-to-Afghanistan-by-2018-20171107-0018.html
