703054927	20171025	201710	2017	2017.8082	ESPGOV	SPAIN	ESP					GOV			catGOV	CATALAN			cat			GOV			0	110	110	11	3	-2.0	1	1	1	-3.56756756756757	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054928	20171031	201710	2017	2017.8247	GOV	POLITY						GOV			LEG	SENATOR						LEG			1	010	010	01	1	0.0	5	1	5	-3.59212050984936	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	20171101194500	https://www.today.ng/news/nigeria/27307/cabal-control-government-shehu-sani
703054929	20171031	201710	2017	2017.8247	LAB	UNIONS						LAB			IGOUNO	THE UN		UNO				IGO			0	030	030	03	1	4.0	8	1	8	2.89982425307557	1	Central African Republic	CT	CT		7	21	CT	1	Central African Republic	CT	CT		7	21	CT	1	Central African Republic	CT	CT		7	21	CT	20171101194500	http://www.unmultimedia.org/avlibrary/asset/2024/2024558/
703054930	20171031	201710	2017	2017.8247	LAB	UNIONS						LAB			IGOUNO	THE UN		UNO				IGO			0	030	030	03	1	4.0	2	1	2	2.89982425307557	1	East Timor	TT	TT		-8.833333	125.75	TT	1	Portugal	PO	PO		39.5	-8	PO	1	East Timor	TT	TT		-8.833333	125.75	TT	20171101194500	http://www.unmultimedia.org/avlibrary/asset/2024/2024558/
703054931	20171031	201710	2017	2017.8247	USAGOV	US AMBASSADOR	USA					GOV													1	018	018	01	1	3.4	6	1	6	2.89982425307557	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171101194500	http://www.unmultimedia.org/avlibrary/asset/2024/2024558/
703054932	20171031	201710	2017	2017.8247	USAGOV	US AMBASSADOR	USA					GOV			USA	UNITED STATES	USA								1	018	018	01	1	3.4	4	1	4	2.89982425307557	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171101194500	http://www.unmultimedia.org/avlibrary/asset/2024/2024558/
703054933	20171101	201711	2017	2017.8247											AUT	VIENNA	AUT								0	040	040	04	1	1.0	2	1	2	-3.27102803738317	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171101194500	http://www.4-traders.com/news/Oil-slips-erases-gains-as-U-S-crude-draw-shy-of-API-report--25410192/
703054934	20171101	201711	2017	2017.8247											BUS	CORPORATION						BUS			1	080	080	08	2	5.0	10	1	10	0.70821529745043	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171101194500	http://www.mydigitalfc.com/companies-and-markets/govt-approves-sale-entire-73-stake-dredging-corp
703054935	20171101	201711	2017	2017.8247											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	6	1	6	4.21545667447307	0								4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	20171101194500	http://news.psu.edu/story/491610/2017/11/01/campus-life/hammel-speak-berks-fall-2017-commencement
703054936	20171101	201711	2017	2017.8247											EDU	STUDENT						EDU			1	036	036	03	1	4.0	6	1	6	4.21545667447307	0								4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	20171101194500	http://news.psu.edu/story/491610/2017/11/01/campus-life/hammel-speak-berks-fall-2017-commencement
703054937	20171101	201711	2017	2017.8247											GOV	ADMINISTRATION						GOV			1	014	014	01	1	0.0	6	1	6	-2.63157894736843	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171101194500	http://www.kentuckynewera.com/news/ap/article_d637aa66-7cbb-569c-804a-03272b768f2f.html
703054938	20171101	201711	2017	2017.8247											IRNMOS	IRAN	IRN			MOS					1	036	036	03	1	4.0	2	1	2	-3.56756756756757	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054939	20171101	201711	2017	2017.8247											IRNMOS	IRAN	IRN			MOS					1	036	036	03	1	4.0	8	1	8	-3.56756756756757	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054940	20171101	201711	2017	2017.8247											ISR	ISRAEL	ISR								1	036	036	03	1	4.0	2	1	2	4.21545667447307	0								4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	20171101194500	http://news.psu.edu/story/491610/2017/11/01/campus-life/hammel-speak-berks-fall-2017-commencement
703054941	20171101	201711	2017	2017.8247											ISR	ISRAEL	ISR								1	051	051	05	1	3.4	4	1	4	4.21545667447307	0								4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	4	Yemin Orde, Ha?afon, Israel	IS	IS03	18314	33.1015	35.5532	-781181	20171101194500	http://news.psu.edu/story/491610/2017/11/01/campus-life/hammel-speak-berks-fall-2017-commencement
703054942	20171101	201711	2017	2017.8247											OPP	ACTIVIST						OPP			0	112	112	11	3	-2.0	10	1	10	-6	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171101194500	https://www.therebel.media/war_on_pro_life_women_student_body_president_impeached_for_not_breaking_the_law
703054943	20171101	201711	2017	2017.8247											OPP	ACTIVIST						OPP			0	1721	172	17	4	-5.0	10	1	10	-6	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171101194500	https://www.therebel.media/war_on_pro_life_women_student_body_president_impeached_for_not_breaking_the_law
703054944	20171101	201711	2017	2017.8247											UAF	TERRORIST						UAF			0	042	042	04	1	1.9	10	1	10	-6.1046511627907	0								3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	20171101194500	http://lapostexaminer.com/new-york-terror-attack-leaves-eight-dead/2017/11/01
703054945	20171101	201711	2017	2017.8247											UAF	TERRORIST						UAF			0	138	138	13	3	-7.0	10	1	10	-6.1046511627907	0								3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	20171101194500	http://lapostexaminer.com/new-york-terror-attack-leaves-eight-dead/2017/11/01
703054946	20171101	201711	2017	2017.8247											UAF	TERRORIST						UAF			0	190	190	19	4	-10.0	10	1	10	-6.1046511627907	0								3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	20171101194500	http://lapostexaminer.com/new-york-terror-attack-leaves-eight-dead/2017/11/01
703054947	20171101	201711	2017	2017.8247											UAF	TERRORIST						UAF			1	190	190	19	4	-10.0	4	1	4	-6.60660660660661	0								3	New Milford, New York, United States	US	USNY		41.2345	-74.4138	958437	3	New Milford, New York, United States	US	USNY		41.2345	-74.4138	958437	20171101194500	http://www.nbcnewyork.com/news/local/Truck-Attack-Lower-Manhattan-Victims-Injuries-Suspect-Terror-Bike-Path-454472763.html
703054948	20171101	201711	2017	2017.8247											UAF	TERRORIST						UAF			0	195	195	19	4	-10.0	10	1	10	-6.1046511627907	0								3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	3	World Trade Center, California, United States	US	USCA		34.0542	-118.254	1744912	20171101194500	http://lapostexaminer.com/new-york-terror-attack-leaves-eight-dead/2017/11/01
703054949	20171101	201711	2017	2017.8247											USA	UNITED STATES	USA								1	080	080	08	2	5.0	2	1	2	-4.76190476190476	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171101194500	http://www.politicaldog101.com/tag/defeating-isis/
703054950	20171101	201711	2017	2017.8247											USA	UNITED STATES	USA								1	080	080	08	2	5.0	2	1	2	-4.76190476190476	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171101194500	http://www.politicaldog101.com/tag/defeating-isis/
703054951	20171101	201711	2017	2017.8247											USAGOV	UNITED STATES	USA					GOV			1	014	014	01	1	0.0	4	1	4	-2.63157894736843	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171101194500	http://www.kentuckynewera.com/news/ap/article_d637aa66-7cbb-569c-804a-03272b768f2f.html
703054952	20171101	201711	2017	2017.8247	AFR	AFRICA	AFR								GHA	GHANAIAN	GHA								0	020	020	02	1	3.0	2	1	2	-2.94117647058824	1	South Africa	SF	SF		-30	26	SF	1	Ghana	GH	GH		8	-2	GH	1	South Africa	SF	SF		-30	26	SF	20171101194500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/TRENDING-GH-Ayisi-Boateng-s-comment-Majority-of-Ghanaians-want-him-sacked-596376
703054953	20171101	201711	2017	2017.8247	AFR	AFRICA	AFR								GHA	GHANAIAN	GHA								0	020	020	02	1	3.0	2	1	2	-2.94117647058824	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171101194500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/TRENDING-GH-Ayisi-Boateng-s-comment-Majority-of-Ghanaians-want-him-sacked-596376
703054954	20171101	201711	2017	2017.8247	AFR	AFRICA	AFR								GOV	DIPLOMAT						GOV			0	012	012	01	1	-0.4	2	1	2	-2.94117647058824	1	South Africa	SF	SF		-30	26	SF	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20171101194500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/TRENDING-GH-Ayisi-Boateng-s-comment-Majority-of-Ghanaians-want-him-sacked-596376
703054955	20171101	201711	2017	2017.8247	AFR	AFRICA	AFR								GOV	DIPLOMAT						GOV			0	012	012	01	1	-0.4	2	1	2	-2.94117647058824	1	South Africa	SF	SF		-30	26	SF	1	Ghana	GH	GH		8	-2	GH	1	South Africa	SF	SF		-30	26	SF	20171101194500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/TRENDING-GH-Ayisi-Boateng-s-comment-Majority-of-Ghanaians-want-him-sacked-596376
703054956	20171101	201711	2017	2017.8247	AUS	VICTORIA	AUS																		1	111	111	11	3	-2.0	10	1	10	-0.24630541871921	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171101194500	https://www.fool.com/investing/2017/11/01/why-bg-foods-inc-stock-popped-today.aspx
703054957	20171101	201711	2017	2017.8247	AUT	VIENNA	AUT								IGOBUSOPC	OPEC		OPC				IGO	BUS		0	020	020	02	1	3.0	8	1	8	-3.27102803738317	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171101194500	http://www.4-traders.com/news/Oil-slips-erases-gains-as-U-S-crude-draw-shy-of-API-report--25410192/
703054958	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								IRN	IRAN	IRN								0	040	040	04	1	1.0	2	1	2	-3.56756756756757	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054959	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								IRN	TEHRAN	IRN								0	040	040	04	1	1.0	2	1	2	-3.56756756756757	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054960	20171101	201711	2017	2017.8247	AZE	AZERBAIJANI	AZE								IRN	IRANIAN	IRN								1	040	040	04	1	1.0	1	1	1	-3.56756756756757	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054961	20171101	201711	2017	2017.8247	AZE	AZERBAIJANI	AZE								IRN	IRANIAN	IRN								1	046	046	04	1	7.0	1	1	1	-3.56756756756757	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054962	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								IRNGOV	IRAN	IRN					GOV			0	050	050	05	1	3.5	2	1	2	-3.56756756756757	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054963	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								IRNGOV	IRAN	IRN					GOV			0	050	050	05	1	3.5	2	1	2	-3.56756756756757	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054964	20171101	201711	2017	2017.8247	AZE	AZERBAIJANI	AZE								RUS	RUSSIAN	RUS								1	040	040	04	1	1.0	1	1	1	-3.56756756756757	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054965	20171101	201711	2017	2017.8247	AZE	AZERBAIJANI	AZE								RUS	RUSSIAN	RUS								1	040	040	04	1	1.0	1	1	1	-3.56756756756757	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054966	20171101	201711	2017	2017.8247	AZE	AZERBAIJANI	AZE								RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	1	1	1	-3.56756756756757	1	Israel	IS	IS		31.5	34.75	IS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054967	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								0	050	050	05	1	3.5	6	1	6	-3.56756756756757	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054968	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								0	050	050	05	1	3.5	2	1	2	-3.56756756756757	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054969	20171101	201711	2017	2017.8247	AZE	AZERBAIJAN	AZE								RUS	RUSSIA	RUS								0	050	050	05	1	3.5	2	1	2	-3.56756756756757	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171101194500	http://www.presstv.com/Detail/2017/11/01/540676/Press-TV-News-Headlines-
703054970	20171101	201711	2017	2017.8247	BGD	BANGLADESH	BGD								JUD	HIGH COURT						JUD			1	010	010	01	1	0.0	4	1	4	-2.38095238095238	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171101194500	https://bdnews24.com/bangladesh/2017/11/02/hc-pulls-top-officials-over-khamarbarhi-building-demolition
703054971	20171101	201711	2017	2017.8247	BGD	BANGLADESH	BGD								JUD	HIGH COURT						JUD			1	1712	171	17	4	-9.2	4	1	4	-2.38095238095238	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20171101194500	https://bdnews24.com/bangladesh/2017/11/02/hc-pulls-top-officials-over-khamarbarhi-building-demolition
703054972	20171101	201711	2017	2017.8247	BUS	BUSINESS						BUS													0	010	010	01	1	0.0	3	1	3	-0.0985221674876899	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171101194500	http://www.capetalk.co.za/articles/278845/electricity-prices-getting-you-down-how-does-free-sound-bizun
703054973	20171101	201711	2017	2017.8247	BUS	INVESTOR						BUS			USA	NEW YORK	USA								1	071	071	07	2	7.4	8	1	8	5.11508951406649	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171101194500	https://www.utilitydive.com/news/new-york-green-bank-seeks-1b-in-private-sector-investment-for-clean-energy/508549/
703054974	20171101	201711	2017	2017.8247	BUS	COMPANY						BUS			USA	MASSACHUSETTS	USA								1	173	173	17	4	-5.0	8	1	8	3.76175548589342	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171101194500	http://www.businesswire.com/news/home/20171101006673/en/Integration-Partners-launches-Cyber-Security-Engineering-Lab
703054975	20171101	201711	2017	2017.8247	CAN	ONTARIO	CAN																		1	020	020	02	1	3.0	3	1	3	8.43023255813953	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171101194500	http://globenewswire.com/news-release/2017/11/01/1172517/0/en/OPPI-Recognizes-Planning-Excellence.html
703054976	20171101	201711	2017	2017.8247	CAN	ONTARIO	CAN								GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	8.43023255813953	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171101194500	http://globenewswire.com/news-release/2017/11/01/1172517/0/en/OPPI-Recognizes-Planning-Excellence.html
703054977	20171101	201711	2017	2017.8247	CHL	SANTIAGO	CHL																		1	180	180	18	4	-9.0	1	1	1	-11.4457831325301	4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	0								4	Santiago, Regióetropolitana, Chile	CI	CI12	22379	-33.45	-70.6667	-901202	20171101194500	http://www.abc2news.com/news/region/anne-arundel-county/two-men-arrested-for-a-string-of-robberies-in-anne-arundel-county
703054978	20171101	201711	2017	2017.8247	CHRCTH	HIGH PRIEST				CHR	CTH				USA	UNITED STATES	USA								1	080	080	08	2	5.0	4	1	4	-2.54545454545455	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171101194500	https://www.rawstory.com/2017/11/liberty-u-sics-cops-on-pastor-who-planned-to-hold-anti-trump-group-prayer-on-campus/
703054979	20171101	201711	2017	2017.8247	COP	PRISON						COP													1	173	173	17	4	-5.0	10	1	10	-15.3846153846154	3	Union County, New Jersey, United States	US	USNJ	NJ039	40.6334	-74.2663	882235	0								3	Union County, New Jersey, United States	US	USNJ		40.6334	-74.2663	882235	20171101194500	http://www.sfgate.com/news/crime/article/Indictment-New-Jersey-corrections-officer-12323934.php
703054980	20171101	201711	2017	2017.8247	COP	DETECTIVE						COP			IRL	IRELAND	IRL								0	111	111	11	3	-2.0	4	1	4	-10.161662817552	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171101194500	http://www.kentnews.co.uk:80/news/victim-stabbed-in-the-neck-as-he-took-out-rubbish-bags-from-folkestone-home-1-5261253
