704505127	20161107	201611	2016	2016.8411	CANGOV	CANADA	CAN					GOV													0	020	020	02	1	3.0	2	1	2	-4.16907932831499	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171107024500	https://www.thestar.com/news/paradise-papers/2017/11/06/canada-revenue-agency-fought-to-keep-tax-gap-data-secret.html
704505128	20161107	201611	2016	2016.8411	CVL	PEASANT						CVL													1	141	141	14	3	-6.5	10	1	10	-3.71900826446281	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20171107024500	http://www.latinamericanpost.com/index.php/interviews/277-others/latam/17382-colombia-s-peacemakers-losing-their-mojo
704505129	20161107	201611	2016	2016.8411	EDUEDU	SCHOOL						EDU	EDU		BUS	COMPANY						BUS			1	193	193	19	4	-10.0	5	1	5	0.57971014492754	3	Lincoln County, Colorado, United States	US	USCO	CO073	39.05	-103.451	198152	3	Lincoln County, Colorado, United States	US	USCO		39.05	-103.451	198152	3	Lincoln County, Colorado, United States	US	USCO		39.05	-103.451	198152	20171107024500	https://www-dot-lincolntimesnews-dot-com.bloxcms-ny1.com/news/local/lincolnton-chick-fil-a-hearing-on-city-agenda/article_90be3814-7814-54c0-917e-ac89c13fc7ec.html
704505130	20161107	201611	2016	2016.8411	EDUEDU	SCHOOL						EDU	EDU		BUS	COMPANY						BUS			1	193	193	19	4	-10.0	5	1	5	0.57971014492754	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20171107024500	https://www-dot-lincolntimesnews-dot-com.bloxcms-ny1.com/news/local/lincolnton-chick-fil-a-hearing-on-city-agenda/article_90be3814-7814-54c0-917e-ac89c13fc7ec.html
704505131	20161107	201611	2016	2016.8411	GOV	PRIME MINISTER						GOV			CAN	CANADA	CAN								0	020	020	02	1	3.0	2	1	2	-4.16907932831499	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171107024500	https://www.thestar.com/news/paradise-papers/2017/11/06/canada-revenue-agency-fought-to-keep-tax-gap-data-secret.html
704505132	20161107	201611	2016	2016.8411	LEG	DELEGATE						LEG													1	014	014	01	1	0.0	10	1	10	-2.41286863270778	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107024500	http://www.wcax.com/content/news/New-Yorkers-to-vote-on-constitutional-convention-455666603.html
704505133	20161107	201611	2016	2016.8411	LEG	DELEGATE						LEG													1	0831	083	08	2	5.0	10	1	10	-2.41286863270778	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107024500	http://www.wcax.com/content/news/New-Yorkers-to-vote-on-constitutional-convention-455666603.html
704505134	20161107	201611	2016	2016.8411	RUS	RUSSIA	RUS								USAGOVLEG	DANA ROHRABACHER	USA					GOV	LEG		0	042	042	04	1	1.9	7	1	7	-3.16358024691358	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107024500	http://www.vancouversun.com/news/world/trump+hinted+review+anti+russia+sought+records+harm+clinton/15540445/story.html
704505135	20161107	201611	2016	2016.8411	USA	WASHINGTON	USA								RUS	RUSSIAN	RUS								1	046	046	04	1	7.0	3	1	3	-0.699300699300701	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171107024500	https://www.seattletimes.com/nation-world/nation-politics/former-trump-adviser-page-tells-panel-about-2016-russia-trip/
704505136	20161107	201611	2016	2016.8411	USA	CALIF	USA								USAGOVLEG	DANA ROHRABACHER	USA					GOV	LEG		0	042	042	04	1	1.9	3	1	3	-3.16358024691358	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107024500	http://www.vancouversun.com/news/world/trump+hinted+review+anti+russia+sought+records+harm+clinton/15540445/story.html
