704195760	20161106	201611	2016	2016.8384											COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	10	1	10	-10.5189340813464	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171106024500	https://www.policeone.com/Officer-Safety/articles/455362006-FBIs-2016-LEOKA-stats-tell-a-concerning-story/
704195761	20161106	201611	2016	2016.8384											MED	MEDIA						MED			1	111	111	11	3	-2.0	7	1	7	2.58302583025831	0								4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	20171106024500	https://www.news-mail.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704195762	20161106	201611	2016	2016.8384											MED	MEDIA						MED			1	111	111	11	3	-2.0	7	1	7	1.98511166253102	0								4	Murwillumbah, New South Wales, Australia	AS	AS02	5094	-28.3273	153.393	-1590379	4	Murwillumbah, New South Wales, Australia	AS	AS02	5094	-28.3273	153.393	-1590379	20171106024500	https://www.tweeddailynews.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704195763	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	071	071	07	2	7.4	8	1	8	2.63157894736842	4	South West Rocks, New South Wales, Australia	AS	AS02	5096	-30.8885	153.039	11430699	0								4	South West Rocks, New South Wales, Australia	AS	AS02	5096	-30.8885	153.039	11430699	20171106024500	http://www.macleayargus.com.au/story/5034950/citizen-of-the-year-nominations-open/?cs=5796
704195764	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	111	111	11	3	-2.0	1	1	1	2.58302583025831	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	20171106024500	https://www.news-mail.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704195765	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	111	111	11	3	-2.0	1	1	1	1.98511166253102	4	Murwillumbah, New South Wales, Australia	AS	AS02	5094	-28.3273	153.393	-1590379	4	Murwillumbah, New South Wales, Australia	AS	AS02	5094	-28.3273	153.393	-1590379	4	Murwillumbah, New South Wales, Australia	AS	AS02	5094	-28.3273	153.393	-1590379	20171106024500	https://www.tweeddailynews.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704195766	20161106	201611	2016	2016.8384	AUS	AUSTRALIAN	AUS								USAGOV	BARACK OBAMA	USA					GOV			1	050	050	05	1	3.5	1	1	1	-5.57029177718833	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171106024500	http://www.khmertimeskh.com/5089228/australia-turns-nz-refugee-offer/
704195767	20161106	201611	2016	2016.8384	GOVHLH	HEALTH MINIST						GOV	HLH		BUS	INDUSTRY						BUS			1	131	131	13	3	-5.8	10	1	10	-5.625	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171106024500	https://brandinginasia.com/japan-ban-photos-surgery-cosmetic/
704195768	20161106	201611	2016	2016.8384	GOVHLH	HEALTH MINIST						GOV	HLH		BUS	INDUSTRY						BUS			1	172	172	17	4	-5.0	10	1	10	-5.625	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106024500	https://brandinginasia.com/japan-ban-photos-surgery-cosmetic/
704195769	20161106	201611	2016	2016.8384	IRN	IRAN	IRN																		0	1622	162	16	4	-5.6	8	1	8	-2.20030349013657	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171106024500	https://www.msn.com/en-us/news/world/iran-saudi-cold-war-intensifies-as-militant-threat-fades/ar-AAuud9u
704195770	20161106	201611	2016	2016.8384	IRN	IRAN	IRN																		0	1622	162	16	4	-5.6	2	1	2	-2.20030349013657	1	Iraq	IZ	IZ		33	44	IZ	0								1	Syria	SY	SY		35	38	SY	20171106024500	https://www.msn.com/en-us/news/world/iran-saudi-cold-war-intensifies-as-militant-threat-fades/ar-AAuud9u
704195771	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN								GOV	ADMINISTRATION						GOV			1	090	090	09	2	-2.0	6	1	6	1.65289256198347	1	Panama	PM	PM		9	-80	PM	1	Russia	RS	RS		60	100	RS	1	Panama	PM	PM		9	-80	PM	20171106024500	https://finance.yahoo.com/m/580b868c-6bb0-3faa-a096-6542a9a7bf3e/ss_
704195772	20161106	201611	2016	2016.8384	PAN	PANAMA	PAN								RUSGOV	RUSSIA	RUS					GOV			1	090	090	09	2	-2.0	4	1	4	1.65289256198347	1	Panama	PM	PM		9	-80	PM	1	Russia	RS	RS		60	100	RS	1	Panama	PM	PM		9	-80	PM	20171106024500	https://finance.yahoo.com/m/580b868c-6bb0-3faa-a096-6542a9a7bf3e/ss_
