703744698	20161103	201611	2016	2016.8301											CAN	CANADA	CAN								1	043	043	04	1	2.8	4	1	4	2.13776722090261	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Prince Edward County, Ontario, Canada	CA	CA08	12678	44	-77.25	-571726	20171103221500	http://www.wineanorak.com/wineblog/canada/catching-the-tail-end-of-vintage-at-norman-hardie-prince-edward-county-canada
703744699	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	100	100	10	3	-5.0	2	1	2	-5.01672240802675	1	Afghanistan	AF	AF		33	66	AF	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171103221500	http://www.military.com/daily-news/2017/11/03/trump-calls-no-jail-time-bergdahl-complete-total-disgrace.html
703744700	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	100	100	10	3	-5.0	2	1	2	-5.01672240802675	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171103221500	http://www.military.com/daily-news/2017/11/03/trump-calls-no-jail-time-bergdahl-complete-total-disgrace.html
703744701	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	1124	112	11	3	-2.0	2	1	2	-5.01672240802675	1	Afghanistan	AF	AF		33	66	AF	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	1	Afghanistan	AF	AF		33	66	AF	20171103221500	http://www.military.com/daily-news/2017/11/03/trump-calls-no-jail-time-bergdahl-complete-total-disgrace.html
703744702	20161103	201611	2016	2016.8301	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	1124	112	11	3	-2.0	2	1	2	-5.01672240802675	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171103221500	http://www.military.com/daily-news/2017/11/03/trump-calls-no-jail-time-bergdahl-complete-total-disgrace.html
703744703	20161103	201611	2016	2016.8301	AUS	QUEENSLAND	AUS								EDU	COLLEGE						EDU			1	013	013	01	1	0.4	2	1	2	3.36134453781513	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171103221500	https://www.whitsundaytimes.com.au/news/ex-cq-league-star-in-line-for-a-major-award/3257001/
703744704	20161103	201611	2016	2016.8301	CAN	CANADA	CAN																		1	042	042	04	1	1.9	4	1	4	2.13776722090261	4	Prince Edward County, Ontario, Canada	CA	CA08	12678	44	-77.25	-571726	0								4	Prince Edward County, Ontario, Canada	CA	CA08	12678	44	-77.25	-571726	20171103221500	http://www.wineanorak.com/wineblog/canada/catching-the-tail-end-of-vintage-at-norman-hardie-prince-edward-county-canada
703744705	20161103	201611	2016	2016.8301	CAN	MONTREAL	CAN								GOV	PRINCE						GOV			1	042	042	04	1	1.9	6	1	6	2.13776722090261	4	Prince Edward County, Ontario, Canada	CA	CA08	12678	44	-77.25	-571726	4	Prince Edward County, Ontario, Canada	CA	CA08	12678	44	-77.25	-571726	4	Prince Edward County, Ontario, Canada	CA	CA08	12678	44	-77.25	-571726	20171103221500	http://www.wineanorak.com/wineblog/canada/catching-the-tail-end-of-vintage-at-norman-hardie-prince-edward-county-canada
703744706	20161103	201611	2016	2016.8301	CUB	CUBAN	CUB								CUBGOV	CUBA	CUB					GOV			0	042	042	04	1	1.9	2	1	2	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744707	20161103	201611	2016	2016.8301	CUBGOV	CUBA	CUB					GOV			CUB	CUBAN	CUB								0	018	018	01	1	3.4	2	1	2	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744708	20161103	201611	2016	2016.8301	CUBGOV	CUBA	CUB					GOV			CUB	CUBAN	CUB								0	043	043	04	1	2.8	2	1	2	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744709	20161103	201611	2016	2016.8301	CUBGOV	CUBAN	CUB					GOV			CUBGOV	CUBAN	CUB					GOV			0	018	018	01	1	3.4	3	1	3	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744710	20161103	201611	2016	2016.8301	CUBGOV	CUBAN	CUB					GOV			CUBGOV	CUBAN	CUB					GOV			0	042	042	04	1	1.9	3	1	3	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744711	20161103	201611	2016	2016.8301	CUBGOV	CUBAN	CUB					GOV			CUBGOV	CUBAN	CUB					GOV			0	043	043	04	1	2.8	3	1	3	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744712	20161103	201611	2016	2016.8301	CUBGOV	CUBA	CUB					GOV			GOV	PRIME MINISTER						GOV			1	017	017	01	1	0.0	10	1	10	7.5177304964539	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171103221500	http://www.thestkittsnevisobserver.com/local-news/cubas-ambassador-says-bond-with-federation-has-gotten-stronger-in-last-year/
703744713	20161103	201611	2016	2016.8301	EDU	COLLEGE						EDU			AUS	AUSTRALIA	AUS								1	010	010	01	1	0.0	1	1	1	3.36134453781513	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171103221500	https://www.whitsundaytimes.com.au/news/ex-cq-league-star-in-line-for-a-major-award/3257001/
