705265033	20171109	201711	2017	2017.8466											ISRMED	ISRAEL	ISR					MED			1	040	040	04	1	1.0	4	1	4	-1.75438596491228	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265034	20171109	201711	2017	2017.8466											PSE	PALESTINIAN	PSE								1	040	040	04	1	1.0	2	1	2	-1.75438596491228	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265035	20171109	201711	2017	2017.8466											PSEMED	PALESTINIAN	PSE					MED			1	040	040	04	1	1.0	2	1	2	-1.75438596491228	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265036	20171109	201711	2017	2017.8466	EGY	EGYPT	EGY								MIL	ARMY						MIL			0	152	152	15	4	-7.2	2	1	2	-1.75438596491228	4	Filastin, Al Bu?ayrah, Egypt	EG	EG03	61540	30.9394	29.8077	6067671	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265037	20171109	201711	2017	2017.8466	ISR	JERUSALEM	ISR								CVL	VILLAGE						CVL			1	111	111	11	3	-2.0	1	1	1	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265038	20171109	201711	2017	2017.8466	ISR	JERUSALEM	ISR								CVLSET	SETTLEMENT						CVL	SET		1	111	111	11	3	-2.0	1	1	1	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265039	20171109	201711	2017	2017.8466	ISR	JERUSALEM	ISR								CVLSET	SETTLEMENT						CVL	SET		1	111	111	11	3	-2.0	1	1	1	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265040	20171109	201711	2017	2017.8466	ISR	ISRAEL	ISR								PSECVL	WEST BANK	PSE					CVL			1	111	111	11	3	-2.0	3	1	3	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265041	20171109	201711	2017	2017.8466	ISR	JERUSALEM	ISR								PSECVL	WEST BANK	PSE					CVL			1	111	111	11	3	-2.0	1	1	1	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265042	20171109	201711	2017	2017.8466	ISRMED	ISRAEL	ISR					MED													1	040	040	04	1	1.0	4	1	4	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265043	20171109	201711	2017	2017.8466	ISRMED	ISRAEL	ISR					MED			PSE	PALESTINIAN	PSE								1	040	040	04	1	1.0	4	1	4	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265044	20171109	201711	2017	2017.8466	ISRMED	ISRAEL	ISR					MED			PSECVL	WEST BANK	PSE					CVL			1	111	111	11	3	-2.0	2	1	2	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265045	20171109	201711	2017	2017.8466	PSE	PALESTINIAN	PSE																		1	040	040	04	1	1.0	2	1	2	-1.75438596491228	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265046	20171109	201711	2017	2017.8466	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								1	040	040	04	1	1.0	2	1	2	-1.75438596491228	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265047	20171109	201711	2017	2017.8466	PSE	PALESTINIAN	PSE								ISRMED	ISRAEL	ISR					MED			1	040	040	04	1	1.0	2	1	2	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265048	20171109	201711	2017	2017.8466	PSE	PALESTINIAN	PSE								ISRMED	ISRAEL	ISR					MED			1	040	040	04	1	1.0	2	1	2	-1.75438596491228	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265049	20171109	201711	2017	2017.8466	PSE	GAZA	PSE								MIL	ARMY						MIL			0	152	152	15	4	-7.2	1	1	1	-1.75438596491228	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265050	20171109	201711	2017	2017.8466	PSE	GAZA	PSE								MIL	ARMY						MIL			0	152	152	15	4	-7.2	1	1	1	-1.75438596491228	4	Filastin, Al Bu?ayrah, Egypt	EG	EG03	61540	30.9394	29.8077	6067671	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265051	20171109	201711	2017	2017.8466	PSEMED	PALESTINIAN	PSE					MED													1	040	040	04	1	1.0	2	1	2	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265052	20171109	201711	2017	2017.8466	PSEMED	PALESTINIAN	PSE					MED			CVL	VILLAGE						CVL			1	111	111	11	3	-2.0	1	1	1	-1.75438596491228	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265053	20171109	201711	2017	2017.8466	PSEREBMED	HAMAS	PSE					REB	MED		MIL	ARMY						MIL			0	152	152	15	4	-7.2	1	1	1	-1.75438596491228	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265054	20171109	201711	2017	2017.8466	SAU	SAUDI	SAU								IGOUNO	UNITED NATIONS		UNO				IGO			1	022	022	02	1	3.2	4	1	4	-1.75438596491228	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265055	20171109	201711	2017	2017.8466	SAU	SAUDI ARABIA	SAU								IGOUNO	UNITED NATIONS		UNO				IGO			1	022	022	02	1	3.2	6	1	6	-1.75438596491228	1	Saudi Arabia	SA	SA		25	45	SA	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265056	20171109	201711	2017	2017.8466	SAU	SAUDI ARABIA	SAU								ISRREF	ISRAEL	ISR					REF			1	051	051	05	1	3.4	2	1	2	-1.75438596491228	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265057	20171109	201711	2017	2017.8466	SAU	SAUDI ARABIA	SAU								ISRREF	ISRAEL	ISR					REF			1	051	051	05	1	3.4	2	1	2	-1.75438596491228	1	Saudi Arabia	SA	SA		25	45	SA	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265058	20171109	201711	2017	2017.8466	SAU	SAUDI	SAU								PSE	PALESTINIAN	PSE								1	051	051	05	1	3.4	1	1	1	-1.75438596491228	4	Urif, West Bank (general), West Bank	WE	WE00	32687	32.1595	35.2223	-796796	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Saudi Arabia	SA	SA		25	45	SA	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265059	20171109	201711	2017	2017.8466	SAU	SAUDI	SAU								PSE	PALESTINIAN	PSE								1	051	051	05	1	3.4	1	1	1	-1.75438596491228	1	Saudi Arabia	SA	SA		25	45	SA	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705265060	20171109	201711	2017	2017.8466	SAU	SAUDI ARABIA	SAU								PSEREF	PALESTINIAN	PSE					REF			1	051	051	05	1	3.4	2	1	2	-1.75438596491228	1	Saudi Arabia	SA	SA		25	45	SA	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20171109081500	Quotes package from BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
