704686064	20161107	201611	2016	2016.8411											NMR	NORTH AMERICA	NMR								0	014	014	01	1	0.0	2	1	2	1.37299771167048	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171107160000	http://www.businessinsider.com/r-update-1-wow-air-chief-to-weigh-up-potential-ipo-2017-11
704686065	20161107	201611	2016	2016.8411	GBRGOVHRI	THERESA MAY	GBR					GOV	HRI												1	192	192	19	4	-9.5	10	1	10	0	0								0								0								20171107160000	http://www.borehamwoodtimes.co.uk/news/15645949.Hertsmere_MP_welcomes_new_Defence_Secretary/
704686066	20161107	201611	2016	2016.8411	GOV	CHIEF EXECUTIVE						GOV													1	010	010	01	1	0.0	5	1	5	1.05263157894737	4	Hassi Rmel, Laghouat, Algeria	AG	AG25	38367	32.9138	3.30298	-471873	0								4	Hassi Rmel, Laghouat, Algeria	AG	AG25	38367	32.9138	3.30298	-471873	20171107160000	http://interfaxenergy.com/gasdaily/article/28275/sonatrach-invests-2-bln-to-maintain-hassi-rmels-output
704686067	20161107	201611	2016	2016.8411	GOV	PRIME MINISTER						GOV													1	012	012	01	1	-0.4	3	1	3	-1.39860139860139	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171107160000	http://www.thesundaily.my/news/2017/11/07/stay-high-alert
704686068	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			IRN	IRAN	IRN								1	013	013	01	1	0.4	2	1	2	-3.70370370370371	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171107160000	http://www.timesunion.com/news/crime/article/Family-of-woman-detained-in-Iran-demands-action-12337417.php
704686069	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			IRN	IRAN	IRN								1	013	013	01	1	0.4	4	1	4	-3.70370370370371	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107160000	http://www.timesunion.com/news/crime/article/Family-of-woman-detained-in-Iran-demands-action-12337417.php
704686070	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			IRN	IRAN	IRN								1	013	013	01	1	0.4	4	1	4	-3.70370370370371	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107160000	http://www.timesunion.com/news/crime/article/Family-of-woman-detained-in-Iran-demands-action-12337417.php
704686071	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	5	1	5	-3.70370370370371	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107160000	http://www.timesunion.com/news/crime/article/Family-of-woman-detained-in-Iran-demands-action-12337417.php
704686072	20161107	201611	2016	2016.8411	GOV	PRIME MINISTER						GOV			VNM	VIETNAM	VNM								1	012	012	01	1	-0.4	4	1	4	-1.39860139860139	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171107160000	http://www.thesundaily.my/news/2017/11/07/stay-high-alert
704686073	20161107	201611	2016	2016.8411	GOVHLH	HEALTH MINIST						GOV	HLH												0	010	010	01	1	0.0	6	1	6	0.14224751066857	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20171107160000	http://www.newsletter.co.uk/news/health/n-ireland-health-service-can-pay-120-an-hour-fpr-agency-nurses-due-to-shortages-1-8233586
