705672301	20161110	201611	2016	2016.8493											BUS	INVESTOR						BUS			1	081	081	08	2	5.0	4	1	4	0.3584229390681	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672302	20161110	201611	2016	2016.8493											IRNREL	IRANIAN	IRN								1	043	043	04	1	2.8	8	1	8	-2.47747747747747	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171110123000	http://www.naharnet.com/stories/en/238048
705672303	20161110	201611	2016	2016.8493											VNMBUS	VIETNAM	VNM					BUS			1	042	042	04	1	1.9	4	1	4	0.3584229390681	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672304	20161110	201611	2016	2016.8493	BUS	INVESTOR						BUS			VNMBUS	VIETNAM	VNM					BUS			1	042	042	04	1	1.9	2	1	2	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672305	20161110	201611	2016	2016.8493	BUS	INVESTOR						BUS			VNMBUS	VIETNAM	VNM					BUS			1	081	081	08	2	5.0	2	1	2	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672306	20161110	201611	2016	2016.8493	IRN	IRANIAN	IRN								IRNREL	IRAN	IRN								1	042	042	04	1	1.9	2	1	2	-2.47747747747747	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171110123000	http://www.naharnet.com/stories/en/238048
705672307	20161110	201611	2016	2016.8493	IRN	IRAN	IRN								REL	PILGRIM									0	043	043	04	1	2.8	2	1	2	-1.20481927710844	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171110123000	https://international.la-croix.com/news/shiite-muslim-pilgrims-flock-to-karbala-in-iraq-for-arbaeen/6315
705672308	20161110	201611	2016	2016.8493	IRNREL	IRANIAN	IRN																		1	042	042	04	1	1.9	8	1	8	-2.47747747747747	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20171110123000	http://www.naharnet.com/stories/en/238048
705672309	20161110	201611	2016	2016.8493	IRNREL	IRAN	IRN								IRN	IRANIAN	IRN								1	043	043	04	1	2.8	2	1	2	-2.47747747747747	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171110123000	http://www.naharnet.com/stories/en/238048
705672310	20161110	201611	2016	2016.8493	IRQ	KARBALA	IRQ								REL	PILGRIM									0	043	043	04	1	2.8	3	1	3	-1.20481927710844	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171110123000	https://international.la-croix.com/news/shiite-muslim-pilgrims-flock-to-karbala-in-iraq-for-arbaeen/6315
705672311	20161110	201611	2016	2016.8493	REL	PILGRIM									IRN	IRANIAN	IRN								0	190	190	19	4	-10.0	5	1	5	-1.20481927710844	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171110123000	https://international.la-croix.com/news/shiite-muslim-pilgrims-flock-to-karbala-in-iraq-for-arbaeen/6315
705672312	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								LEG	CHAMBER						LEG			1	190	190	19	4	-10.0	1	1	1	-5.67348514087225	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171110123000	https://deathpenaltynews.blogspot.com/2017/11/judge-postpones-scheduled-execution-of.html
705672313	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								LEG	CHAMBER						LEG			1	190	190	19	4	-10.0	1	1	1	-5.67348514087225	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171110123000	https://deathpenaltynews.blogspot.com/2017/11/judge-postpones-scheduled-execution-of.html
705672314	20161110	201611	2016	2016.8493	VNM	VIETNAM	VNM								BUS	INVESTOR						BUS			1	081	081	08	2	5.0	4	1	4	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672315	20161110	201611	2016	2016.8493	VNM	VIETNAM	VNM								VNMBUS	VIETNAM	VNM					BUS			1	042	042	04	1	1.9	4	1	4	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672316	20161110	201611	2016	2016.8493	VNMBUS	VIETNAM	VNM					BUS													1	043	043	04	1	2.8	4	1	4	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	0								4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672317	20161110	201611	2016	2016.8493	VNMBUS	VIETNAM	VNM					BUS			BUS	INVESTOR						BUS			1	043	043	04	1	2.8	2	1	2	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672318	20161110	201611	2016	2016.8493	VNMBUS	VIETNAM	VNM					BUS			VNM	VIETNAM	VNM								1	043	043	04	1	2.8	4	1	4	0.3584229390681	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171110123000	http://www.kitco.com/news/2017-11-10/UPDATE-1-Investor-pays-395-8-mln-for-3-33-pct-of-Vietnam-apos-s-Vinamilk-exchange.html
705672319	20171011	201710	2017	2017.7699	AFR	AFRICA	AFR								COPGOV	DEPUTY						COP	GOV		1	051	051	05	1	3.4	2	1	2	-2.6984126984127	1	Algeria	AG	AG		28	3	AG	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110123000	https://www.sowetanlive.co.za/opinion/columnists/2017-11-10-ignorance-creates-africans-who-dont-see-themselves-as-such/
705672320	20171011	201710	2017	2017.7699	CHR	CHRISTIAN				CHR					HUN	HUNGARY	HUN								1	042	042	04	1	1.9	10	1	10	-2.67538644470868	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20171110123000	https://www.msn.com/en-ie/news/world/how-putin%E2%80%99s-using-hungary-to-destroy-europe/ar-BBEL6Gh
705672321	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV													0	010	010	01	1	0.0	1	1	1	0.51546391752577	4	South River, Ontario, Canada	CA	CA08	12673	45.85	-79.3667	-573950	0								1	United States	US	US		39.828175	-98.5795	US	20171110123000	https://www.northbaynipissing.com/news-story/7913692-special-forces-face-unique-mental-challenges/
705672322	20171011	201710	2017	2017.7699	GOV	MINIST						GOV													0	060	060	06	2	6.0	5	1	5	-10.3626943005182	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20171110123000	http://www.njherald.com/article/20171110/AP/311109915
705672323	20171011	201710	2017	2017.7699	GOV	MINIST						GOV													0	173	173	17	4	-5.0	5	1	5	-6.2953995157385	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171110123000	http://www.tampabay.com/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail-ap_world1f0bd457114346afa5046d4e2af5d4fd
705672324	20171011	201710	2017	2017.7699	GOV	MINIST						GOV													0	173	173	17	4	-5.0	5	1	5	-10.3626943005182	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20171110123000	http://www.njherald.com/article/20171110/AP/311109915
705672325	20171011	201710	2017	2017.7699	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	5	1	5	-6.2953995157385	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171110123000	http://www.tampabay.com/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail-ap_world1f0bd457114346afa5046d4e2af5d4fd
705672326	20171011	201710	2017	2017.7699	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	5	1	5	-10.3626943005182	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	1	Jersey	JE	JE		49.216667	-2.116667	JE	20171110123000	http://www.njherald.com/article/20171110/AP/311109915
