702909586	20161101	201611	2016	2016.8247											AFG	AFGHANISTAN	AFG								0	100	100	10	3	-5.0	4	1	4	-1.83585313174946	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101100000	http://www.radiotimes.com/news/tv/2017-11-01/our-girl-creator-on-major-character-death/
702909587	20161101	201611	2016	2016.8247	AFR	AFRICA	AFR																		1	040	040	04	1	1.0	1	1	1	2.48618784530386	1	Russia	RS	RS		60	100	RS	0								1	South Africa	SF	SF		-30	26	SF	20171101100000	http://www.chinadaily.com.cn/business/2017-11/01/content_33980260.htm
702909588	20161101	201611	2016	2016.8247	AFR	AFRICA	AFR																		1	040	040	04	1	1.0	4	1	4	2.48618784530386	1	South Africa	SF	SF		-30	26	SF	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171101100000	http://www.chinadaily.com.cn/business/2017-11/01/content_33980260.htm
702909589	20161101	201611	2016	2016.8247	AFR	AFRICA	AFR								GOV	MAYOR						GOV			1	173	173	17	4	-5.0	4	1	4	-4.24528301886792	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20171101100000	http://allafrica.com/stories/201711010342.html
702909590	20161101	201611	2016	2016.8247	CHN	CHINA	CHN								USA	THE US	USA								0	071	071	07	2	7.4	6	1	6	0	1	China	CH	CH		35	105	CH	1	Zambia	ZA	ZA		-15	30	ZA	1	China	CH	CH		35	105	CH	20171101100000	https://www.zambiawatchdog.com/pressure-mounting-over-zambias-intention-to-pay-libyan-war-lords/comment-page-1/
702909591	20161101	201611	2016	2016.8247	CHN	CHINA	CHN								USA	THE US	USA								0	071	071	07	2	7.4	2	1	2	0	1	China	CH	CH		35	105	CH	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20171101100000	https://www.zambiawatchdog.com/pressure-mounting-over-zambias-intention-to-pay-libyan-war-lords/comment-page-1/
702909592	20161101	201611	2016	2016.8247	CHN	CHINA	CHN								USA	THE US	USA								0	071	071	07	2	7.4	2	1	2	0	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20171101100000	https://www.zambiawatchdog.com/pressure-mounting-over-zambias-intention-to-pay-libyan-war-lords/comment-page-1/
702909593	20161101	201611	2016	2016.8247	GOV	MAYOR						GOV			AFR	AFRICA	AFR								1	010	010	01	1	0.0	4	1	4	-4.24528301886792	4	Germiston, Gauteng, South Africa	SF	SF06	77364	-26.2348	28.1767	-1230695	4	Germiston, Gauteng, South Africa	SF	SF06	77364	-26.2348	28.1767	-1230695	4	Germiston, Gauteng, South Africa	SF	SF06	77364	-26.2348	28.1767	-1230695	20171101100000	http://allafrica.com/stories/201711010342.html
702909594	20161101	201611	2016	2016.8247	IDN	INDONESIAN	IDN								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	1	1	1	-7.71276595744681	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	4	Piagapo, Lanao del Sur, Philippines	RP	RP35	24272	8	124.2	-2445623	4	Piagapo, Lanao del Sur, Philippines	RP	RP35	24272	8	124.2	-2445623	20171101100000	http://www.thesundaily.my/news/2017/11/01/indonesian-militant-arrested-marawi-philippine-police
702909595	20161101	201611	2016	2016.8247	IDN	INDONESIAN	IDN								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	1	1	1	-7.71276595744681	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	4	Piagapo, Lanao del Sur, Philippines	RP	RP35	24272	8	124.2	-2445623	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	20171101100000	http://www.thesundaily.my/news/2017/11/01/indonesian-militant-arrested-marawi-philippine-police
702909596	20161101	201611	2016	2016.8247	IDN	INDONESIAN	IDN								SEA	SOUTHEAST ASIA	SEA								0	042	042	04	1	1.9	2	1	2	-7.71276595744681	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	4	Piagapo, Lanao del Sur, Philippines	RP	RP35	24272	8	124.2	-2445623	4	Piagapo, Lanao del Sur, Philippines	RP	RP35	24272	8	124.2	-2445623	20171101100000	http://www.thesundaily.my/news/2017/11/01/indonesian-militant-arrested-marawi-philippine-police
702909597	20161101	201611	2016	2016.8247	IDNUAF	INDONESIAN	IDN					UAF			PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	3	1	3	-7.71276595744681	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Medan, Sumatera Utara, Indonesia	ID	ID26	18585	3.58333	98.6667	-2687472	20171101100000	http://www.thesundaily.my/news/2017/11/01/indonesian-militant-arrested-marawi-philippine-police
