704662862	20071110	200711	2007	2007.8493	CAN	CANADA	CAN								USA	THE US	USA								1	061	061	06	2	6.4	5	1	5	6.15384615384615	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Mexico	MX	MX		23	-102	MX	20171107141500	http://www.bnamericas.com/en/news/infrastructure/australia-fta-infrastructure-investment-to-boost-perus-economy
704662863	20071110	200711	2007	2007.8493	CHN	CHINA	CHN								USA	THE US	USA								1	061	061	06	2	6.4	5	1	5	6.15384615384615	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	Peru	PE	PE		-10	-76	PE	20171107141500	http://www.bnamericas.com/en/news/infrastructure/australia-fta-infrastructure-investment-to-boost-perus-economy
704662864	20071110	200711	2007	2007.8493	USA	THE US	USA								CAN	CANADA	CAN								1	061	061	06	2	6.4	5	1	5	6.15384615384615	1	China	CH	CH		35	105	CH	1	Canada	CA	CA		60	-96	CA	1	Peru	PE	PE		-10	-76	PE	20171107141500	http://www.bnamericas.com/en/news/infrastructure/australia-fta-infrastructure-investment-to-boost-perus-economy
704662865	20071110	200711	2007	2007.8493	USA	THE US	USA								CHN	CHINA	CHN								1	061	061	06	2	6.4	1	1	1	6.15384615384615	1	United States	US	US		39.828175	-98.5795	US	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171107141500	http://www.bnamericas.com/en/news/infrastructure/australia-fta-infrastructure-investment-to-boost-perus-economy
704662866	20071110	200711	2007	2007.8493	USA	THE US	USA								CHN	CHINA	CHN								1	061	061	06	2	6.4	4	1	4	6.15384615384615	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	Mexico	MX	MX		23	-102	MX	20171107141500	http://www.bnamericas.com/en/news/infrastructure/australia-fta-infrastructure-investment-to-boost-perus-economy
704662867	20161107	201611	2016	2016.8411											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	2	1	2	-3.8860103626943	0								4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	4	Skjerjehamn, Sogn og Fjordane, Norway	NO	NO15	23476	60.9333	4.96667	-278873	20171107141500	https://www.seattletimes.com/nation-world/as-wild-salmon-decline-norway-pressures-its-fish-farms/
704662868	20161107	201611	2016	2016.8411											BUS	PRODUCER						BUS			1	057	057	05	1	8.0	1	1	1	-3.8860103626943	0								1	India	IN	IN		20	77	IN	1	Chile	CI	CI		-30	-71	CI	20171107141500	https://www.seattletimes.com/nation-world/as-wild-salmon-decline-norway-pressures-its-fish-farms/
704662869	20161107	201611	2016	2016.8411											TTO	TRINIDAD	TTO								1	042	042	04	1	1.9	6	1	6	2.06896551724138	0								4	Kingstown, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2167	-1204477	4	Kingstown, Saint George, Saint Vincent And The Grenadines	VC	VC04	61295	13.1333	-61.2167	-1204477	20171107141500	http://www.trinidadexpress.com/20171107/features/mr-ali-and-the-st-vincent-doubles-man
704662870	20161107	201611	2016	2016.8411											USA	UNITED STATES	USA								1	100	100	10	3	-5.0	1	1	1	-1.54577883472057	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Virginia Key, Florida, United States	US	USFL		25.7437	-80.1487	292783	20171107141500	http://www.floridatrend.com/article/23302/learning-to-live-with-water
704662871	20161107	201611	2016	2016.8411	AFGINSTAL	TALIBAN	AFG	TAL				INS			LAB	EMPLOYEE						LAB			1	190	190	19	4	-10.0	5	1	5	-8.83720930232563	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171107141500	http://www.newindianexpress.com/world/2017/nov/07/islamic-state-gunmen-storm-kabul-tv-station-in-deadly-attack-two-killed-1694267.html
