703795950	20161104	201611	2016	2016.8329	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-3.69003690036901	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171104023000	http://www.nbc-2.com/story/36760494/how-the-gop-tax-plan-would-affect-you
703795951	20161104	201611	2016	2016.8329	CHRCTH	CATHOLIC				CHR	CTH				ARG	ARGENTINA	ARG								0	173	173	17	4	-5.0	4	1	4	-10.4477611940298	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171104023000	https://www.ghanaweb.com/GhanaHomePage/world/Argentina-former-Vice-President-Amado-Boudou-arrested-597106
703795952	20161104	201611	2016	2016.8329	COP	POLICE						COP													1	080	080	08	2	5.0	8	1	8	-4.36241610738255	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171104023000	http://m.philstar.com/nation/show/0583e81d2d2bd40e9d44635a96312c17?t=7mbkos5q3qfdvanaldss1ng861
703795953	20161104	201611	2016	2016.8329	COP	POLICE						COP													1	080	080	08	2	5.0	12	1	12	-4.36241610738255	4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	0								4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	20171104023000	http://m.philstar.com/nation/show/0583e81d2d2bd40e9d44635a96312c17?t=7mbkos5q3qfdvanaldss1ng861
703795954	20161104	201611	2016	2016.8329	FJI	FIJIAN	FJI																		1	020	020	02	1	3.0	6	1	6	1.36986301369863	1	New Zealand	NZ	NZ		-42	174	NZ	0								1	New Zealand	NZ	NZ		-42	174	NZ	20171104023000	http://www.fijitimes.com/story.aspx?id=422543
703795955	20161104	201611	2016	2016.8329	MED	SPOKESMAN						MED			GRC	GREECE	GRC								1	192	192	19	4	-9.5	3	1	3	-6.98924731182796	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
703795956	20161104	201611	2016	2016.8329	REF	ASYLUM SEEKER						REF			GRC	GREECE	GRC								1	192	192	19	4	-9.5	3	1	3	-6.98924731182796	1	Germany	GM	GM		51.5	10.5	GM	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
703795957	20161104	201611	2016	2016.8329	TUR	TURKEY	TUR								GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	18	1	18	1.48148148148148	4	Zorlu, Sanliurfa, Turkey	TU	TU63	26373	36.7325	38.9525	6262319	4	Zorlu, Sanliurfa, Turkey	TU	TU63	26373	36.7325	38.9525	6262319	4	Zorlu, Sanliurfa, Turkey	TU	TU63	26373	36.7325	38.9525	6262319	20171104023000	http://www.worldbulletin.net/news/195569/turkey-launches-joint-venture-for-first-indigenous-car
703795958	20161104	201611	2016	2016.8329	TUR	TURKEY	TUR								GRC	GREECE	GRC								1	192	192	19	4	-9.5	4	1	4	-6.98924731182796	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
703795959	20161104	201611	2016	2016.8329	TUR	TURKEY	TUR								REF	ASYLUM SEEKER						REF			1	192	192	19	4	-9.5	3	1	3	-6.98924731182796	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
703795960	20161104	201611	2016	2016.8329	TUR	TURKEY	TUR								REF	ASYLUM SEEKER						REF			1	192	192	19	4	-9.5	1	1	1	-6.98924731182796	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Syria	SY	SY		35	38	SY	1	Germany	GM	GM		51.5	10.5	GM	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
703795961	20161104	201611	2016	2016.8329	TUR	TURKEY	TUR								REF	ASYLUM SEEKER						REF			1	192	192	19	4	-9.5	1	1	1	-6.98924731182796	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
703795962	20161104	201611	2016	2016.8329	TUR	TURKEY	TUR								REF	ASYLUM SEEKER						REF			1	192	192	19	4	-9.5	1	1	1	-6.98924731182796	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171104023000	http://gearsofbiz.com/eu-turkey-refugee-deal-very-important-says-greece/171338
