703042499	20171101	201711	2017	2017.8247											LBY	LIBYA	LBY								0	101	101	10	3	-5.0	4	1	4	-4.48979591836735	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171101184500	Al-Sharq al-Awsat website, London/BBC Monitoring/(c) BBC
703042500	20171101	201711	2017	2017.8247											LBY	LIBYA	LBY								0	120	120	12	3	-4.0	2	1	2	-4.48979591836735	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171101184500	Al-Sharq al-Awsat website, London/BBC Monitoring/(c) BBC
703042501	20171101	201711	2017	2017.8247											LBY	LIBYA	LBY								0	190	190	19	4	-10.0	8	1	8	-4.48979591836735	0								4	Zawia, Sha`biyat az Zawiyah, Libya	LY	LY68	19089	32.7571	12.7276	-3163056	4	Zawia, Sha`biyat az Zawiyah, Libya	LY	LY68	19089	32.7571	12.7276	-3163056	20171101184500	Al-Sharq al-Awsat website, London/BBC Monitoring/(c) BBC
703042502	20171101	201711	2017	2017.8247											MDA	MOLDOVAN	MDA								1	040	040	04	1	1.0	2	1	2	-1.9134396355353	0								4	Tiraspol, Stîa Nistrului, Moldova	MD	MD58	41184	46.8403	29.6433	-2277470	4	Tiraspol, Stîa Nistrului, Moldova	MD	MD58	41184	46.8403	29.6433	-2277470	20171101184500	Dniester region media highlights in Russian/BBC Monitoring/(c) BBC
703042503	20171101	201711	2017	2017.8247											MDAGOV	MOLDOVAN	MDA					GOV			1	040	040	04	1	1.0	6	1	6	-1.9134396355353	0								4	Tiraspol, Stîa Nistrului, Moldova	MD	MD58	41184	46.8403	29.6433	-2277470	4	Tiraspol, Stîa Nistrului, Moldova	MD	MD58	41184	46.8403	29.6433	-2277470	20171101184500	Dniester region media highlights in Russian/BBC Monitoring/(c) BBC
703042504	20171101	201711	2017	2017.8247											MIL	MILITARY						MIL			1	020	020	02	1	3.0	3	1	3	-4.48979591836735	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171101184500	Al-Sharq al-Awsat website, London/BBC Monitoring/(c) BBC
703042505	20171101	201711	2017	2017.8247											UAF	MILITANT						UAF			0	110	110	11	3	-2.0	5	1	5	-4.48979591836735	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171101184500	Al-Sharq al-Awsat website, London/BBC Monitoring/(c) BBC
703042506	20171101	201711	2017	2017.8247											UAF	MILITANT						UAF			0	111	111	11	3	-2.0	5	1	5	-4.48979591836735	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171101184500	Al-Sharq al-Awsat website, London/BBC Monitoring/(c) BBC
703042507	20171101	201711	2017	2017.8247	AFGCOP	AFGHANISTAN	AFG					COP			AFG	AFGHANISTAN	AFG								1	010	010	01	1	0.0	8	1	8	-6.25	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101184500	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
703042508	20171101	201711	2017	2017.8247	AUT	AUSTRIA	AUT								IGOEURSCE	OSCE	EUR	SCE				IGO			1	046	046	04	1	7.0	5	1	5	-1.9134396355353	4	Lomonosov, Sankt-Peterburg, Russia	RS	RS66	25095	59.9061	29.7725	-2947561	4	Lomonosov, Sankt-Peterburg, Russia	RS	RS66	25095	59.9061	29.7725	-2947561	4	Lomonosov, Sankt-Peterburg, Russia	RS	RS66	25095	59.9061	29.7725	-2947561	20171101184500	Dniester region media highlights in Russian/BBC Monitoring/(c) BBC
