703712599	20071106	200711	2007	2007.8384											BUS	COMPANIES						BUS			1	043	043	04	1	2.8	5	1	5	1.13350125944584	0								0								0								20171103194500	https://www.forbes.com/sites/douggollan/2017/11/03/whats-new-with-private-jet-cards-to-start-amazon-bitcoin-superyacht-charters-and-wifi/
703712600	20071106	200711	2007	2007.8384	BUS	COMPANIES						BUS													1	042	042	04	1	1.9	5	1	5	1.13350125944584	0								0								0								20171103194500	https://www.forbes.com/sites/douggollan/2017/11/03/whats-new-with-private-jet-cards-to-start-amazon-bitcoin-superyacht-charters-and-wifi/
703712601	20071106	200711	2007	2007.8384	LEG	CONGRESS						LEG													0	040	040	04	1	1.0	10	1	10	-6.09756097560976	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20171103194500	http://time.com/5009544/barbara-lee-paul-ryan-niger-shadow-wars/
703712602	20161103	201611	2016	2016.8301	BUS	COMPANY						BUS													1	120	120	12	3	-4.0	4	1	4	-0.70175438596491	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171103194500	http://www.thehindubusinessline.com/companies/hcc-net-dives/article9942701.ece
703712603	20161103	201611	2016	2016.8301	CRM	GANG						CRM													0	190	190	19	4	-10.0	10	1	10	-5.07936507936508	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171103194500	https://fivethirtyeight.com/features/gang-stats-arent-remotely-reliable-but-voters-keep-hearing-about-them-anyway/
703712604	20161103	201611	2016	2016.8301	EDU	SCHOOL						EDU													0	1721	172	17	4	-5.0	6	1	6	0.627943485086347	3	Lockport Township High School, Illinois, United States	US	USIL	IL197	41.5845	-88.0539	1736688	0								3	Lockport Township High School, Illinois, United States	US	USIL		41.5845	-88.0539	1736688	20171103194500	http://www.chicagotribune.com/suburbs/daily-southtown/news/ct-sta-high-school-scores-st-1103-20171031-story.html
703712605	20161103	201611	2016	2016.8301	EDU	SCHOOL						EDU													0	1721	172	17	4	-5.0	4	1	4	0.627943485086347	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171103194500	http://www.chicagotribune.com/suburbs/daily-southtown/news/ct-sta-high-school-scores-st-1103-20171031-story.html
703712606	20161103	201611	2016	2016.8301	FRA	PARIS	FRA																		0	036	036	03	1	4.0	5	1	5	0.9861932938856	1	Romania	RO	RO		46	25	RO	0								1	Romania	RO	RO		46	25	RO	20171103194500	http://www.aurorasentinel.com/news/sweet-lego-dreams-toy-maker-offers-sleepover-in-new-house/
703712607	20161103	201611	2016	2016.8301	GOV	PRESIDENT						GOV			MILMIL	MILITARY						MIL	MIL		1	186	186	18	4	-10.0	10	1	10	-7.91366906474825	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171103194500	https://www.msn.com/en-us/news/us/us-armys-bergdahl-spared-prison-for-deserting-in-afghanistan/ar-AAuoyp6
703712608	20161103	201611	2016	2016.8301	IND	HINDUSTAN	IND								BUS	COMPANY						BUS			1	120	120	12	3	-4.0	4	1	4	-0.70175438596491	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20171103194500	http://www.thehindubusinessline.com/companies/hcc-net-dives/article9942701.ece
703712609	20161103	201611	2016	2016.8301	KOR	SEOUL	KOR								KORGOV	SOUTH KOREAN	KOR					GOV			0	141	141	14	3	-6.5	3	1	3	-5.95238095238095	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171103194500	http://time.com/5008829/antifa-november-4-rumors/
703712610	20161103	201611	2016	2016.8301	KOR	SEOUL	KOR								KORGOV	SOUTH KOREA	KOR					GOV			0	141	141	14	3	-6.5	2	1	2	-5.95238095238095	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103194500	http://time.com/5008829/antifa-november-4-rumors/
703712611	20161103	201611	2016	2016.8301	USA	ATLANTA	USA								BUS	BUSINESS						BUS			1	051	051	05	1	3.4	10	1	10	2.99295774647888	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171103194500	http://www.creativeloafing.com/food-drink/article/20981618/quick-bites-anhs-kitchen-opens-in-midtown-miracle-on-monroe-comes-back-times-two-jj-bourbon-bar-and-grill-shutters-and-more
703712612	20161103	201611	2016	2016.8301	USAMED	ASSOCIATED PRESS	USA					MED			COP	PRISON						COP			1	173	173	17	4	-5.0	6	1	6	-12.9251700680272	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171103194500	http://www.washingtontimes.com/news/2017/nov/3/omaha-man-convicted-of-1st-degree-murder-in-shooti/
703712613	20161103	201611	2016	2016.8301	USAMED	ASSOCIATED PRESS	USA					MED			COP	PRISON						COP			1	190	190	19	4	-10.0	6	1	6	-12.9251700680272	3	Douglas County, Washington, United States	US	USWA	WA017	47.7165	-119.734	1531818	3	Douglas County, Washington, United States	US	USWA		47.7165	-119.734	1531818	3	Douglas County, Washington, United States	US	USWA		47.7165	-119.734	1531818	20171103194500	http://www.washingtontimes.com/news/2017/nov/3/omaha-man-convicted-of-1st-degree-murder-in-shooti/
703712614	20161103	201611	2016	2016.8301	USAMED	ASSOCIATED PRESS	USA					MED			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-12.9251700680272	3	Douglas County, Washington, United States	US	USWA	WA017	47.7165	-119.734	1531818	2	Washington, United States	US	USWA		47.3917	-121.571	WA	3	Douglas County, Washington, United States	US	USWA		47.7165	-119.734	1531818	20171103194500	http://www.washingtontimes.com/news/2017/nov/3/omaha-man-convicted-of-1st-degree-murder-in-shooti/
703712615	20161103	201611	2016	2016.8301	USAMED	ASSOCIATED PRESS	USA					MED			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-12.9251700680272	3	Douglas County, Washington, United States	US	USWA	WA017	47.7165	-119.734	1531818	3	Douglas County, Washington, United States	US	USWA		47.7165	-119.734	1531818	3	Douglas County, Washington, United States	US	USWA		47.7165	-119.734	1531818	20171103194500	http://www.washingtontimes.com/news/2017/nov/3/omaha-man-convicted-of-1st-degree-murder-in-shooti/
703712616	20171004	201710	2017	2017.7507											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	2	1	2	-9.63855421686749	0								4	Ashtead, Surrey, United Kingdom	UK	UKN7	40133	51.3	-0.3	-2588667	4	Ashtead, Surrey, United Kingdom	UK	UKN7	40133	51.3	-0.3	-2588667	20171103194500	http://www.bbc.co.uk/news/uk-england-sussex-41865189
703712617	20171004	201710	2017	2017.7507											GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	2	1	2	-9.63855421686749	0								5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20171103194500	http://www.bbc.co.uk/news/uk-england-sussex-41865189
703712618	20171004	201710	2017	2017.7507											USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	1	0								3	Joshua Tree, California, United States	US	USCA		34.1347	-116.313	1652731	3	Joshua Tree, California, United States	US	USCA		34.1347	-116.313	1652731	20171103194500	http://www.theinertia.com/surf/radgear-the-perfect-layer-for-fall-dawn-patrol-in-socal-is-now-free-trade/
703712619	20171004	201710	2017	2017.7507	AFG	AFGHANISTAN	AFG																		0	114	114	11	3	-2.0	4	1	4	-0.52447552447553	1	Afghanistan	AF	AF		33	66	AF	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103194500	http://www.govexec.com/management/2017/11/trump-nominates-justice-dept-attorney-be-intel-community-watchdog/142281/
703712620	20171004	201710	2017	2017.7507	EDU	COLLEGE						EDU			UZB	UZBEKISTAN	UZB								0	043	043	04	1	2.8	2	1	2	-4.86284289276808	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171103194500	http://www.chicagotribune.com/news/opinion/chapman/ct-perspec-chapman-donald-trump-dumb-20171103-story.html
703712621	20171004	201710	2017	2017.7507	GOV	DICTATOR						GOV			OPP	THE OPPOSITION						OPP			0	112	112	11	3	-2.0	12	2	12	-9.28246353193689	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	20171103194500	https://uk.reuters.com/article/uk-venezuela-politics/venezuela-opposition-coalition-split-ahead-of-new-vote-idUKKBN1D3298
703712622	20171004	201710	2017	2017.7507	GOV	DICTATOR						GOV			VEN	VENEZUELA	VEN								0	112	112	11	3	-2.0	4	2	4	-9.28246353193689	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	20171103194500	https://uk.reuters.com/article/uk-venezuela-politics/venezuela-opposition-coalition-split-ahead-of-new-vote-idUKKBN1D3298
703712623	20171004	201710	2017	2017.7507	GOV	DICTATOR						GOV			VEN	VENEZUELA	VEN								0	112	112	11	3	-2.0	4	2	4	-9.28246353193689	4	Zulia, Zulia, Venezuela	VE	VE23	32159	8.54934	-72.3914	232082	4	Zulia, Zulia, Venezuela	VE	VE23	32159	8.54934	-72.3914	232082	4	Zulia, Zulia, Venezuela	VE	VE23	32159	8.54934	-72.3914	232082	20171103194500	https://uk.reuters.com/article/uk-venezuela-politics/venezuela-opposition-coalition-split-ahead-of-new-vote-idUKKBN1D3298
703712624	20171004	201710	2017	2017.7507	JUD	HIGH COURT						JUD			GOV	MINIST						GOV			1	112	112	11	3	-2.0	10	1	10	-5.39374325782093	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171103194500	http://thefrontierpost.com/nab-loves-pmln-hates-people-sindh-says-sharjeel/
703712625	20171004	201710	2017	2017.7507	JUD	HIGH COURT						JUD			GOV	MINIST						GOV			1	120	120	12	3	-4.0	10	1	10	-5.39374325782093	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171103194500	http://thefrontierpost.com/nab-loves-pmln-hates-people-sindh-says-sharjeel/
703712626	20171004	201710	2017	2017.7507	MED	SPOKESMAN						MED			GOV	MINISTRY						GOV			1	173	173	17	4	-5.0	5	1	5	-10.2040816326531	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171103194500	http://ewn.co.za/2017/11/03/us-citizen-arrested-in-zimbabwe-for-allegedly-insulting-mugabe
703712627	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	6	1	6	1	3	Joshua Tree, California, United States	US	USCA	CA071	34.1347	-116.313	1652731	0								3	Joshua Tree, California, United States	US	USCA		34.1347	-116.313	1652731	20171103194500	http://www.theinertia.com/surf/radgear-the-perfect-layer-for-fall-dawn-patrol-in-socal-is-now-free-trade/
703712628	20171004	201710	2017	2017.7507	UZB	UZBEKISTAN	UZB								EDU	COLLEGE						EDU			0	042	042	04	1	1.9	2	1	2	-4.86284289276808	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171103194500	http://www.chicagotribune.com/news/opinion/chapman/ct-perspec-chapman-donald-trump-dumb-20171103-story.html
703712629	20171004	201710	2017	2017.7507	VENOPP	VENEZUELA	VEN					OPP			VENGOV	VENEZUELA	VEN					GOV			1	143	143	14	3	-6.5	4	2	4	-9.28246353193689	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	4	Maracaibo, Zulia, Venezuela	VE	VE23	32167	10.6317	-71.6406	-952506	20171103194500	https://uk.reuters.com/article/uk-venezuela-politics/venezuela-opposition-coalition-split-ahead-of-new-vote-idUKKBN1D3298
703712630	20171027	201710	2017	2017.8137	AFR	AFRICA	AFR								ZWE	HARARE	ZWE								1	043	043	04	1	2.8	2	1	2	-2.31884057971014	1	South Africa	SF	SF		-30	26	SF	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	1	South Africa	SF	SF		-30	26	SF	20171103194500	http://www.thezimbabwemail.com/main/tsvangirai-high-spirits/
