705794709	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	4	1	4	-8.9783281733746	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20171110201500	http://www.lbc.co.uk/news/world/fugitive-lee-tucker-faces-uk-extradition-on-c/
705794710	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	2	1	2	-8.9783281733746	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20171110201500	http://www.lbc.co.uk/news/world/fugitive-lee-tucker-faces-uk-extradition-on-c/
705794711	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								GOV	MINIST						GOV			1	042	042	04	1	1.9	6	1	6	-3.61842105263158	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110201500	http://www.dailymail.co.uk/wires/afp/article-5071225/Britains-Africa-minister-says-DR-Congo-vote-target-achievable.html
705794712	20161110	201611	2016	2016.8493	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	2	1	2	-8.9783281733746	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20171110201500	http://www.lbc.co.uk/news/world/fugitive-lee-tucker-faces-uk-extradition-on-c/
705794713	20161110	201611	2016	2016.8493	GBRGOV	UNITED KINGDOM	GBR					GOV			ZAF	CAPE TOWN	ZAF								1	173	173	17	4	-5.0	2	1	2	-8.9783281733746	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20171110201500	http://www.lbc.co.uk/news/world/fugitive-lee-tucker-faces-uk-extradition-on-c/
705794714	20161110	201611	2016	2016.8493	GBRGOV	UNITED KINGDOM	GBR					GOV			ZAF	CAPE TOWN	ZAF								1	173	173	17	4	-5.0	2	1	2	-8.9783281733746	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20171110201500	http://www.lbc.co.uk/news/world/fugitive-lee-tucker-faces-uk-extradition-on-c/
705794715	20161110	201611	2016	2016.8493	GOV	MINIST						GOV			AFR	AFRICA	AFR								1	043	043	04	1	2.8	6	1	6	-3.61842105263158	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171110201500	http://www.dailymail.co.uk/wires/afp/article-5071225/Britains-Africa-minister-says-DR-Congo-vote-target-achievable.html
705794716	20161110	201611	2016	2016.8493	IRL	IRELAND	IRL								EUR	EUROPE	EUR								1	071	071	07	2	7.4	2	1	2	2.97297297297297	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110201500	http://www.thehedgefundjournal.com/news/irish-funds-industry-net-sales-reach-record-levels
705794717	20161110	201611	2016	2016.8493	ISR	ISRAEL	ISR								SAU	SAUDI ARABIA	SAU								0	050	050	05	1	3.5	1	1	1	-7.28929384965831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171110201500	http://www.israelnationalnews.com/News/News.aspx/237930
705794718	20161110	201611	2016	2016.8493	ISR	ISRAEL	ISR								SAU	SAUDI ARABIA	SAU								0	050	050	05	1	3.5	6	1	6	-7.28929384965831	1	Israel	IS	IS		31.5	34.75	IS	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Israel	IS	IS		31.5	34.75	IS	20171110201500	http://www.israelnationalnews.com/News/News.aspx/237930
