704557229	20161107	201611	2016	2016.8411	IND	BHUBANESWAR	IND								GOV	MINIST						GOV			1	030	030	03	1	4.0	5	1	5	0	0								0								0								20171107071500	http://ptinews.com/news/9214021_Demonetisation-was-backed-by-country--Dharmendra-Pradhan.html
704557230	20161107	201611	2016	2016.8411	JUD	ANTI TERRORISM COURT						JUD			IGOCOPITP	INTERPOL		ITP				IGO	COP		1	173	173	17	4	-5.0	8	1	8	-5.15021459227467	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	20171107071500	https://dailytimes.com.pk/135593/baldia-factory-fire-accused-hammad-siddiqui-likely-extradited-next-week-sources/
704557231	20161107	201611	2016	2016.8411	JUD	ANTI TERRORISM COURT						JUD			PAK	PAKISTANI	PAK								1	173	173	17	4	-5.0	4	1	4	-5.15021459227467	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	20171107071500	https://dailytimes.com.pk/135593/baldia-factory-fire-accused-hammad-siddiqui-likely-extradited-next-week-sources/
704557232	20161107	201611	2016	2016.8411	JUD	ANTI TERRORISM COURT						JUD			PAKGOV	PAKISTANI	PAK					GOV			1	173	173	17	4	-5.0	6	1	6	-5.15021459227467	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	4	Baldia, Sindh, Pakistan	PK	PK05	40395	24.9278	66.9645	10525565	20171107071500	https://dailytimes.com.pk/135593/baldia-factory-fire-accused-hammad-siddiqui-likely-extradited-next-week-sources/
704557233	20161107	201611	2016	2016.8411	RUSGOV	VLADIMIR PUTIN	RUS					GOV			MIL	NATIONAL GUARD						MIL			1	020	020	02	1	3.0	10	1	10	-1.72413793103449	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107071500	https://robertamsterdam.com/n071117/
704557234	20171008	201710	2017	2017.7616											MED	JOURNALIST						MED			0	042	042	04	1	1.9	6	1	6	-1.72413793103449	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171107071500	https://robertamsterdam.com/n071117/
704557235	20171008	201710	2017	2017.7616	AFRGOVPTY	AFRICA	AFR					GOV			LEG	DELEGATE						LEG			1	036	036	03	1	4.0	1	1	1	1.72413793103448	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	20171107071500	http://www.worldbulletin.net/news/195687/press-agenda-on-november-07
704557236	20171008	201710	2017	2017.7616	AFRGOVPTY	AFRICA	AFR					GOV			LEG	DELEGATE						LEG			1	036	036	03	1	4.0	2	1	2	1.72413793103448	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	20171107071500	http://www.worldbulletin.net/news/195687/press-agenda-on-november-07
704557237	20171008	201710	2017	2017.7616	CHR	CHRISTIAN				CHR					USA	ALABAMA	USA								1	173	173	17	4	-5.0	2	1	2	-2.83185840707964	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171107071500	https://townhall.com/columnists/bernardgoldberg/2017/11/07/social-conservatives-finally-find-an-activist-judge-they-can-embrace-n2405624
704557238	20171008	201710	2017	2017.7616	KOR	SEOUL	KOR								JUD	PROSECUTOR						JUD			1	173	173	17	4	-5.0	4	1	4	-12.4223602484472	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171107071500	HTTP://english.yonhapnews.co.kr/national/2017/11/07/0302000000AEN20171107008500315.html
