704044806	20171105	201711	2017	2017.8356											BRNGOV	BRUNEI	BRN					GOV			0	036	036	03	1	4.0	2	1	2	-3.21691176470588	0								4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044807	20171105	201711	2017	2017.8356											GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	6	1	6	-3.21691176470588	0								4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	4	Marawi City, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044808	20171105	201711	2017	2017.8356											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	1	1	1	-3.21691176470588	0								4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044809	20171105	201711	2017	2017.8356											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	1	1	1	-3.21691176470588	0								4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044810	20171105	201711	2017	2017.8356											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	10	1	10	-3.21691176470588	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044811	20171105	201711	2017	2017.8356											IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	3	1	3	-3.21691176470588	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044812	20171105	201711	2017	2017.8356											PHL	PHILIPPINE	PHL								0	036	036	03	1	4.0	4	1	4	-3.21691176470588	0								4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044813	20171105	201711	2017	2017.8356											PHL	PHILIPPINE	PHL								0	036	036	03	1	4.0	6	1	6	-3.21691176470588	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044814	20171105	201711	2017	2017.8356											PRTELI	ANTONIO GUTERRES	PRT					ELI			1	043	043	04	1	2.8	5	1	5	-3.21691176470588	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044815	20171105	201711	2017	2017.8356											RUS	RUSSIA	RUS								1	010	010	01	1	0.0	8	1	8	-3.02013422818793	0								4	Adyr, Oshskaya Oblast', Kyrgyzstan	KG	KG08	18622	40.7164	73.4222	11373700	4	Adyr, Oshskaya Oblast', Kyrgyzstan	KG	KG08	18622	40.7164	73.4222	11373700	20171105091500	Kaktus website, Bishkek/BBC Monitoring/(c) BBC
704044816	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	1	1	1	-3.21691176470588	1	Australia	AS	AS		-25	135	AS	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044817	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	1	1	1	-3.21691176470588	1	Australia	AS	AS		-25	135	AS	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044818	20171105	201711	2017	2017.8356	AUS	AUSTRALIA	AUS								IGOSEAASN	ASEAN	SEA	ASN				IGO			0	040	040	04	1	1.0	3	1	3	-3.21691176470588	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044819	20171105	201711	2017	2017.8356	BRN	BRUNEI	BRN								GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044820	20171105	201711	2017	2017.8356	BRNGOV	BRUNEI	BRN					GOV													0	036	036	03	1	4.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	0								4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044821	20171105	201711	2017	2017.8356	BRNGOV	BRUNEI	BRN					GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			0	017	017	01	1	0.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044822	20171105	201711	2017	2017.8356	BRNGOV	BRUNEI	BRN					GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			0	036	036	03	1	4.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044823	20171105	201711	2017	2017.8356	GOV	PRESIDENT						GOV													0	036	036	03	1	4.0	6	1	6	-3.21691176470588	4	Guangdong, Jilin, China	CH	CH05	13176	42.7683	129.336	10884162	0								4	Marawi City, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044824	20171105	201711	2017	2017.8356	GOV	PRESIDENT						GOV			BRN	BRUNEI	BRN								0	036	036	03	1	4.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044825	20171105	201711	2017	2017.8356	GOV	PRESIDENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			0	017	017	01	1	0.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044826	20171105	201711	2017	2017.8356	GOV	PRESIDENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			0	017	017	01	1	0.0	6	1	6	-3.21691176470588	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044827	20171105	201711	2017	2017.8356	GOV	PRESIDENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			0	036	036	03	1	4.0	2	1	2	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044828	20171105	201711	2017	2017.8356	GOV	PRESIDENT						GOV			IGOSEAASN	ASEAN	SEA	ASN				IGO			0	036	036	03	1	4.0	6	1	6	-3.21691176470588	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044829	20171105	201711	2017	2017.8356	GOV	AMBASSADOR						GOV			PRTELI	ANTONIO GUTERRES	PRT					ELI			1	043	043	04	1	2.8	4	1	4	-3.21691176470588	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044830	20171105	201711	2017	2017.8356	IGOSEAASN	ASEAN	SEA	ASN				IGO													0	040	040	04	1	1.0	1	1	1	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	0								4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044831	20171105	201711	2017	2017.8356	IGOSEAASN	ASEAN	SEA	ASN				IGO													0	040	040	04	1	1.0	1	1	1	-3.21691176470588	4	South China Sea, Brunei (general), Brunei	BX	BX00		15	115	-1337919	0								1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044832	20171105	201711	2017	2017.8356	IGOSEAASN	ASEAN	SEA	ASN				IGO													0	040	040	04	1	1.0	10	1	10	-3.21691176470588	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
704044833	20171105	201711	2017	2017.8356	IGOSEAASN	ASEAN	SEA	ASN				IGO													0	040	040	04	1	1.0	3	1	3	-3.21691176470588	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171105091500	Philippine Daily Inquirer website in English/BBC Monitoring/(c) BBC
