705285734	20171010	201710	2017	2017.7671	CHN	CHINA	CHN								KOR	SOUTH KOREA	KOR								1	141	141	14	3	-6.5	2	1	2	4.97866287339971	4	Yinglan, Heilongjiang, China	CH	CH08	13086	46.3333	129.533	-1936482	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000980
705285735	20171010	201710	2017	2017.7671	CVL	VOTER						CVL													0	0831	083	08	2	5.0	6	1	6	-0.48840048840049	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109100000	https://mrtopstep.com/bush-bloomberg-highlight-global-financial-leadership-conference/
705285736	20171010	201710	2017	2017.7671	GBRVGB	BRITISH VIRGIN ISLANDS	GBR								USA	UNITED STATES	USA								0	010	010	01	1	0.0	4	1	4	-0.48840048840049	1	British Virgin Islands	VI	VI		18.3482891	-64.9834807	VI	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109100000	https://mrtopstep.com/bush-bloomberg-highlight-global-financial-leadership-conference/
705285737	20171010	201710	2017	2017.7671	GBRVGB	BRITISH VIRGIN ISLANDS	GBR								USA	UNITED STATES	USA								0	0831	083	08	2	5.0	4	1	4	-0.48840048840049	1	British Virgin Islands	VI	VI		18.3482891	-64.9834807	VI	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109100000	https://mrtopstep.com/bush-bloomberg-highlight-global-financial-leadership-conference/
705285738	20171010	201710	2017	2017.7671	GOV	KING						GOV			SAUGOV	SAUDI	SAU					GOV			1	081	081	08	2	5.0	6	1	6	-6.12244897959183	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109100000	https://blueprint.ng/saudi-boy-of-eight-filmed-driving-car-on-motorway/
705285739	20171010	201710	2017	2017.7671	KOR	SEOUL	KOR								CHN	CHINA	CHN								1	043	043	04	1	2.8	4	1	4	4.97866287339971	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Yinglan, Heilongjiang, China	CH	CH08	13086	46.3333	129.533	-1936482	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000980
705285740	20171010	201710	2017	2017.7671	KOR	SOUTH KOREA	KOR								CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	4.97866287339971	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Yinglan, Heilongjiang, China	CH	CH08	13086	46.3333	129.533	-1936482	1	Singapore	SN	SN		1.366667	103.8	SN	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000980
705285741	20171010	201710	2017	2017.7671	KOR	SEOUL	KOR								SGP	SINGAPOREAN	SGP								1	043	043	04	1	2.8	2	1	2	4.97866287339971	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	Singapore	SN	SN		1.366667	103.8	SN	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000980
705285742	20171010	201710	2017	2017.7671	LEG	PARLIAMENT						LEG			GOV	PRESIDENT						GOV			0	014	014	01	1	0.0	3	1	3	-7.8740157480315	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171109100000	https://www.pressandjournal.co.uk/news/world/1355778/catalan-legislators-giving-evidence-in-separatist-rebellion-probe/
705285743	20171010	201710	2017	2017.7671	SAU	SAUDI ARABIA	SAU								GOV	KING						GOV			1	081	081	08	2	5.0	2	1	2	-6.12244897959183	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109100000	https://blueprint.ng/saudi-boy-of-eight-filmed-driving-car-on-motorway/
705285744	20171010	201710	2017	2017.7671	SAU	SAUDI ARABIA	SAU								SAUGOV	SAUDI ARABIA	SAU					GOV			1	081	081	08	2	5.0	2	1	2	-6.12244897959183	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109100000	https://blueprint.ng/saudi-boy-of-eight-filmed-driving-car-on-motorway/
705285745	20171010	201710	2017	2017.7671	SGP	SINGAPOREAN	SGP								KOR	SEOUL	KOR								1	042	042	04	1	1.9	2	1	2	4.97866287339971	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000980
705285746	20171010	201710	2017	2017.7671	SGP	SINGAPOREAN	SGP								KOR	SEOUL	KOR								1	141	141	14	3	-6.5	1	1	1	4.97866287339971	1	Singapore	SN	SN		1.366667	103.8	SN	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000980
705285747	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			USA	DALLAS	USA								1	180	180	18	4	-9.0	10	1	10	-3.48258706467662	1	Mexico	MX	MX		23	-102	MX	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171109100000	https://www.thedailybeast.com/tripadvisor-adds-badge-to-mark-hotels-where-sexual-assault-has-been-reported
705285748	20171102	201711	2017	2017.8274	EDU	STUDENT						EDU			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	5	1	5	-4.78170478170478	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jeju Island, Cheju-do, South Korea	KS	KS01	24972	33.4017	126.546	-706095	4	Jeju Island, Cheju-do, South Korea	KS	KS01	24972	33.4017	126.546	-706095	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000945
705285749	20171102	201711	2017	2017.8274	EDU	STUDENT						EDU			GOV	PRESIDENT						GOV			1	055	055	05	1	7.0	5	1	5	-4.78170478170478	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jeju Island, Cheju-do, South Korea	KS	KS01	24972	33.4017	126.546	-706095	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000945
705285750	20171102	201711	2017	2017.8274	EDU	STUDENT						EDU			GOV	PRESIDENT						GOV			1	141	141	14	3	-6.5	5	1	5	-4.78170478170478	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Jeju Island, Cheju-do, South Korea	KS	KS01	24972	33.4017	126.546	-706095	4	Jeju Island, Cheju-do, South Korea	KS	KS01	24972	33.4017	126.546	-706095	20171109100000	http://nwww.koreaherald.com/view.php?ud=20171109000945
705285751	20171102	201711	2017	2017.8274	ESPJUD	SPAIN	ESP					JUD			ESPLEG	SPAIN	ESP					LEG			0	040	040	04	1	1.0	2	1	2	-3.66485366485367	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171109100000	https://wn.com/Spain:_Catalan_Parliament_Speaker_Carme_Forcadell_arrives_at_Supreme_Court_for_questioning
705285752	20171102	201711	2017	2017.8274	ESPJUD	SPAIN	ESP					JUD			cat	CATALAN			cat						0	040	040	04	1	1.0	2	1	2	-3.66485366485367	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171109100000	https://wn.com/Spain:_Catalan_Parliament_Speaker_Carme_Forcadell_arrives_at_Supreme_Court_for_questioning
705285753	20171102	201711	2017	2017.8274	ESPJUD	SPAIN	ESP					JUD			catLEG	CATALAN			cat			LEG			0	040	040	04	1	1.0	6	1	6	-3.66485366485367	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171109100000	https://wn.com/Spain:_Catalan_Parliament_Speaker_Carme_Forcadell_arrives_at_Supreme_Court_for_questioning
705285754	20171102	201711	2017	2017.8274	GOV	PRIME MINISTER						GOV			HUN	HUNGARY	HUN								1	046	046	04	1	7.0	4	1	4	-2.71428571428572	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	20171109100000	http://hungarytoday.hu/news/ep-president-tajani-try-talk-hungary-orban-out-of-anti-soros-campaign-74318
705285755	20171102	201711	2017	2017.8274	GOV	MINIST						GOV			scoGOV	SCOTTISH			sco			GOV			1	161	161	16	4	-4.0	10	1	10	-1.58311345646438	0								0								0								20171109100000	https://www.pressandjournal.co.uk/fp/news/politics/holyrood/1355548/mark-mcdonalds-resignation-described-as-most-depressing-in-holyrood-history/
705285756	20171102	201711	2017	2017.8274	HUN	HUNGARY	HUN								GOV	PRIME MINISTER						GOV			1	046	046	04	1	7.0	4	1	4	-2.71428571428572	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	20171109100000	http://hungarytoday.hu/news/ep-president-tajani-try-talk-hungary-orban-out-of-anti-soros-campaign-74318
705285757	20171102	201711	2017	2017.8274	HUN	HUNGARY	HUN								SWE	GOTHENBURG	SWE								1	040	040	04	1	1.0	4	1	4	-2.71428571428572	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	20171109100000	http://hungarytoday.hu/news/ep-president-tajani-try-talk-hungary-orban-out-of-anti-soros-campaign-74318
705285758	20171102	201711	2017	2017.8274	KEN	KENYA	KEN								TZA	TANZANIA	TZA								0	043	043	04	1	2.8	10	1	10	-3.53260869565218	4	Kajiado, Rift Valley, Kenya	KE	KE08	18585	-1.85238	36.7768	-2247472	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171109100000	http://www.kbc.co.ke/business/fresh-kenya-tanzania-row-threatens-trade-relations/
705285759	20171102	201711	2017	2017.8274	SWE	GOTHENBURG	SWE								HUN	HUNGARY	HUN								1	040	040	04	1	1.0	4	1	4	-2.71428571428572	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	4	Csaba, Somogy, Hungary	HU	HU17	17517	46.65	18.0833	-850850	20171109100000	http://hungarytoday.hu/news/ep-president-tajani-try-talk-hungary-orban-out-of-anti-soros-campaign-74318
705285760	20171102	201711	2017	2017.8274	TZA	TANZANIA	TZA								KEN	KENYA	KEN								0	042	042	04	1	1.9	10	1	10	-3.53260869565218	1	Tanzania	TZ	TZ		-6	35	TZ	4	Kajiado, Rift Valley, Kenya	KE	KE08	18585	-1.85238	36.7768	-2247472	1	Tanzania	TZ	TZ		-6	35	TZ	20171109100000	http://www.kbc.co.ke/business/fresh-kenya-tanzania-row-threatens-trade-relations/
705285761	20171102	201711	2017	2017.8274	UKR	UKRAINIAN	UKR								ESP	SPAIN	ESP								1	036	036	03	1	4.0	4	1	4	-1.86335403726708	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	1	Spain	SP	SP		40	-4	SP	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171109100000	Belarus 24 TV, Minsk/BBC Monitoring/(c) BBC
705285762	20171102	201711	2017	2017.8274	UKR	UKRAINIAN	UKR								ESP	SPAIN	ESP								1	036	036	03	1	4.0	1	1	1	-1.86335403726708	4	Mahilyow, Minskaya Voblasts', Belarus	BO	BO06	39990	53.9168	30.3449	-1945803	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbass, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20171109100000	Belarus 24 TV, Minsk/BBC Monitoring/(c) BBC
705285763	20171102	201711	2017	2017.8274	USA	UNITED STATES	USA								USABUS	UNITED STATES	USA					BUS			1	036	036	03	1	4.0	2	1	2	-0.390625	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171109100000	https://vtdigger.org/2017/11/09/amazons-stealth-invasion-subject-vtdigger-talks-nov-13-nov-14/
705285764	20171108	201711	2017	2017.8438	AUSJUD	MURRAY	AUS					JUD													1	020	020	02	1	3.0	5	1	5	-12.4203821656051	0								0								0								20171109100000	https://www.pressandjournal.co.uk/fp/news/aberdeen/1355386/lawyer-representing-man-accused-of-murder-says-he-has-no-history-of-violence-unlike-his-co-accused/
705285765	20171108	201711	2017	2017.8438	AUSJUD	MURRAY	AUS					JUD													1	081	081	08	2	5.0	5	1	5	-12.4203821656051	0								0								0								20171109100000	https://www.pressandjournal.co.uk/fp/news/aberdeen/1355386/lawyer-representing-man-accused-of-murder-says-he-has-no-history-of-violence-unlike-his-co-accused/
705285766	20171108	201711	2017	2017.8438	AUSJUD	MURRAY	AUS					JUD													1	112	112	11	3	-2.0	5	1	5	-12.4203821656051	0								0								0								20171109100000	https://www.pressandjournal.co.uk/fp/news/aberdeen/1355386/lawyer-representing-man-accused-of-murder-says-he-has-no-history-of-violence-unlike-his-co-accused/
705285767	20171108	201711	2017	2017.8438	COP	LAW ENFORCEMENT AGENCY						COP			NGAMED	NIGERIA	NGA					MED			1	013	013	01	1	0.4	6	1	6	-5.10948905109489	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171109100000	http://thenationonlineng.net/naptip-arrests-woman-alleged-human-trafficking/
705285768	20171108	201711	2017	2017.8438	GOV	CABINET						GOV			ISR	ISRAELI	ISR								1	040	040	04	1	1.0	4	1	4	-1.78306092124814	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171109100000	http://www.express.co.uk/news/politics/877381/Priti-Patel-resignation-Theresa-May-EU-predicts-Government-collapse-Christmas
705285769	20171108	201711	2017	2017.8438	GOV	CABINET						GOV			ISRPTY	ISRAELI	ISR								1	040	040	04	1	1.0	6	1	6	-1.78306092124814	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20171109100000	http://www.express.co.uk/news/politics/877381/Priti-Patel-resignation-Theresa-May-EU-predicts-Government-collapse-Christmas
705285770	20171108	201711	2017	2017.8438	GOV	MONARCH						GOV			NGA	NIGERIA	NGA								1	041	041	04	1	1.0	2	1	2	2.18181818181818	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	20171109100000	https://blueprint.ng/ngo-picks-zazzau-emir-as-patron/
705285771	20171108	201711	2017	2017.8438	GOV	MONARCH						GOV			NGA	ZARIA	NGA								1	041	041	04	1	1.0	8	1	8	2.18181818181818	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20171109100000	https://blueprint.ng/ngo-picks-zazzau-emir-as-patron/
705285772	20171108	201711	2017	2017.8438	JUD	JUDGE						JUD			COP	PRISON						COP			1	0841	084	08	2	7.0	10	1	10	-7.05882352941176	4	Olopade, Nigeria (general), Nigeria	NI	NI00	22964	7.46667	3.55	-2023310	4	Olopade, Nigeria (general), Nigeria	NI	NI00	22964	7.46667	3.55	-2023310	4	Olopade, Nigeria (general), Nigeria	NI	NI00	22964	7.46667	3.55	-2023310	20171109100000	https://blueprint.ng/ogun-cj-frees-82-inmates/
705285773	20171108	201711	2017	2017.8438	JUD	JUDGE						JUD			GBRJUD	GLASGOW	GBR					JUD			1	013	013	01	1	0.4	5	1	5	-4.01459854014598	0								0								0								20171109100000	https://www.pressandjournal.co.uk/fp/news/aberdeen/1355294/men-jailed-involvement-evil-trade/
705285774	20171108	201711	2017	2017.8438	LEG	SENATE						LEG			GOV	MINISTRY						GOV			1	112	112	11	3	-2.0	3	1	3	-3.003003003003	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171109100000	https://blueprint.ng/senate-probes-fashola-over-350m-power-project/
705285775	20171108	201711	2017	2017.8438	LEG	SENATE						LEG			NGAGOV	NIGERIAN	NGA					GOV			1	051	051	05	1	3.4	3	1	3	-3.003003003003	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171109100000	https://blueprint.ng/senate-probes-fashola-over-350m-power-project/
705285776	20171108	201711	2017	2017.8438	NGA	NIGERIA	NGA																		1	010	010	01	1	0.0	3	1	3	-5.32544378698225	4	Maigatari, Jigawa, Nigeria	NI	NI39	22585	12.8078	9.46166	-2018395	0								4	Maigatari, Jigawa, Nigeria	NI	NI39	22585	12.8078	9.46166	-2018395	20171109100000	https://blueprint.ng/nis-checks-illegal-aliens-influx-through-jigawa/
705285777	20171108	201711	2017	2017.8438	NGA	ZARIA	NGA								GOV	MONARCH						GOV			1	041	041	04	1	1.0	8	1	8	2.18181818181818	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	5	Kaduna State, Kaduna, Nigeria	NI	NI23	191100	10.3333	7.75	-2014091	20171109100000	https://blueprint.ng/ngo-picks-zazzau-emir-as-patron/
705285778	20171108	201711	2017	2017.8438	NGA	NIGERIA	NGA								GOV	MONARCH						GOV			1	041	041	04	1	1.0	2	1	2	2.18181818181818	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	4	Zaria, Kaduna, Nigeria	NI	NI23	22834	11.1132	7.72518	-2032065	20171109100000	https://blueprint.ng/ngo-picks-zazzau-emir-as-patron/
705285779	20171108	201711	2017	2017.8438	NGA	NIGERIA	NGA								NGACRM	BENIN CITY	NGA					CRM			1	073	073	07	2	7.4	2	1	2	-5.10948905109489	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	4	Ugbor, Nigeria (general), Nigeria	NI	NI00	191313	6.26667	5.61667	-2028974	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171109100000	http://thenationonlineng.net/naptip-arrests-woman-alleged-human-trafficking/
705285780	20171108	201711	2017	2017.8438	NGA	NIGERIA	NGA								NGACRM	BENIN CITY	NGA					CRM			1	073	073	07	2	7.4	2	1	2	-5.10948905109489	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	1	Benin	BN	BN		9.5	2.25	BN	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171109100000	http://thenationonlineng.net/naptip-arrests-woman-alleged-human-trafficking/
705285781	20171108	201711	2017	2017.8438	NGA	NIGERIA	NGA								NGAMED	NIGERIA	NGA					MED			1	013	013	01	1	0.4	3	1	3	-5.10948905109489	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171109100000	http://thenationonlineng.net/naptip-arrests-woman-alleged-human-trafficking/
705285782	20171108	201711	2017	2017.8438	NGA	NIGERIA	NGA								NGAMED	NIGERIA	NGA					MED			1	013	013	01	1	0.4	1	1	1	-5.10948905109489	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171109100000	http://thenationonlineng.net/naptip-arrests-woman-alleged-human-trafficking/
705285783	20171108	201711	2017	2017.8438	NGA	NIGERIAN	NGA								NGAREL	NIGERIA	NGA								1	042	042	04	1	1.9	1	1	1	4.24028268551237	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	4	Maiduguri, Borno, Nigeria	NI	NI27	191040	11.8464	13.1603	-2018369	20171109100000	https://blueprint.ng/cleric-commends-troops-for-combating-boko-haram/
