704393909	20171106	201711	2017	2017.8384	CRM	ASSAILANT						CRM			CVL	NEIGHBOURHOOD						CVL			0	190	190	19	4	-10.0	3	1	3	-3.55555555555555	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393910	20171106	201711	2017	2017.8384	CRM	ASSAILANT						CRM			MOZ	MOZAMBIQUE	MOZ								0	190	190	19	4	-10.0	2	1	2	-3.55555555555555	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393911	20171106	201711	2017	2017.8384	CUB	CUBA	CUB																		0	190	190	19	4	-10.0	2	1	2	-3.125	1	Nicaragua	NU	NU		13	-85	NU	0								1	Nicaragua	NU	NU		13	-85	NU	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393912	20171106	201711	2017	2017.8384	MOZ	MOZAMBIQUE	MOZ								COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-3.55555555555555	4	Maputo, Maputo, Mozambique	MZ	MZ04	41374	-25.9653	32.5892	-319029	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Cabo Delgado, Cabo Delgado, Mozambique	MZ	MZ01	21846	-10.7067	40.6328	-312482	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393913	20171106	201711	2017	2017.8384	MOZ	MAPUTO	MOZ								COP	POLICE						COP			1	190	190	19	4	-10.0	8	1	8	-3.55555555555555	4	Maputo, Maputo, Mozambique	MZ	MZ04	41374	-25.9653	32.5892	-319029	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393914	20171106	201711	2017	2017.8384	MOZ	MAPUTO	MOZ								GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	5	1	5	-3.55555555555555	4	Maputo, Maputo, Mozambique	MZ	MZ04	41374	-25.9653	32.5892	-319029	4	Beira, Sofala, Mozambique	MZ	MZ05	65263	-19.8436	34.8389	-307278	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393915	20171106	201711	2017	2017.8384	MOZ	MAPUTO	MOZ								MOS	ISLAMIC				MOS					1	071	071	07	2	7.4	3	1	3	-3.55555555555555	4	Maputo, Maputo, Mozambique	MZ	MZ04	41374	-25.9653	32.5892	-319029	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393916	20171106	201711	2017	2017.8384	MOZGOV	MOZAMBIQUE	MOZ					GOV			RAD	EXTREMIST						RAD			1	1124	112	11	3	-2.0	10	1	10	-3.55555555555555	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	4	Mocimboa Da Praia, Cabo Delgado, Mozambique	MZ	MZ01	21840	-11.3458	40.3522	-335020	20171106181500	Agencia Informacao Mocambique website in English/BBC Monitoring/(c) BBC
704393917	20171106	201711	2017	2017.8384	NIC	NICARAGUA	NIC								CVL	CIVIL SOCIETY						CVL			1	051	051	05	1	3.4	1	1	1	-3.125	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393918	20171106	201711	2017	2017.8384	NIC	NICARAGUA	NIC								CVL	CIVIL SOCIETY						CVL			1	051	051	05	1	3.4	1	1	1	-3.125	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
