704393919	20171106	201711	2017	2017.8384	NIC	NICARAGUA	NIC								CVL	CIVIL SOCIETY						CVL			1	051	051	05	1	3.4	3	1	3	-3.125	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393920	20171106	201711	2017	2017.8384	NICMED	NICARAGUAN	NIC					MED			NIC	NICARAGUAN	NIC								0	051	051	05	1	3.4	1	1	1	-3.125	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393921	20171106	201711	2017	2017.8384	NICMED	NICARAGUA	NIC					MED			NIC	NICARAGUA	NIC								0	051	051	05	1	3.4	2	1	2	-3.125	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393922	20171106	201711	2017	2017.8384	SEP	SEPARATIST						SEP			RUS	RUSSIA	RUS								1	173	173	17	4	-5.0	2	1	2	-10.1796407185628	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106181500	ICTV television, Kiev/BBC Monitoring/(c) BBC
704393923	20171106	201711	2017	2017.8384	SEP	SEPARATIST						SEP			RUS	RUSSIA	RUS								1	173	173	17	4	-5.0	2	1	2	-10.1796407185628	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106181500	ICTV television, Kiev/BBC Monitoring/(c) BBC
704393924	20171106	201711	2017	2017.8384	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								1	084	084	08	2	7.0	4	1	4	-10.1796407185628	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106181500	ICTV television, Kiev/BBC Monitoring/(c) BBC
704393925	20171106	201711	2017	2017.8384	UKR	UKRAINIAN	UKR								RUSOPP	RUSSIAN	RUS					OPP			1	084	084	08	2	7.0	3	1	3	-10.1796407185628	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	20171106181500	ICTV television, Kiev/BBC Monitoring/(c) BBC
704393926	20171106	201711	2017	2017.8384	UKRJUD	KHARKIV	UKR					JUD			COP	PRISON						COP			1	173	173	17	4	-5.0	3	1	3	-10.1796407185628	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	20171106181500	ICTV television, Kiev/BBC Monitoring/(c) BBC
704393927	20171106	201711	2017	2017.8384	UKRJUD	KHARKIV	UKR					JUD			OPP	PROTESTER						OPP			1	173	173	17	4	-5.0	3	1	3	-10.1796407185628	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	20171106181500	ICTV television, Kiev/BBC Monitoring/(c) BBC
704393928	20171106	201711	2017	2017.8384	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	6	1	6	-3.125	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	0								4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393929	20171106	201711	2017	2017.8384	VEN	VENEZUELAN	VEN								CHLGOV	CHILE	CHL					GOV			1	141	141	14	3	-6.5	1	1	1	-3.125	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
704393930	20171106	201711	2017	2017.8384	VEN	VENEZUELAN	VEN								GOV	PRESIDENT						GOV			1	141	141	14	3	-6.5	1	1	1	-3.125	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	4	Guardalavaca, HolguíCU, Cuba	CU	CU12	5747	21.12	-75.8339	44273	20171106181500	BBC Monitoring/BBC Monitoring/(c) BBC
