703846547	20161104	201611	2016	2016.8329	BUS	BUSINESS						BUS													0	030	030	03	1	4.0	10	1	10	-3.7037037037037	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	0								4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20171104084500	http://www.thejournal.ie/work-inspections-3678826-Nov2017/
703846548	20161104	201611	2016	2016.8329	BUS	BUSINESS						BUS													0	173	173	17	4	-5.0	10	1	10	-3.7037037037037	4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	0								4	Wexford, Wexford, Ireland	EI	EI30	18308	52.3342	-6.4575	-1506176	20171104084500	http://www.thejournal.ie/work-inspections-3678826-Nov2017/
703846549	20161104	201611	2016	2016.8329	CVL	TOURIST						CVL			HRV	CROATIA	HRV								1	042	042	04	1	1.9	10	1	10	3.2520325203252	4	Opatija, Istarska, Croatia	HR	HR04	14554	45.3169	13.9378	94040	4	Opatija, Istarska, Croatia	HR	HR04	14554	45.3169	13.9378	94040	4	Opatija, Istarska, Croatia	HR	HR04	14554	45.3169	13.9378	94040	20171104084500	http://www.thedubrovniktimes.com/news/croatia/item/3379-booking-com-records-67-000-accommodation-facilities-in-croatia
703846550	20161104	201611	2016	2016.8329	HRV	CROATIA	HRV								CVL	TOURIST						CVL			1	043	043	04	1	2.8	10	1	10	3.2520325203252	4	Opatija, Istarska, Croatia	HR	HR04	14554	45.3169	13.9378	94040	4	Opatija, Istarska, Croatia	HR	HR04	14554	45.3169	13.9378	94040	4	Opatija, Istarska, Croatia	HR	HR04	14554	45.3169	13.9378	94040	20171104084500	http://www.thedubrovniktimes.com/news/croatia/item/3379-booking-com-records-67-000-accommodation-facilities-in-croatia
703846551	20161104	201611	2016	2016.8329	IRN	IRAN	IRN								REL	PILGRIM									0	043	043	04	1	2.8	4	1	4	0	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171104084500	http://theiranproject.com/blog/2017/11/04/15000-pilgrims-sent-iran-clearance-taftan-border-pak-official/
703846552	20161104	201611	2016	2016.8329	IRQ	KARBALA	IRQ								REL	PILGRIM									0	043	043	04	1	2.8	6	1	6	0	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171104084500	http://theiranproject.com/blog/2017/11/04/15000-pilgrims-sent-iran-clearance-taftan-border-pak-official/
703846553	20161104	201611	2016	2016.8329	MIL	CARRIER						MIL			BUSLAB	AIRLINE						BUS	LAB		0	190	190	19	4	-10.0	6	1	6	-9.53947368421053	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171104084500	http://www.thejournal.ie/airline-forgets-bodies-3673889-Nov2017/
703846554	20161104	201611	2016	2016.8329	MIL	CARRIER						MIL			BUSLAB	AIRLINE						BUS	LAB		0	190	190	19	4	-10.0	4	1	4	-9.53947368421053	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	4	Karachi, Sindh, Pakistan	PK	PK05	40398	24.8667	67.05	-2764584	20171104084500	http://www.thejournal.ie/airline-forgets-bodies-3673889-Nov2017/
703846555	20161104	201611	2016	2016.8329	REL	PILGRIM									IRN	IRAN	IRN								0	042	042	04	1	1.9	4	1	4	0	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171104084500	http://theiranproject.com/blog/2017/11/04/15000-pilgrims-sent-iran-clearance-taftan-border-pak-official/
703846556	20161104	201611	2016	2016.8329	REL	PILGRIM									IRQ	KARBALA	IRQ								0	042	042	04	1	1.9	6	1	6	0	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171104084500	http://theiranproject.com/blog/2017/11/04/15000-pilgrims-sent-iran-clearance-taftan-border-pak-official/
703846557	20171005	201710	2017	2017.7534	GOV	MAYOR						GOV			USA	DETROIT	USA								1	1712	171	17	4	-9.2	2	1	2	-3.7037037037037	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171104084500	http://nbc25news.com/news/local/silverdome-to-be-demolished
703846558	20171005	201710	2017	2017.7534	JUD	JUDGE						JUD			USA	WASHINGTON	USA								1	015	015	01	1	0.0	4	1	4	-10.5633802816901	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104084500	http://www.ifiberonenewsradio.com/news/regional_state_news/couple-sought-after-skipping-sentencing-for-child-neglect/article_ba5b3e0a-c0b6-11e7-95f9-530bf56c2291.html
703846559	20171005	201710	2017	2017.7534	JUD	JUDGE						JUD			USA	WASHINGTON	USA								1	170	170	17	4	-7.0	4	1	4	-10.5633802816901	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171104084500	http://www.ifiberonenewsradio.com/news/regional_state_news/couple-sought-after-skipping-sentencing-for-child-neglect/article_ba5b3e0a-c0b6-11e7-95f9-530bf56c2291.html
703846560	20171005	201710	2017	2017.7534	JUD	JUDGE						JUD			USA	WASHINGTON	USA								1	173	173	17	4	-5.0	4	1	4	-10.5633802816901	3	Centralia, Washington, United States	US	USWA	WA041	46.7162	-122.954	1503899	3	Centralia, Washington, United States	US	USWA	WA041	46.7162	-122.954	1503899	3	Centralia, Washington, United States	US	USWA	WA041	46.7162	-122.954	1503899	20171104084500	http://www.ifiberonenewsradio.com/news/regional_state_news/couple-sought-after-skipping-sentencing-for-child-neglect/article_ba5b3e0a-c0b6-11e7-95f9-530bf56c2291.html
703846561	20171005	201710	2017	2017.7534	OPP	PROTESTER						OPP			SEP	SEPARATIST LEADER						SEP			0	053	053	05	1	3.8	10	1	10	-7.60517799352751	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171104084500	http://updatednews.com/2017/11/04/spain-issues-warrant-for-catalan-ex-leader/
703846562	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		1	1712	171	17	4	-9.2	2	1	2	-3.7037037037037	3	Pontiac, Michigan, United States	US	USMI	MI125	42.6389	-83.291	635224	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171104084500	http://nbc25news.com/news/local/silverdome-to-be-demolished
