702847188	20161101	201611	2016	2016.8247											BUS	BUSINESS						BUS			1	051	051	05	1	3.4	8	1	8	4.85074626865672	0								4	Toowoomba, Queensland, Australia	AS	AS04	154695	-27.5606	151.954	-1605321	4	Toowoomba, Queensland, Australia	AS	AS04	154695	-27.5606	151.954	-1605321	20171101050000	https://www.gattonstar.com.au/news/no-need-to-spend-christmas-alone/3254453/
702847189	20161101	201611	2016	2016.8247	BUS	INDUSTRY						BUS													1	036	036	03	1	4.0	10	1	10	2.62096774193548	4	Nirmal, Andhra Pradesh, India	IN	IN02	17772	19.1	78.35	-2106295	0								4	Nirmal, Andhra Pradesh, India	IN	IN02	17772	19.1	78.35	-2106295	20171101050000	https://economictimes.indiatimes.com/markets/stocks/news/market-hits-fresh-lifetime-high-sensex-rallies-nearly-300-pts-nifty-hits-10400/articleshow/61386565.cms
702847190	20161101	201611	2016	2016.8247	BUS	INDUSTRY						BUS													1	045	045	04	1	5.0	5	1	5	2.62096774193548	4	Nirmal, Andhra Pradesh, India	IN	IN02	17772	19.1	78.35	-2106295	0								4	Nirmal, Andhra Pradesh, India	IN	IN02	17772	19.1	78.35	-2106295	20171101050000	https://economictimes.indiatimes.com/markets/stocks/news/market-hits-fresh-lifetime-high-sensex-rallies-nearly-300-pts-nifty-hits-10400/articleshow/61386565.cms
702847191	20161101	201611	2016	2016.8247	EDU	PROFESSOR						EDU													0	012	012	01	1	-0.4	6	1	6	-1.30293159609121	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171101050000	https://www.caboolturenews.com.au/news/doctors-blame-our-discount-flu-vaccine-for-record-/3251916/
702847192	20161101	201611	2016	2016.8247	EDU	PROFESSOR						EDU													0	020	020	02	1	3.0	6	1	6	-1.30293159609121	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171101050000	https://www.caboolturenews.com.au/news/doctors-blame-our-discount-flu-vaccine-for-record-/3251916/
702847193	20161101	201611	2016	2016.8247	EDU	PROFESSOR						EDU			AUS	AUSTRALIA	AUS								0	012	012	01	1	-0.4	4	1	4	-1.30293159609121	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171101050000	https://www.caboolturenews.com.au/news/doctors-blame-our-discount-flu-vaccine-for-record-/3251916/
702847194	20161101	201611	2016	2016.8247	EDU	PROFESSOR						EDU			AUS	AUSTRALIA	AUS								0	020	020	02	1	3.0	4	1	4	-1.30293159609121	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171101050000	https://www.caboolturenews.com.au/news/doctors-blame-our-discount-flu-vaccine-for-record-/3251916/
702847195	20161101	201611	2016	2016.8247	MNCKOR	HYUNDAI	KOR					MNC													1	061	061	06	2	6.4	10	1	10	2.63157894736842	1	Mexico	MX	MX		23	-102	MX	0								1	Mexico	MX	MX		23	-102	MX	20171101050000	http://world.kbs.co.kr/english/news/news_Ec_detail.htm?No=131298
702847196	20161101	201611	2016	2016.8247	PRKGOV	NORTH KOREAN	PRK					GOV			KOR	SOUTH KOREA	KOR								1	120	120	12	3	-4.0	4	1	4	-1.64473684210526	1	North Korea	KN	KN		40	127	KN	1	South Korea	KS	KS		37	127.5	KS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171101050000	http://www.britainnews.net/news/255216621/high-level-north-korean-defector-urges-engagement-with-pyongyang
702847197	20161101	201611	2016	2016.8247	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	3	1	3	5.14469453376205	3	The Library, New York, United States	US	USNY	NY061	40.7522	-73.98	2083186	0								3	The Library, New York, United States	US	USNY		40.7522	-73.98	2083186	20171101050000	http://newcanaanite.com/new-canaan-event/new-canaan-library-celebrates-10th-annual-literary-luncheon-with-bestselling-author-amor-towles-speaking-on-latest-novel-a-gentleman-in-moscow
