704304801	20161106	201611	2016	2016.8384	AUS	PERTH	AUS																		1	120	120	12	3	-4.0	8	1	8	-0.45662100456621	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106123000	https://www.propertyobserver.com.au/forward-planning/investment-strategy/property-news-and-insights/77644-sydney-prices-slip-again-with-hobart-overtaking-melbourne-as-hottest-capital-corelogic.html
704304802	20161106	201611	2016	2016.8384	CHE	SWITZERLAND	CHE								BUS	BANK						BUS			1	090	090	09	2	-2.0	6	1	6	-0.96153846153847	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20171106123000	https://www.bloomberg.com/news/articles/2017-11-06/credit-suisse-among-banks-probed-by-u-s-on-mozambique-wsj-says
704304803	20161106	201611	2016	2016.8384	CHE	SWITZERLAND	CHE								BUS	BANK						BUS			1	090	090	09	2	-2.0	4	1	4	-0.96153846153847	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20171106123000	https://www.bloomberg.com/news/articles/2017-11-06/credit-suisse-among-banks-probed-by-u-s-on-mozambique-wsj-says
704304804	20161106	201611	2016	2016.8384	CYM	CAYMAN ISLAND	CYM								PAN	PANAMA	PAN								1	075	075	07	2	7.0	10	1	10	-3.26530612244898	1	Cayman Islands	CJ	CJ		19.5	-80.666667	CJ	1	Cayman Islands	CJ	CJ		19.5	-80.666667	CJ	1	Cayman Islands	CJ	CJ		19.5	-80.666667	CJ	20171106123000	https://blogs.spectator.co.uk/2017/11/when-will-the-guardian-investigate-the-offshore-trusts-used-by-guardian-media-group/
704304805	20161106	201611	2016	2016.8384	FRA	FRANCE	FRA								MAR	MOROCCO	MAR								0	040	040	04	1	1.0	2	1	2	0.61295971978984	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Morocco	MO	MO		32	-5	MO	1	Morocco	MO	MO		32	-5	MO	20171106123000	https://www.washingtonpost.com/news/monkey-cage/wp/2017/11/06/whats-next-for-the-paris-agreement-nearly-200-countries-meet-this-week-to-talk-implementation/
704304806	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			HUN	HUNGARY	HUN								1	042	042	04	1	1.9	5	1	5	0	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20171106123000	https://bbj.hu/economy/prices-of-farmland-rose-22-in-2016_141136
704304807	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			NGA	NIGER DELTA	NGA								1	100	100	10	3	-5.0	6	1	6	-5.54156171284635	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171106123000	http://nigerianpilot.com/give-peace-talks-a-chance-community-leaders-beg-niger-delta-avengers/
704304808	20161106	201611	2016	2016.8384	HUN	HUNGARY	HUN								GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	5	1	5	0	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20171106123000	https://bbj.hu/economy/prices-of-farmland-rose-22-in-2016_141136
704304809	20161106	201611	2016	2016.8384	MAR	MOROCCO	MAR								FRA	FRANCE	FRA								0	040	040	04	1	1.0	2	1	2	0.61295971978984	1	Morocco	MO	MO		32	-5	MO	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Morocco	MO	MO		32	-5	MO	20171106123000	https://www.washingtonpost.com/news/monkey-cage/wp/2017/11/06/whats-next-for-the-paris-agreement-nearly-200-countries-meet-this-week-to-talk-implementation/
704304810	20161106	201611	2016	2016.8384	MED	MEDIA						MED													0	141	141	14	3	-6.5	5	1	5	-9.82456140350879	4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	0								4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	20171106123000	http://www.defenceweb.co.za/index.php?option=com_content&view=article&id=49783:zimbabwe-court-upholds-charges-against-us-citizen&catid=52:Human%20Security&Itemid=114
704304811	20161106	201611	2016	2016.8384	NGA	NIGER DELTA	NGA								NER	NIGER	NER								1	100	100	10	3	-5.0	4	1	4	-5.54156171284635	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171106123000	http://nigerianpilot.com/give-peace-talks-a-chance-community-leaders-beg-niger-delta-avengers/
704304812	20161106	201611	2016	2016.8384	SYCGOV	SEYCHELLES	SYC					GOV													1	010	010	01	1	0.0	10	1	10	1.60513643659712	5	Inner Islands, Inner Islands, Seychelles	SE	SE25	61245	-4.66667	55.4667	-1322538	0								5	Inner Islands, Inner Islands, Seychelles	SE	SE25	61245	-4.66667	55.4667	-1322538	20171106123000	http://www.seychellesnewsagency.com/articles/8183/Regional+councils+to+replace+district+councils+next+year+in+Seychelles
704304813	20171007	201710	2017	2017.7589	ESP	SPAIN	ESP								BUS	INDUSTRY						BUS			1	110	110	11	3	-2.0	5	1	5	-4.26356589147287	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20171106123000	https://www.bloomberg.com/news/articles/2017-11-06/spain-s-economy-wobbles-as-catalonia-uncertainty-takes-a-toll
704304814	20171030	201710	2017	2017.8219	BUS	EMPLOYER						BUS			GOV	FOREIGN SECRETARY						GOV			1	120	120	12	3	-4.0	10	1	10	-6.87830687830688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171106123000	https://www.thetimes.co.uk/article/boris-johnson-gaffe-risks-five-more-years-in-iran-jail-for-british-mother-mgbt80xj9
704304815	20171030	201710	2017	2017.8219	GOV	SECRETARY OF STATE						GOV													0	020	020	02	1	3.0	6	1	6	0.61295971978984	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171106123000	https://www.washingtonpost.com/news/monkey-cage/wp/2017/11/06/whats-next-for-the-paris-agreement-nearly-200-countries-meet-this-week-to-talk-implementation/
704304816	20171030	201710	2017	2017.8219	GOV	FOREIGN SECRETARY						GOV			BUS	EMPLOYER						BUS			1	010	010	01	1	0.0	10	1	10	-6.87830687830688	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171106123000	https://www.thetimes.co.uk/article/boris-johnson-gaffe-risks-five-more-years-in-iran-jail-for-british-mother-mgbt80xj9
704304817	20171030	201710	2017	2017.8219	GOV	GOVERNMENT						GOV			COP	DEPUTY						COP			1	090	090	09	2	-2.0	5	1	5	-5.76923076923077	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171106123000	http://www.channelnewsasia.com/news/world/may-urges--culture-of-respect--after-sex-scandals-9380508
704304818	20171030	201710	2017	2017.8219	GOV	PRESIDENT						GOV			GOVMIL	NATIONAL SECURITY ADVISER						GOV	MIL		0	010	010	01	1	0.0	10	1	10	-2.08333333333333	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106123000	http://www.101gold.com/trump-pressures-north-korea-over-japanese-abductees-says-return-would-be-tremendous-signal/
704304819	20171030	201710	2017	2017.8219	LAB	WORKER						LAB													1	010	010	01	1	0.0	5	1	5	-3.58744394618834	4	Zonguldak, Zonguldak, Turkey	TU	TU85	28373	41.4514	31.7931	-778422	0								4	Zonguldak, Zonguldak, Turkey	TU	TU85	28373	41.4514	31.7931	-778422	20171106123000	http://bianet.org/english/politics/191275-miners-lock-themselves-in-mine-to-protest-privatization-law-draft
704304820	20171105	201711	2017	2017.8356	GHA	GHANA	GHA																		0	010	010	01	1	0.0	4	1	4	0.33557046979865	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	0								4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	20171106123000	http://citifmonline.com/2017/11/06/bawumia-educates-critics-of-digital-addressing-system/
704304821	20171105	201711	2017	2017.8356	GHAELI	GHANA	GHA					ELI			GHA	GHANA	GHA								0	010	010	01	1	0.0	4	1	4	0.33557046979865	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	4	Mahama, Ghana (general), Ghana	GH	GH00	190580	6.33333	-1.46667	-2075744	20171106123000	http://citifmonline.com/2017/11/06/bawumia-educates-critics-of-digital-addressing-system/
704304822	20171105	201711	2017	2017.8356	SAU	SAUDI	SAU								ISR	ISRAEL	ISR								1	036	036	03	1	4.0	2	1	2	-2.20994475138121	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Israel	IS	IS		31.5	34.75	IS	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106123000	http://www.ibtimes.co.uk/palestinian-president-abbas-makes-unexpected-visit-saudi-arabia-amid-regional-shake-1646086
704304823	20171106	201711	2017	2017.8384											AFG	AFGHANISTAN	AFG								0	1821	182	18	4	-9.0	4	1	4	-5.73343261355175	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171106123000	http://www.spiked-online.com/newsite/article/who-will-put-a-brake-on-this-sexual-inquisition/20509
704304824	20171106	201711	2017	2017.8384											AGR	FARMER						AGR			1	020	020	02	1	3.0	10	1	10	-3.5279805352798	0								4	Behror, Rajasthan, India	IN	IN24	17835	27.8833	76.2833	-2090920	4	Behror, Rajasthan, India	IN	IN24	17835	27.8833	76.2833	-2090920	20171106123000	http://www.reuters.com/article/us-india-politics-religion-cows-specialr/special-report-in-modis-india-cow-vigilantes-deny-muslim-farmers-their-livelihood-idUSKBN1D61E3
704304825	20171106	201711	2017	2017.8384											AGR	FARMER						AGR			1	111	111	11	3	-2.0	10	1	10	-3.5279805352798	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20171106123000	http://www.reuters.com/article/us-india-politics-religion-cows-specialr/special-report-in-modis-india-cow-vigilantes-deny-muslim-farmers-their-livelihood-idUSKBN1D61E3
704304826	20171106	201711	2017	2017.8384											ARE	UNITED ARAB EMIRATES	ARE								1	057	057	05	1	8.0	2	1	2	-1.13636363636364	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	20171106123000	https://www.reuters.com/article/emirates-ras-al-khaimah-ckh-holdings/hutchison-ports-signs-25-year-port-concession-with-uaes-ras-al-khaimah-idUSL5N1NC2LE
704304827	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	-2.30547550432277	0								4	Cottesloe, Western Australia, Australia	AS	AS08	5531	-32	115.767	-1567697	4	Cottesloe, Western Australia, Australia	AS	AS08	5531	-32	115.767	-1567697	20171106123000	http://www.perthnow.com.au/news/western-australia/teen-shark-attack-victim-laeticia-brouwers-parents-break-silence/news-story/58baf24aa1d71e9f847c90dc730c8ffb
704304828	20171106	201711	2017	2017.8384											AUS	QUEENSLAND	AUS								1	042	042	04	1	1.9	2	1	2	-0.98920863309352	0								4	Spring Hill, New South Wales, Australia	AS	AS02	5064	-33.3993	149.152	-1601825	4	Spring Hill, New South Wales, Australia	AS	AS02	5064	-33.3993	149.152	-1601825	20171106123000	http://www.theage.com.au/queensland/polarising-queensland-women-jailed-in-2003-and-re-enter-debate-in-2017-20171106-p4ywun.html
704304829	20171106	201711	2017	2017.8384											AUS	QUEENSLAND	AUS								1	042	042	04	1	1.9	3	1	3	-0.98920863309352	0								4	Wacol, Queensland, Australia	AS	AS04	154672	-27.5833	152.933	-1607071	4	Wacol, Queensland, Australia	AS	AS04	154672	-27.5833	152.933	-1607071	20171106123000	http://www.theage.com.au/queensland/polarising-queensland-women-jailed-in-2003-and-re-enter-debate-in-2017-20171106-p4ywun.html
704304830	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	2	1	2	-2.30547550432277	0								4	Cottesloe, Western Australia, Australia	AS	AS08	5531	-32	115.767	-1567697	4	Cottesloe, Western Australia, Australia	AS	AS08	5531	-32	115.767	-1567697	20171106123000	http://www.perthnow.com.au/news/western-australia/teen-shark-attack-victim-laeticia-brouwers-parents-break-silence/news-story/58baf24aa1d71e9f847c90dc730c8ffb
704304831	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	3	1	3	3.72340425531915	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	20171106123000	http://www.digitaljournal.com/pr/3548776
