705757359	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			1	010	010	01	1	0.0	4	1	4	1.53374233128834	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171110174500	http://www.oaklandpost.org/2017/11/10/consulting-firm-will-make-recommendation-school-closings/
705757360	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			1	010	010	01	1	0.0	6	1	6	1.53374233128834	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171110174500	http://www.oaklandpost.org/2017/11/10/consulting-firm-will-make-recommendation-school-closings/
705757361	20161110	201611	2016	2016.8493	EDU	SCHOLAR						EDU													0	071	071	07	2	7.4	6	1	6	3.67132867132867	3	Rollins College, Florida, United States	US	USFL	FL095	28.5925	-81.349	289934	0								3	Rollins College, Florida, United States	US	USFL		28.5925	-81.349	289934	20171110174500	http://www.watermarkonline.com/2013/08/15/deanne-gabel-welcomes-guests-to-the-alfond-inn-at-rollins-college/
705757362	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV													0	0841	084	08	2	7.0	2	1	2	0	4	North Sea, Oceans (general), Oceans	OS	OS00	154724	55.3333	3	-1506407	0								4	North Sea, Oceans (general), Oceans	OS	OS00	154724	55.3333	3	-1506407	20171110174500	http://fis.com/fis/worldnews/worldnews.asp?l=e&country=0&special=&monthyear=&day=&id=94683&ndb=1&df=0
705757363	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV													0	0841	084	08	2	7.0	10	1	10	0	4	Placentia Bay, Newfoundland, Canada	CA	CA05	12609	47	-54.5	-571394	0								4	Placentia Bay, Newfoundland, Canada	CA	CA05	12609	47	-54.5	-571394	20171110174500	http://fis.com/fis/worldnews/worldnews.asp?l=e&country=0&special=&monthyear=&day=&id=94683&ndb=1&df=0
705757364	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-1.93003618817853	3	New York University, New York, United States	US	USNY	NY061	40.7287	-73.996	958483	0								3	New York University, New York, United States	US	USNY		40.7287	-73.996	958483	20171110174500	https://www.cnsnews.com/commentary/e-calvin-beisner/climate-alarmists-everywhere-celebrate-advocacy-over-science-new-nca
705757365	20161110	201611	2016	2016.8493	USAEDU	UNITED STATES	USA					EDU													0	071	071	07	2	7.4	2	1	2	3.67132867132867	3	Rollins College, Florida, United States	US	USFL	FL095	28.5925	-81.349	289934	0								3	Rollins College, Florida, United States	US	USFL		28.5925	-81.349	289934	20171110174500	http://www.watermarkonline.com/2013/08/15/deanne-gabel-welcomes-guests-to-the-alfond-inn-at-rollins-college/
705757366	20161110	201611	2016	2016.8493	USAEDU	UNITED STATES	USA					EDU													0	071	071	07	2	7.4	2	1	2	3.67132867132867	3	Rollins College, Florida, United States	US	USFL	FL095	28.5925	-81.349	289934	0								3	Winter Park, Florida, United States	US	USFL		28.6	-81.3392	293428	20171110174500	http://www.watermarkonline.com/2013/08/15/deanne-gabel-welcomes-guests-to-the-alfond-inn-at-rollins-college/
705757367	20171011	201710	2017	2017.7699	COL	COLOMBIA	COL																		0	055	055	05	1	7.0	4	1	4	-1.52905198776759	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	20171110174500	https://phys.org/news/2017-11-apple-leadership-white-male.html
705757368	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV			MED	WEBSITE						MED			1	112	112	11	3	-2.0	9	3	9	-9.90435490435495	4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	4	Shava, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.9217	31.654	10804876	20171110174500	http://www.ozarksfirst.com/news/national/us-woman-released-from-zimbabwe-jail-on-bail/855145729
