704090185	20161105	201611	2016	2016.8356											GOV	PREMIER						GOV			1	057	057	05	1	8.0	3	1	3	3.84615384615384	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105150000	http://www.clickittefaq.com/tottenham-best-club-world-pochettino/
704090186	20161105	201611	2016	2016.8356											LEG	LEGISLATOR						LEG			0	120	120	12	3	-4.0	7	1	7	-3.80313199105146	0								3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	3	Rapid City, South Dakota, United States	US	USSD		44.0805	-103.231	1265333	20171105150000	http://rapidcityjournal.com/news/local/communities/deadwood/q-a-what-s-in-store-for-deadwood-gaming/article_1cbfdc7e-873f-58e1-ae23-641f7960ed67.html
704090187	20161105	201611	2016	2016.8356	CAN	CANADA	CAN								MIL	MILITARY						MIL			1	190	190	19	4	-10.0	10	1	10	-4.15094339622641	4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	4	Passchendale, Region Flamande, Belgium	BE	BE13	16307	50.9004	3.02088	-1967169	4	Vimy Ridge, Ontario, Canada	CA	CA08	12645	48.4833	-80.3833	-575393	20171105150000	http://www.cbc.ca/news/canada/montreal/atwater-library-wwi-exhibit-1.4387974
704090188	20161105	201611	2016	2016.8356	COP	POLICE OFFICER						COP			AFR	AFRICA	AFR								0	153	153	15	4	-7.2	6	1	6	1.53846153846154	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171105150000	https://www.timeslive.co.za/news/south-africa/2017-11-05-this-years-black-friday-promises-to-be-best-ever/
704090189	20161105	201611	2016	2016.8356	COP	POLICE OFFICER						COP			AFR	AFRICA	AFR								0	153	153	15	4	-7.2	2	1	2	1.53846153846154	1	United States	US	US		39.828175	-98.5795	US	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171105150000	https://www.timeslive.co.za/news/south-africa/2017-11-05-this-years-black-friday-promises-to-be-best-ever/
704090190	20161105	201611	2016	2016.8356	COP	POLICE OFFICER						COP			AFR	AFRICA	AFR								0	153	153	15	4	-7.2	2	1	2	1.53846153846154	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105150000	https://www.timeslive.co.za/news/south-africa/2017-11-05-this-years-black-friday-promises-to-be-best-ever/
704090191	20161105	201611	2016	2016.8356	ESP	SPAIN	ESP								GOV	PREMIER						GOV			1	030	030	03	1	4.0	1	1	1	3.84615384615384	1	United Kingdom	UK	UK		54	-4	UK	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	United Kingdom	UK	UK		54	-4	UK	20171105150000	http://www.clickittefaq.com/tottenham-best-club-world-pochettino/
704090192	20161105	201611	2016	2016.8356	ESP	SPAIN	ESP								GOV	PREMIER						GOV			1	030	030	03	1	4.0	1	1	1	3.84615384615384	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171105150000	http://www.clickittefaq.com/tottenham-best-club-world-pochettino/
704090193	20161105	201611	2016	2016.8356	ESP	SPAIN	ESP								GOV	PREMIER						GOV			1	057	057	05	1	8.0	2	1	2	3.84615384615384	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105150000	http://www.clickittefaq.com/tottenham-best-club-world-pochettino/
704090194	20161105	201611	2016	2016.8356	GOV	PREMIER						GOV													1	057	057	05	1	8.0	3	1	3	3.84615384615384	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171105150000	http://www.clickittefaq.com/tottenham-best-club-world-pochettino/
