704174069	20161106	201611	2016	2016.8384	CVL	SCIENTIST						CVL													0	043	043	04	1	2.8	2	1	2	-3.85438972162741	4	Azores, Azores, Portugal	PO	PO23		38.5	-28	-2157028	0								4	Azores, Azores, Portugal	PO	PO23		38.5	-28	-2157028	20171106004500	https://pickle.nine.com.au/2017/11/06/08/00/blue-planet-2-two-sharks-attack-submarine-dead-whale
704174070	20161106	201611	2016	2016.8384	CVL	SCIENTIST						CVL													0	043	043	04	1	2.8	8	1	8	-3.85438972162741	1	United Kingdom	UK	UK		54	-4	UK	0								4	Azores, Azores, Portugal	PO	PO23		38.5	-28	-2157028	20171106004500	https://pickle.nine.com.au/2017/11/06/08/00/blue-planet-2-two-sharks-attack-submarine-dead-whale
704174071	20161106	201611	2016	2016.8384	GBR	BRITISH	GBR																		1	051	051	05	1	3.4	6	1	6	3.42019543973942	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20171106004500	http://www.tnp.sg/entertainment/movies/elba-stays-cool-man-who-came-cold
704174072	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV													0	131	131	13	3	-5.8	5	1	5	-0.20661157024793	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171106004500	http://www.adelaidenow.com.au/news/south-australia/liberals-reveal-plan-to-fix-south-australias-broken-natural-resources-management-scheme/news-story/4b4ee868e9b3a1d950640ccfd78eca2d?nk=000578ab1b22306520d21aafe9da6d9a-1509928368
704174073	20161106	201611	2016	2016.8384	MYS	MALAYSIA	MYS																		1	061	061	06	2	6.4	2	1	2	-0.46153846153846	4	Kuching, Sarawak, Malaysia	MY	MY11	18585	1.55	110.333	-2402530	0								4	Kuching, Sarawak, Malaysia	MY	MY11	18585	1.55	110.333	-2402530	20171106004500	http://www.theborneopost.com/2017/11/06/analysts-positive-on-september-exports-jump-by-14-8-per-cent/
704174074	20171007	201710	2017	2017.7589	CRM	GANG						CRM			USA	VIRGINIA	USA								1	181	181	18	4	-9.0	3	1	3	-7.02479338842975	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171106004500	http://nypost.com/2017/11/05/girl-who-was-abducted-by-ms-13-gang-goes-missing-again/
704174075	20171007	201710	2017	2017.7589	IRL	IRELAND	IRL								JUD	HIGH COURT						JUD			1	110	110	11	3	-2.0	4	1	4	-0.55555555555555	4	Athenry, Galway, Ireland	EI	EI10	18303	53.2964	-8.74306	-1500276	4	Athenry, Galway, Ireland	EI	EI10	18303	53.2964	-8.74306	-1500276	4	Athenry, Galway, Ireland	EI	EI10	18303	53.2964	-8.74306	-1500276	20171106004500	https://www.thetimes.co.uk/article/ida-vows-to-keep-pressing-apple-on-athenry-plans-9vb6wghvg
704174076	20171007	201710	2017	2017.7589	MARLEG	MOROCCAN	MAR					LEG			HRI	RIGHTS ACTIVIST						HRI			0	040	040	04	1	1.0	10	1	10	-4.35126582278481	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20171106004500	https://www.washingtonpost.com/world/middle_east/morocco-debates-a-law-to-protect-women-passing-it-is-another-matter/2017/11/05/8aa859d8-ba7e-11e7-be94-fabb0f1e9ffb_story.html
704174077	20171007	201710	2017	2017.7589	MIL	MILITARY						MIL			SYR	SYRIAN	SYR								1	072	072	07	2	8.3	3	1	3	-3.86416861826698	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106004500	http://www.iranfocus.com/en/index.php?option=com_content&view=article&id=32169:the-growing-problem-of-us-sanctions-being-bypassed-in-order-to-do-business-with-iran&catid=9&Itemid=114
704174078	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	5	1	5	-3.86416861826698	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20171106004500	http://www.iranfocus.com/en/index.php?option=com_content&view=article&id=32169:the-growing-problem-of-us-sanctions-being-bypassed-in-order-to-do-business-with-iran&catid=9&Itemid=114
