704140347	20161105	201611	2016	2016.8356	AUS	MELBOURNE	AUS																		1	071	071	07	2	7.4	1	1	1	-0.4149377593361	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105211500	http://www.abc.net.au/news/2017-11-06/hello-cass-chatbot-helps-people-experiencing-violence/9114986
704140348	20161105	201611	2016	2016.8356	AUS	MELBOURNE	AUS																		1	071	071	07	2	7.4	1	1	1	-0.4149377593361	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171105211500	http://www.abc.net.au/news/2017-11-06/hello-cass-chatbot-helps-people-experiencing-violence/9114986
704140349	20161105	201611	2016	2016.8356	COP	POLICE OFFICER						COP													0	010	010	01	1	0.0	4	1	4	-9.30232558139535	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171105211500	http://www.telegraph.co.uk/news/2017/11/05/masked-protesters-take-streets-london-annual-anonymous-march/
704140350	20161105	201611	2016	2016.8356	GBR	LONDON	GBR								FRA	PARIS	FRA								1	020	020	02	1	3.0	6	1	6	1.0482180293501	4	Bois De Vincennes, France (general), France	FR	FR00	16284	48.8297	2.43341	-1413283	4	Bois De Vincennes, France (general), France	FR	FR00	16284	48.8297	2.43341	-1413283	4	Bois De Vincennes, France (general), France	FR	FR00	16284	48.8297	2.43341	-1413283	20171105211500	https://www.forbes.com/sites/ceciliarodriguez/2017/11/05/naked-in-paris-first-nudist-restaurant-and-park-open-to-bare-patrons/
704140351	20161105	201611	2016	2016.8356	GBR	LONDON	GBR								FRA	PARIS	FRA								1	020	020	02	1	3.0	4	1	4	1.0482180293501	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171105211500	https://www.forbes.com/sites/ceciliarodriguez/2017/11/05/naked-in-paris-first-nudist-restaurant-and-park-open-to-bare-patrons/
704140352	20161105	201611	2016	2016.8356	GOV	KING						GOV													0	031	031	03	1	5.2	5	1	5	-1.47255689424364	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105211500	https://www.economist.com/news/middle-east-and-africa/21731021-muhammad-bin-salman-has-made-himself-sole-face-saudi-policy-saudi-arabias
704140353	20161105	201611	2016	2016.8356	GOV	KING						GOV			GRC	GREEK	GRC								1	043	043	04	1	2.8	10	1	10	-0.67114093959732	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171105211500	https://www.nytimes.com/2017/11/02/magazine/the-first-woman-to-translate-the-odyssey-into-english.html&position=11&content_id=2iUjv0e
704140354	20161105	201611	2016	2016.8356	GRC	GREEK	GRC								GOV	KING						GOV			1	042	042	04	1	1.9	10	1	10	-0.67114093959732	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171105211500	https://www.nytimes.com/2017/11/02/magazine/the-first-woman-to-translate-the-odyssey-into-english.html&position=11&content_id=2iUjv0e
704140355	20161105	201611	2016	2016.8356	IGOWSTNAT	NATO	WST	NAT				IGO													0	010	010	01	1	0.0	1	1	1	-4.65974625144175	4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	0								4	Tallinn, Harjumaa, Estonia	EN	EN01	15916	59.4339	24.7281	-2625660	20171105211500	https://newrepublic.com/article/145413/weaken-within-moscow-honing-information-age-art-war-how-free-societies-protect-themselves&position=18&content_id=2zpy6aQ
704140356	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USA	MAINE	USA								0	070	070	07	2	7.0	7	1	7	-0.81883316274309	1	Russia	RS	RS		60	100	RS	2	Maine, United States	US	USME		44.6074	-69.3977	ME	1	Russia	RS	RS		60	100	RS	20171105211500	http://bangordailynews.com/2017/11/05/politics/trumps-commerce-secretary-has-stake-in-firm-tied-to-putin-orbit/
704140357	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USA	MAINE	USA								0	070	070	07	2	7.0	1	1	1	-0.81883316274309	1	Ukraine	UP	UP		49	32	UP	2	Maine, United States	US	USME		44.6074	-69.3977	ME	1	Ukraine	UP	UP		49	32	UP	20171105211500	http://bangordailynews.com/2017/11/05/politics/trumps-commerce-secretary-has-stake-in-firm-tied-to-putin-orbit/
704140358	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								TURGOV	TURKEY	TUR					GOV			1	112	112	11	3	-2.0	4	1	4	-2.37467018469657	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	20171105211500	http://en.europeonline-magazine.eu/report-investigators-have-evidence-to-charge-former-trump-aid_594101.html
704140359	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								TURGOV	TURKEY	TUR					GOV			1	112	112	11	3	-2.0	2	1	2	-2.37467018469657	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171105211500	http://en.europeonline-magazine.eu/report-investigators-have-evidence-to-charge-former-trump-aid_594101.html
704140360	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA								TURGOV	TURKISH	TUR					GOV			1	112	112	11	3	-2.0	6	1	6	-2.37467018469657	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	4	Pyeongchang, Kangwon-do, South Korea	KS	KS06	24978	37.3703	128.393	-713955	20171105211500	http://en.europeonline-magazine.eu/report-investigators-have-evidence-to-charge-former-trump-aid_594101.html
704140361	20171006	201710	2017	2017.7562	CHN	CHINA	CHN								MED	MEDIA						MED			1	040	040	04	1	1.0	20	2	20	3.20512820512821	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	5	Zhejiang, Zhejiang, China	CH	CH02	13325	29	120	-1938694	20171105211500	http://www.business-standard.com/article/news-ians/china-to-hold-4th-world-internet-conference-in-dec-117110600034_1.html
704140362	20171006	201710	2017	2017.7562	COP	POLICE						COP			USA	CONNECTICUT	USA								1	173	173	17	4	-5.0	5	1	5	-3.98860398860399	3	Wethersfield, Connecticut, United States	US	USCT	CT003	41.7143	-72.6526	212042	3	Wethersfield, Connecticut, United States	US	USCT	CT003	41.7143	-72.6526	212042	3	Wethersfield, Connecticut, United States	US	USCT	CT003	41.7143	-72.6526	212042	20171105211500	http://newcanaan.dailyvoice.com/police-fire/connecticut-state-police-charge-man-with-shooting-gun-from-sunroof-on-i-91/726155/
704140363	20171006	201710	2017	2017.7562	GOV	PRIME MINISTER						GOV			NZL	NEW ZEALAND	NZL								0	042	042	04	1	1.9	6	1	6	2.12765957446808	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105211500	http://www.samoaobserver.ws/en/06_11_2017/local/26318/PM-leaves-plans-to-God.htm
704140364	20171006	201710	2017	2017.7562	NZL	NEW ZEALAND	NZL								GOV	PRIME MINISTER						GOV			0	043	043	04	1	2.8	6	1	6	2.12765957446808	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105211500	http://www.samoaobserver.ws/en/06_11_2017/local/26318/PM-leaves-plans-to-God.htm
704140365	20171006	201710	2017	2017.7562	NZL	NEW ZEALAND	NZL								NZLGOV	NEW ZEALAND	NZL					GOV			0	043	043	04	1	2.8	2	1	2	2.12765957446808	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171105211500	http://www.samoaobserver.ws/en/06_11_2017/local/26318/PM-leaves-plans-to-God.htm
