705683313	20161110	201611	2016	2016.8493											USA	UNITED STATES	USA								0	052	052	05	1	3.5	2	1	2	3.91969407265775	0								3	Radisson, New York, United States	US	USNY	NY067	43.1878	-76.2931	2438649	3	Radisson, New York, United States	US	USNY	NY067	43.1878	-76.2931	2438649	20171110131500	http://www.sharonherald.com/news/chamber-honors-those-who-preserve-past-for-area-s-future/article_01ced58c-c5ce-11e7-9f30-0f0307aaa0f5.html
705683314	20161110	201611	2016	2016.8493											USA	DELAWARE	USA								1	1121	112	11	3	-2.0	8	1	8	-18.3544303797468	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171110131500	http://www.kentuckynewera.com/news/ap/article_f3b371af-c961-53ad-b35b-78c9b1fce2f6.html
705683315	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								JUD	HIGH COURT						JUD			1	042	042	04	1	1.9	4	1	4	-4.30379746835443	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110131500	https://www.timeslive.co.za/news/south-africa/2017-11-10-case-against-police-death-squad-postponed--again/
705683316	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	043	043	04	1	2.8	4	1	4	-4.30379746835443	4	Cato Manor, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8607	30.9458	-1217452	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Cato Manor, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8607	30.9458	-1217452	20171110131500	https://www.timeslive.co.za/news/south-africa/2017-11-10-case-against-police-death-squad-postponed--again/
705683317	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								JUD	HIGH COURT						JUD			1	050	050	05	1	3.5	4	1	4	-4.30379746835443	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20171110131500	https://www.timeslive.co.za/news/south-africa/2017-11-10-case-against-police-death-squad-postponed--again/
705683318	20161110	201611	2016	2016.8493	BUSGOV	BUSINESS						BUS	GOV		USA	UNITED STATES	USA								0	052	052	05	1	3.5	2	1	2	3.91969407265775	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Radisson, New York, United States	US	USNY	NY067	43.1878	-76.2931	2438649	3	Radisson, New York, United States	US	USNY	NY067	43.1878	-76.2931	2438649	20171110131500	http://www.sharonherald.com/news/chamber-honors-those-who-preserve-past-for-area-s-future/article_01ced58c-c5ce-11e7-9f30-0f0307aaa0f5.html
705683319	20161110	201611	2016	2016.8493	CHN	CHINA	CHN																		1	070	070	07	2	7.0	10	1	10	-1.33843212237094	4	Huachuang, Henan, China	CH	CH09	12994	32.8167	115.117	-1910789	0								4	Huachuang, Henan, China	CH	CH09	12994	32.8167	115.117	-1910789	20171110131500	http://www.scmp.com/business/companies/article/2119379/also-rans-51pc-ownership-stake-unlikely-turn-foreign-insurance
705683320	20161110	201611	2016	2016.8493	COP	POLICE OFFICER						COP			JUD	JUDGE						JUD			1	043	043	04	1	2.8	2	1	2	-4.30379746835443	4	Cato Manor, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8607	30.9458	-1217452	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Cato Manor, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8607	30.9458	-1217452	20171110131500	https://www.timeslive.co.za/news/south-africa/2017-11-10-case-against-police-death-squad-postponed--again/
705683321	20161110	201611	2016	2016.8493	COP	POLICE OFFICER						COP			JUD	JUDGE						JUD			1	043	043	04	1	2.8	2	1	2	-4.30379746835443	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Cato Manor, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8607	30.9458	-1217452	20171110131500	https://www.timeslive.co.za/news/south-africa/2017-11-10-case-against-police-death-squad-postponed--again/
705683322	20161110	201611	2016	2016.8493	CVL	COMMUNITY						CVL			BUSGOV	BUSINESS						BUS	GOV		0	052	052	05	1	3.5	3	1	3	3.91969407265775	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110131500	http://www.sharonherald.com/news/chamber-honors-those-who-preserve-past-for-area-s-future/article_01ced58c-c5ce-11e7-9f30-0f0307aaa0f5.html
