705026386	20071111	200711	2007	2007.8521	BUS	BUSINESS						BUS													1	112	112	11	3	-2.0	10	1	10	-0.78947368421053	4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	0								4	Pampanga, Davao City, Philippines	RP	RPC3	24267	7.11	125.649	-2443766	20171108151500	https://news.mb.com.ph/2017/11/08/green-charcoal-seen-as-alternative-to-traditional-wood-coal/
705026387	20161108	201611	2016	2016.8438											BUS	COMPANY						BUS			1	043	043	04	1	2.8	6	1	6	1.76991150442478	0								4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026388	20161108	201611	2016	2016.8438											COP	PRISON						COP			0	042	042	04	1	1.9	10	1	10	-7.58873929008567	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171108151500	http://www.delaware1059.com/news/high-profile-delaware-lawyer-to-run-for-attorney-general/article_f0734784-c481-11e7-a024-8baee9c7f3a7.html
705026389	20161108	201611	2016	2016.8438											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	4	1	4	1.76991150442478	0								4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026390	20161108	201611	2016	2016.8438											GOV	HEAD OF STATE						GOV			1	036	036	03	1	4.0	5	1	5	-3.55555555555555	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20171108151500	http://www.digitaljournal.com/news/world/sacked-zimbabwe-vp-in-exile-vows-to-defy-mugabe/article/507123
705026391	20161108	201611	2016	2016.8438	ARG	ARGENTINE	ARG								CHE	ZURICH	CHE								0	043	043	04	1	2.8	3	1	3	2.20588235294117	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171108151500	http://en.mercopress.com/2017/11/08/the-mayor-of-buenos-aires-met-sadiq-khan-to-discuss-global-cities-challenges
705026392	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													1	031	031	03	1	5.2	10	1	10	0	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20171108151500	https://www.autoevolution.com/news/uber-and-nasa-sign-agreement-to-develop-the-flying-cars-we-ve-been-promised-121554.html
705026393	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS													1	042	042	04	1	1.9	6	1	6	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	0								4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026394	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	4	1	4	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026395	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			GBRGOV	UNITED KINGDOM	GBR					GOV			1	020	020	02	1	3.0	6	1	6	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026396	20161108	201611	2016	2016.8438	BUS	COMPANY						BUS			GBRGOV	UNITED KINGDOM	GBR					GOV			1	036	036	03	1	4.0	6	1	6	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026397	20161108	201611	2016	2016.8438	CAN	CANADA	CAN								REF	REFUGEE						REF			1	043	043	04	1	2.8	25	1	10	0.54151624548737	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171108151500	http://www.bclocalnews.com/entertainment/the-piano-recital-with-hersh-anwer-is-nov-13-at-730-p-m-at-the-university-of-victoria/
705026398	20161108	201611	2016	2016.8438	CHE	ZURICH	CHE								ARG	ARGENTINE	ARG								0	042	042	04	1	1.9	3	1	3	2.20588235294117	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20171108151500	http://en.mercopress.com/2017/11/08/the-mayor-of-buenos-aires-met-sadiq-khan-to-discuss-global-cities-challenges
705026399	20161108	201611	2016	2016.8438	COP	PRISON						COP													0	043	043	04	1	2.8	10	1	10	-7.58873929008567	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171108151500	http://www.delaware1059.com/news/high-profile-delaware-lawyer-to-run-for-attorney-general/article_f0734784-c481-11e7-a024-8baee9c7f3a7.html
705026400	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	4	1	4	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	0								4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026401	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								BUS	COMPANY						BUS			1	036	036	03	1	4.0	4	1	4	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026402	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	020	020	02	1	3.0	4	1	4	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026403	20161108	201611	2016	2016.8438	GBRGOV	UNITED KINGDOM	GBR					GOV			BUS	COMPANY						BUS			1	036	036	03	1	4.0	6	1	6	1.76991150442478	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	4	Stevenage, Hertfordshire, United Kingdom	UK	UKF8	40114	51.9167	-0.216667	-2608712	20171108151500	http://www.livecharts.co.uk/share_prices/GlaxoSmithKline-appoints-Hal-Barron-as-R-D-bo-news26674593.html
705026404	20161108	201611	2016	2016.8438	GOV	HEAD OF STATE						GOV													1	036	036	03	1	4.0	5	1	5	-3.55555555555555	1	Zimbabwe	ZI	ZI		-19	29	ZI	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	20171108151500	http://www.digitaljournal.com/news/world/sacked-zimbabwe-vp-in-exile-vows-to-defy-mugabe/article/507123
705026405	20161108	201611	2016	2016.8438	GOV	PRIME MINISTER						GOV													0	060	060	06	2	6.0	6	1	6	-0.82872928176796	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108151500	http://www.worldbulletin.net/headlines/195746/uae-stands-with-lebanon-against-challenges-prince
705026406	20161108	201611	2016	2016.8438	GOV	PRIME MINISTER						GOV			ARE	UNITED ARAB EMIRATES	ARE								0	060	060	06	2	6.0	4	1	4	-0.82872928176796	1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	1	United Arab Emirates	AE	AE		24	54	AE	20171108151500	http://www.worldbulletin.net/headlines/195746/uae-stands-with-lebanon-against-challenges-prince
705026407	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								1	071	071	07	2	7.4	4	1	4	-2.15633423180593	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108151500	http://www.nasdaq.com/article/brazils-tim-criticizes-china-telecom-tactics-in-oi-bid-20171108-01007
