704244597	20161106	201611	2016	2016.8384	GOV	STATE MINIST						GOV													0	042	042	04	1	1.9	6	1	6	-5.66801619433198	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106080000	http://allafrica.com/stories/201711060115.html
704244598	20161106	201611	2016	2016.8384	GOV	STATE MINIST						GOV													0	060	060	06	2	6.0	6	1	6	-5.66801619433198	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	0								4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106080000	http://allafrica.com/stories/201711060115.html
704244599	20161106	201611	2016	2016.8384	GOV	STATE MINIST						GOV			UGA	UGANDA	UGA								0	043	043	04	1	2.8	4	1	4	-5.66801619433198	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106080000	http://allafrica.com/stories/201711060115.html
704244600	20161106	201611	2016	2016.8384	JPN	JAPAN	JPN								JPNGOV	JAPAN	JPN					GOV			1	040	040	04	1	1.0	1	1	1	-0.72992700729927	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171106080000	http://www.newstalkzb.co.nz/news/world/trump-declares-end-to-patience-with-north-korea/
704244601	20161106	201611	2016	2016.8384	JPN	JAPAN	JPN								JPNGOV	JAPAN	JPN					GOV			1	040	040	04	1	1.0	1	1	1	-0.72992700729927	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106080000	http://www.newstalkzb.co.nz/news/world/trump-declares-end-to-patience-with-north-korea/
704244602	20161106	201611	2016	2016.8384	MYSJUD	KUALA LUMPUR	MYS					JUD													0	110	110	11	3	-2.0	6	1	6	-0.233372546456655	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171106080000	http://m.themalaymailonline.com/malaysia/article/pua-fails-to-obtain-leave-to-appeal-over-his-travel-ban-challenge
704244603	20161106	201611	2016	2016.8384	SWE	STOCKHOLM	SWE								GBR	LONDON	GBR								1	040	040	04	1	1.0	1	1	1	0.994200497100244	1	Singapore	SN	SN		1.366667	103.8	SN	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	1	Singapore	SN	SN		1.366667	103.8	SN	20171106080000	https://publishingperspectives.com/2017/11/storydrive-asia-singapore-publishing-conference-2017/
704244604	20161106	201611	2016	2016.8384	SWE	STOCKHOLM	SWE								GBR	LONDON	GBR								1	040	040	04	1	1.0	4	1	4	0.994200497100244	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171106080000	https://publishingperspectives.com/2017/11/storydrive-asia-singapore-publishing-conference-2017/
704244605	20161106	201611	2016	2016.8384	UGA	UGANDA	UGA								GOV	STATE MINIST						GOV			0	042	042	04	1	1.9	4	1	4	-5.66801619433198	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106080000	http://allafrica.com/stories/201711060115.html
704244606	20161106	201611	2016	2016.8384	UGA	UGANDA	UGA								GOV	STATE MINIST						GOV			0	060	060	06	2	6.0	4	1	4	-5.66801619433198	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	4	Kampala, Kampala, Uganda	UG	UG37	18585	0.315556	32.5656	-1728891	20171106080000	http://allafrica.com/stories/201711060115.html
704244607	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	2	1	2	4.33295324971494	3	Henderson Hall, Washington, United States	US	USWA	WA033	47.6552	-122.317	2461228	0								3	Henderson Hall, Washington, United States	US	USWA		47.6552	-122.317	2461228	20171106080000	http://www.newsandsentinel.com/news/local-news/2017/11/marietta-museum-brings-historical-figures-to-life/
704244608	20161106	201611	2016	2016.8384	USA	IOWA	USA																		0	043	043	04	1	2.8	1	1	1	-5.69007263922518	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171106080000	http://www.thegazette.com/subject/news/nation-and-world/iowa-takes-aim-at-tired-drivers-by-raising-awareness-20171105
704244609	20171007	201710	2017	2017.7589	CRM	KIDNAPPER						CRM													1	080	080	08	2	5.0	6	1	6	-4.67422096317281	1	Benin	BN	BN		9.5	2.25	BN	0								1	Benin	BN	BN		9.5	2.25	BN	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244610	20171007	201710	2017	2017.7589	CRM	KIDNAPPER						CRM													1	084	084	08	2	7.0	6	1	6	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	0								5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244611	20171007	201710	2017	2017.7589	CRM	KIDNAPPER						CRM													1	181	181	18	4	-9.0	6	1	6	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	0								5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244612	20171007	201710	2017	2017.7589	EDU	UNIVERSITY						EDU			GOV	PRESIDENT						GOV			1	154	154	15	4	-7.2	2	1	2	-3.14318975552969	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171106080000	https://yaledailynews.com/blog/2017/11/06/yale-prof-presents-case-against-trump/
704244613	20171007	201710	2017	2017.7589	GOV	PRESIDENT						GOV			IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			1	040	040	04	1	1.0	8	1	8	-3.44086021505377	1	Iran	IR	IR		32	53	IR	4	Abbottabad, North-West Frontier, Pakistan	PK	PK03	40337	34.1469	73.2145	-2754270	1	Iran	IR	IR		32	53	IR	20171106080000	http://www.omaha.com/opinion/eli-lake-bin-laden-documents-hint-at-how-iran-used/article_5cf97626-c0ea-11e7-b026-33f2595801a0.html
704244614	20171007	201710	2017	2017.7589	GOV	REGIME						GOV			IRNGOV	IRAN	IRN					GOV			1	040	040	04	1	1.0	2	1	2	-3.44086021505377	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106080000	http://www.omaha.com/opinion/eli-lake-bin-laden-documents-hint-at-how-iran-used/article_5cf97626-c0ea-11e7-b026-33f2595801a0.html
704244615	20171007	201710	2017	2017.7589	IMGMOSALQ	AL QAIDA		ALQ		MOS		IMG			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	8	1	8	-3.44086021505377	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106080000	http://www.omaha.com/opinion/eli-lake-bin-laden-documents-hint-at-how-iran-used/article_5cf97626-c0ea-11e7-b026-33f2595801a0.html
704244616	20171007	201710	2017	2017.7589	IRNGOV	IRAN	IRN					GOV			GOV	REGIME						GOV			1	040	040	04	1	1.0	2	1	2	-3.44086021505377	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106080000	http://www.omaha.com/opinion/eli-lake-bin-laden-documents-hint-at-how-iran-used/article_5cf97626-c0ea-11e7-b026-33f2595801a0.html
704244617	20171007	201710	2017	2017.7589	JUD	ATTORNEY						JUD			GOV	PRESIDENT						GOV			1	154	154	15	4	-7.2	6	1	6	-3.14318975552969	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171106080000	https://yaledailynews.com/blog/2017/11/06/yale-prof-presents-case-against-trump/
704244618	20171007	201710	2017	2017.7589	MLI	BAMAKO	MLI								MIL	MILITARY						MIL			1	173	173	17	4	-5.0	2	1	2	-11.3207547169812	4	Kidal, Kidal, Mali	ML	ML10	19385	18.4411	1.40778	-1070022	4	Kidal, Kidal, Mali	ML	ML10	19385	18.4411	1.40778	-1070022	4	Kidal, Kidal, Mali	ML	ML10	19385	18.4411	1.40778	-1070022	20171106080000	http://www.enca.com/africa/malian-soldiers-killed-during-raid
704244619	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								CRM	KIDNAPPER						CRM			1	080	080	08	2	5.0	2	1	2	-4.67422096317281	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244620	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								CRM	KIDNAPPER						CRM			1	080	080	08	2	5.0	2	1	2	-4.67422096317281	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	1	Benin	BN	BN		9.5	2.25	BN	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244621	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								CRM	KIDNAPPER						CRM			1	084	084	08	2	7.0	4	1	4	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244622	20171007	201710	2017	2017.7589	NGA	NIGERIA	NGA								CRM	KIDNAPPER						CRM			1	181	181	18	4	-9.0	4	1	4	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244623	20171007	201710	2017	2017.7589	USA	AUSTIN	USA																		1	193	193	19	4	-10.0	3	1	3	-2.67857142857143	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171106080000	http://www.wokv.com/news/crime--law/how-explain-gun-violence-children-after-the-texas-church-shooting/BcN8lZTk98v8G1VTKWGWBK/
704244624	20171007	201710	2017	2017.7589	USAJUD	UNITED STATES	USA					JUD			GOV	PRESIDENT						GOV			1	154	154	15	4	-7.2	2	1	2	-3.14318975552969	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20171106080000	https://yaledailynews.com/blog/2017/11/06/yale-prof-presents-case-against-trump/
704244625	20171030	201710	2017	2017.8219	AUS	SYDNEY	AUS								AUSJUD	AUSTRALIA	AUS					JUD			1	017	017	01	1	0.0	2	1	2	0.25773195876288	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106080000	http://www.lithgowmercury.com.au/story/5035734/courting-trouble-across-the-bench/?cs=1968
704244626	20171030	201710	2017	2017.8219	AUS	SYDNEY	AUS								JUD	MAGISTRATE						JUD			1	017	017	01	1	0.0	8	1	8	0.25773195876288	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106080000	http://www.lithgowmercury.com.au/story/5035734/courting-trouble-across-the-bench/?cs=1968
704244627	20171030	201710	2017	2017.8219	GOV	GOVERNOR						GOV			COP	POLICE COMMISSIONER						COP			1	030	030	03	1	4.0	4	1	4	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244628	20171030	201710	2017	2017.8219	GOV	GOVERNOR						GOV			COP	POLICE COMMISSIONER						COP			1	030	030	03	1	4.0	2	1	2	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	1	Benin	BN	BN		9.5	2.25	BN	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244629	20171030	201710	2017	2017.8219	NGAGOV	NIGERIA	NGA					GOV			COP	POLICE COMMISSIONER						COP			1	030	030	03	1	4.0	4	1	4	-4.67422096317281	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	5	Edo State, Edo, Nigeria	NI	NI37	191281	6.5	6	29623	20171106080000	https://www.thisdaylive.com/index.php/2017/11/04/edo-residents-count-gains-of-anti-crime-strategy-laud-govt-new-cp/
704244630	20171030	201710	2017	2017.8219	PHL	PHILIPPINE	PHL								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-2.18181818181818	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171106080000	https://www.cnbc.com/2017/11/06/trump-to-skip-human-rights-in-asia-tour.html
704244631	20171030	201710	2017	2017.8219	PHL	PHILIPPINE	PHL								USA	WASHINGTON	USA								0	043	043	04	1	2.8	8	1	8	-2.18181818181818	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171106080000	https://www.cnbc.com/2017/11/06/trump-to-skip-human-rights-in-asia-tour.html
704244632	20171030	201710	2017	2017.8219	USA	TEXAS	USA								CVL	COMMUNITY						CVL			1	193	193	19	4	-10.0	2	1	2	-1.83696900114811	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171106080000	http://www.good4utah.com:80/news/national/what-life-was-like-at-texas-church-before-a-gunman-opened-fire-on-the-congregation/851891447
704244633	20171030	201710	2017	2017.8219	USA	UNITED STATES	USA								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	2	1	2	-2.18181818181818	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20171106080000	https://www.cnbc.com/2017/11/06/trump-to-skip-human-rights-in-asia-tour.html
704244634	20171030	201710	2017	2017.8219	USA	WASHINGTON	USA								PHL	PHILIPPINE	PHL								0	042	042	04	1	1.9	8	1	8	-2.18181818181818	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171106080000	https://www.cnbc.com/2017/11/06/trump-to-skip-human-rights-in-asia-tour.html
704244635	20171105	201711	2017	2017.8356	BHR	MANAMA	BHR								LAB	EMPLOYEE						LAB			1	036	036	03	1	4.0	2	1	2	-6.88524590163935	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171106080000	http://www.newsofbahrain.com/viewNews.php?ppId=39302&TYPE=Posts&pid=21&MNU=2&SUB=3
704244636	20171105	201711	2017	2017.8356	BHR	MANAMA	BHR								LAB	EMPLOYEE						LAB			1	036	036	03	1	4.0	2	1	2	-6.88524590163935	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20171106080000	http://www.newsofbahrain.com/viewNews.php?ppId=39302&TYPE=Posts&pid=21&MNU=2&SUB=3
704244637	20171105	201711	2017	2017.8356	BUS	BUSINESS						BUS													0	020	020	02	1	3.0	20	1	20	3.80380380380381	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106080000	http://www.newsofbahrain.com/viewNews.php?ppId=39312&TYPE=Posts&pid=21&MNU=2&SUB=4
704244638	20171105	201711	2017	2017.8356	IND	GUJARAT	IND								LAB	WORKER						LAB			1	040	040	04	1	1.0	2	1	2	2.71493212669683	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171106080000	https://www.siasat.com/news/bjp-chief-amit-shah-meets-party-leaders-workers-gujarat-1252411/
704244639	20171105	201711	2017	2017.8356	IND	GUJARAT	IND								LAB	WORKER						LAB			1	046	046	04	1	7.0	2	1	2	2.71493212669683	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171106080000	https://www.siasat.com/news/bjp-chief-amit-shah-meets-party-leaders-workers-gujarat-1252411/
704244640	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			IND	GUJARAT	IND								1	040	040	04	1	1.0	2	1	2	2.71493212669683	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171106080000	https://www.siasat.com/news/bjp-chief-amit-shah-meets-party-leaders-workers-gujarat-1252411/
704244641	20171105	201711	2017	2017.8356	LAB	WORKER						LAB			IND	GUJARAT	IND								1	046	046	04	1	7.0	2	1	2	2.71493212669683	4	Navsari, Gujarat, India	IN	IN09	70127	20.85	72.9167	-2105929	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171106080000	https://www.siasat.com/news/bjp-chief-amit-shah-meets-party-leaders-workers-gujarat-1252411/
704244642	20171105	201711	2017	2017.8356	LBN	BEIRUT	LBN								LBNGOV	LEBANON	LBN					GOV			0	0831	083	08	2	5.0	2	1	2	-6.00522193211488	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171106080000	https://www.stabroeknews.com/2017/news/world/11/06/venezuela-opposition-leader-guevara-seeks-refuge-in-chile-ambassadors-home/
704244643	20171105	201711	2017	2017.8356	MYS	MALAYSIA	MYS								MYSGOVMIL	AHMAD ZAHID HAMIDI	MYS					GOV	MIL		1	043	043	04	1	2.8	6	1	6	0.5449591280654	4	Guar Perahu, Pulau Pinang, Malaysia	MY	MY09	37403	5.42849	100.472	10277847	4	Guar Perahu, Pulau Pinang, Malaysia	MY	MY09	37403	5.42849	100.472	10277847	4	Guar Perahu, Pulau Pinang, Malaysia	MY	MY09	37403	5.42849	100.472	10277847	20171106080000	http://m.themalaymailonline.com/malaysia/article/cat-helps-family-through-trying-time
704244644	20171105	201711	2017	2017.8356	MYSGOVMIL	AHMAD ZAHID HAMIDI	MYS					GOV	MIL		MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	6	1	6	0.5449591280654	4	Kampung Terus, Johor, Malaysia	MY	MY01	18585	2.1142	102.522	-2375218	4	Kampung Terus, Johor, Malaysia	MY	MY01	18585	2.1142	102.522	-2375218	4	Kampung Terus, Johor, Malaysia	MY	MY01	18585	2.1142	102.522	-2375218	20171106080000	http://m.themalaymailonline.com/malaysia/article/cat-helps-family-through-trying-time
704244645	20171105	201711	2017	2017.8356	ZWEGOVMIL	EMMERSON MNANGAGWA	ZWE					GOV	MIL		ZWE	HARARE	ZWE								1	010	010	01	1	0.0	6	1	6	-3.18021201413428	4	Gwanda, Matabeleland South, Zimbabwe	ZI	ZI07	6322	-20.9362	29.007	-2312074	4	Gwanda, Matabeleland South, Zimbabwe	ZI	ZI07	6322	-20.9362	29.007	-2312074	4	Gwanda, Matabeleland South, Zimbabwe	ZI	ZI07	6322	-20.9362	29.007	-2312074	20171106080000	http://www.insiderzim.com/mnangagwa-is-now-a-moving-grave-grace-mugabe-says/
704244646	20171106	201711	2017	2017.8384											AFG	KANDAHAR	AFG								0	190	190	19	4	-10.0	8	1	8	-3.7037037037037	0								4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	20171106080000	BBC Monitoring/BBC Monitoring/(c) BBC
