703893571	20161104	201611	2016	2016.8329	COP	PRISON						COP			scoLEG	SCOTTISH			sco			LEG			1	173	173	17	4	-5.0	10	1	10	-9.74930362116996	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171104140000	https://www.theguardian.com/society/2017/nov/04/jails-in-scotland-less-violent-than-in-england-and-wales-figures-show
703893572	20161104	201611	2016	2016.8329	LEGLEG	CONGRESS						LEG	LEG		LEG	CONGRESS						LEG			1	140	140	14	3	-6.5	10	1	10	-3.18627450980392	0								0								0								20171104140000	http://morungexpress.com/tripura-bjp-judicial-probe-academia-irregularities/
703893573	20161104	201611	2016	2016.8329	LEGLEG	CONGRESS						LEG	LEG		LEG	CONGRESS						LEG			1	141	141	14	3	-6.5	10	1	10	-3.18627450980392	0								0								0								20171104140000	http://morungexpress.com/tripura-bjp-judicial-probe-academia-irregularities/
703893574	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA																		0	173	173	17	4	-5.0	8	1	8	-1.59574468085106	3	Deschutes, Oregon, United States	US	USOR	OR017	44.1565	-121.256	1637841	0								3	Deschutes, Oregon, United States	US	USOR	OR017	44.1565	-121.256	1637841	20171104140000	http://www.nuggetnews.com/main.asp?SectionID=5&TM=18339.22
703893575	20161104	201611	2016	2016.8329	USA	THE US	USA								BUS	COMPANY						BUS			1	012	012	01	1	-0.4	20	1	10	-4.52079566003617	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	20171104140000	http://www.windaction.org/posts/47443-vestas-shares-take-a-dive-in-wake-of-new-us-initiative
703893576	20171005	201710	2017	2017.7534											USA	ATLANTA	USA								0	046	046	04	1	7.0	10	1	10	-1.40237324703344	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20171104140000	https://www.seattletimes.com/nation-world/local-voting-districts-seen-as-crucial-to-election-security/
703893577	20171005	201710	2017	2017.7534	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-2.77349768875192	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171104140000	http://freerepublic.com/focus/f-news/3601589/posts
703893578	20171005	201710	2017	2017.7534	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-2.77349768875192	1	Russia	RS	RS		60	100	RS	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	China	CH	CH		35	105	CH	20171104140000	http://freerepublic.com/focus/f-news/3601589/posts
703893579	20171005	201710	2017	2017.7534	EUR	EUROPEAN	EUR								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	3	1	3	-2.77349768875192	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104140000	http://freerepublic.com/focus/f-news/3601589/posts
703893580	20171005	201710	2017	2017.7534	GBR	UNITED KINGDOM	GBR								ELI	ACTOR						ELI			1	013	013	01	1	0.4	2	1	2	-4.22960725075528	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171104140000	http://krvn.com/abc_entertai/netflix-officially-severs-ties-with-kevin-spacey-abcid35991896/
703893581	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													0	173	173	17	4	-5.0	1	1	1	-13.6890951276102	1	United States	US	US		39.828175	-98.5795	US	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104140000	http://www.tampabay.com/the-latest-american-accused-in-zimbabwe-to-stay-in-jail-ap_world154a83e6f05d46048ffcb28f7d07411b
703893582	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	6	2	6	-13.8083376658984	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104140000	http://www.tampabay.com/the-latest-american-accused-in-zimbabwe-to-stay-in-jail-ap_world154a83e6f05d46048ffcb28f7d07411b
703893583	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	111	111	11	3	-2.0	6	2	6	-13.8083376658984	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104140000	http://www.tampabay.com/the-latest-american-accused-in-zimbabwe-to-stay-in-jail-ap_world154a83e6f05d46048ffcb28f7d07411b
703893584	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	173	173	17	4	-5.0	1	1	1	-13.6890951276102	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104140000	http://www.tampabay.com/the-latest-american-accused-in-zimbabwe-to-stay-in-jail-ap_world154a83e6f05d46048ffcb28f7d07411b
703893585	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	173	173	17	4	-5.0	5	2	5	-13.8321861735561	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171104140000	http://www.tampabay.com/the-latest-american-accused-in-zimbabwe-to-stay-in-jail-ap_world154a83e6f05d46048ffcb28f7d07411b
703893586	20171005	201710	2017	2017.7534	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-2.77349768875192	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104140000	http://freerepublic.com/focus/f-news/3601589/posts
703893587	20171005	201710	2017	2017.7534	IRN	IRAN	IRN								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	1	1	1	-2.77349768875192	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104140000	http://freerepublic.com/focus/f-news/3601589/posts
703893588	20171005	201710	2017	2017.7534	RUS	RUSSIA	RUS								USAGOV	OBAMA	USA					GOV			1	120	120	12	3	-4.0	5	1	5	-2.77349768875192	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171104140000	http://freerepublic.com/focus/f-news/3601589/posts
703893589	20171005	201710	2017	2017.7534	USA	ATLANTA	USA																		0	046	046	04	1	7.0	10	1	10	-1.40237324703344	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20171104140000	https://www.seattletimes.com/nation-world/local-voting-districts-seen-as-crucial-to-election-security/
