704518730	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS								JAM	JAMAICAN	JAM								1	043	043	04	1	2.8	10	1	10	3.75	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	1	Jamaica	JM	JM		18.25	-77.5	JM	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171107034500	http://themusic.com.au/news/all/2017/11/07/reggae-star-chronixx-announces-2018-aussie-east-coast-tour/
704518731	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			UAF	MILITANT						UAF			0	045	045	04	1	5.0	1	1	1	-2.90739411342426	4	Effurun, Delta, Nigeria	NI	NI36	191350	5.55463	5.78624	-2005827	4	Effurun, Delta, Nigeria	NI	NI36	191350	5.55463	5.78624	-2005827	4	Effurun, Delta, Nigeria	NI	NI36	191350	5.55463	5.78624	-2005827	20171107034500	http://news2.onlinenigeria.com/news/general/674559-be-patient-with-us-fg-begs-avengers.html
704518732	20161107	201611	2016	2016.8411	GOV	GOVERNMENT						GOV			UAF	MILITANT						UAF			0	045	045	04	1	5.0	1	1	1	-2.90739411342426	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	5	Delta State, Delta, Nigeria	NI	NI36	191350	5.5	6	29267	20171107034500	http://news2.onlinenigeria.com/news/general/674559-be-patient-with-us-fg-begs-avengers.html
704518733	20161107	201611	2016	2016.8411	IDN	INDONESIA	IDN																		0	1123	112	11	3	-2.0	2	1	2	-1.91532258064516	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	0								4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171107034500	https://www.theepochtimes.com/indonesias-bid-to-root-out-islamists-throws-spotlight-on-universities_2351236.html
704518734	20161107	201611	2016	2016.8411	IDN	INDONESIA	IDN								SYR	SYRIA	SYR								0	042	042	04	1	1.9	5	1	5	-1.91532258064516	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	4	Muhammadiyah, ?amah, Syria	SY	SY10	26358	34.9458	37.0667	-3858444	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	20171107034500	https://www.theepochtimes.com/indonesias-bid-to-root-out-islamists-throws-spotlight-on-universities_2351236.html
704518735	20161107	201611	2016	2016.8411	IDN	INDONESIA	IDN								SYR	SYRIA	SYR								0	042	042	04	1	1.9	3	1	3	-1.91532258064516	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	20171107034500	https://www.theepochtimes.com/indonesias-bid-to-root-out-islamists-throws-spotlight-on-universities_2351236.html
704518736	20161107	201611	2016	2016.8411	IDN	INDONESIA	IDN								SYR	SYRIA	SYR								0	042	042	04	1	1.9	2	1	2	-1.91532258064516	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171107034500	https://www.theepochtimes.com/indonesias-bid-to-root-out-islamists-throws-spotlight-on-universities_2351236.html
704518737	20161107	201611	2016	2016.8411	JAM	JAMAICAN	JAM								AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	10	1	10	3.75	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20171107034500	http://themusic.com.au/news/all/2017/11/07/reggae-star-chronixx-announces-2018-aussie-east-coast-tour/
704518738	20161107	201611	2016	2016.8411	JUD	SUPREME COURT						JUD			MNCKOR	SAMSUNG	KOR					MNC			1	010	010	01	1	0.0	10	1	10	2.18978102189781	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171107034500	http://www.nasdaq.com/article/us-supreme-court-rejects-samsungs-appeal-of-patent-loss-to-apple-20171106-01698
704518739	20161107	201611	2016	2016.8411	MIL	ADMIRAL						MIL													1	090	090	09	2	-2.0	8	1	8	-8.53835021707667	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107034500	http://malaysiandigest.com/world/706513-60-us-navy-admirals-snared-in-fat-leonard-corruption-scandal.html
704518740	20161107	201611	2016	2016.8411	MIL	ADMIRAL						MIL													1	090	090	09	2	-2.0	2	1	2	-8.53835021707667	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								1	Singapore	SN	SN		1.366667	103.8	SN	20171107034500	http://malaysiandigest.com/world/706513-60-us-navy-admirals-snared-in-fat-leonard-corruption-scandal.html
704518741	20161107	201611	2016	2016.8411	SYR	SYRIA	SYR								IDN	INDONESIA	IDN								0	043	043	04	1	2.8	8	1	8	-1.91532258064516	4	Muhammadiyah, ?amah, Syria	SY	SY10	26358	34.9458	37.0667	-3858444	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	4	Pancasila, Riau, Indonesia	ID	ID37	18585	0.0232	101.201	10125131	20171107034500	https://www.theepochtimes.com/indonesias-bid-to-root-out-islamists-throws-spotlight-on-universities_2351236.html
704518742	20161107	201611	2016	2016.8411	SYR	SYRIA	SYR								IDN	INDONESIA	IDN								0	043	043	04	1	2.8	2	1	2	-1.91532258064516	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	4	Bali, Jawa Timur, Indonesia	ID	ID08	18585	-7.1046	112.337	10205777	20171107034500	https://www.theepochtimes.com/indonesias-bid-to-root-out-islamists-throws-spotlight-on-universities_2351236.html
704518743	20171008	201710	2017	2017.7616	BUS	COMPANY						BUS			CHN	CHINA	CHN								1	036	036	03	1	4.0	10	1	10	2.13114754098361	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20171107034500	http://thechronicleherald.ca/business/1518031-entrevestor-graphite-innovation-ampamp-technologies-takes-another-step-forward
704518744	20171008	201710	2017	2017.7616	BUS	COMPANY						BUS			CHN	CHINA	CHN								1	080	080	08	2	5.0	10	1	10	2.13114754098361	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20171107034500	http://thechronicleherald.ca/business/1518031-entrevestor-graphite-innovation-ampamp-technologies-takes-another-step-forward
