703598311	20171103	201711	2017	2017.8301											GBR	LONDON	GBR								1	190	190	19	4	-10.0	2	1	2	-10.3792415169661	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171103123000	https://article.wn.com/view/2017/11/03/Manhunt_for_predator_who_sexually_assaulted_seven_schoolgirl/
703598312	20171103	201711	2017	2017.8301											GOV	PRESIDENT						GOV			1	010	010	01	1	0.0	2	1	2	-1.40449438202247	0								1	Malta	MT	MT		35.916667	14.433333	MT	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171103123000	http://www.maltatoday.com.mt/news/national/81878/daphne_caruana_galizia_to_be_laid_to_rest_today
703598313	20171103	201711	2017	2017.8301											GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	10	1	10	2.56410256410257	0								4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20171103123000	http://www.news18.com/news/india/supreme-court-orders-cbi-probe-into-technical-courses-approval-in-4-deemed-to-be-universities-1566397.html
703598314	20171103	201711	2017	2017.8301											GOV	LAW OFFICER						GOV			1	030	030	03	1	4.0	10	1	10	-9.3167701863354	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171103123000	https://wonw1280.iheart.com/content/2017-11-03-murder-suspect-arrested-in-henry-county/
703598315	20171103	201711	2017	2017.8301											GOV	CHIEF EXECUTIVE						GOV			1	036	036	03	1	4.0	10	1	10	2.7027027027027	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20171103123000	https://www.worldipreview.com/listing/news?offset=6050
703598316	20171103	201711	2017	2017.8301											GOV	MINIST						GOV			1	040	040	04	1	1.0	6	1	6	0.64794816414686	0								4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171103123000	http://www.lestimes.com/minister-moletsane-to-discuss-principals-concerns/
703598317	20171103	201711	2017	2017.8301											GOV	MAYOR						GOV			1	042	042	04	1	1.9	6	1	6	1.67714884696016	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171103123000	http://www.heraldpalladium.com/news/local/hartford-mayor-challenged-for-seat/article_893c8470-dc98-5d53-87bd-c72e7153908a.html
703598318	20171103	201711	2017	2017.8301											GOV	REGIME						GOV			0	042	042	04	1	1.9	3	1	3	-10.1382488479263	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20171103123000	https://www.economist.com/news/middle-east-and-africa/21730957-attack-desert-undermines-confidence-government-jihadists-continue
703598319	20171103	201711	2017	2017.8301											GOV	CHIEF MINISTER						GOV			1	043	043	04	1	2.8	10	1	10	-8.19327731092437	0								5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	1	United States	US	US		39.828175	-98.5795	US	20171103123000	http://www.hindustantimes.com/india-news/bhopal-gang-rape-case-mp-one-of-india-s-most-unsafe-dangerous-places-for-women/story-0rgaECFviW2kgsrbQHe76N.html
703598320	20171103	201711	2017	2017.8301											GOV	MAYOR						GOV			1	043	043	04	1	2.8	6	1	6	2.81329923273657	0								3	Philadelphia City Hall, Pennsylvania, United States	US	USPA		39.9523	-75.1635	1852216	3	Philadelphia City Hall, Pennsylvania, United States	US	USPA		39.9523	-75.1635	1852216	20171103123000	https://www.caribbeanlifenews.com/stories/2017/11/2017-11-10-nk-vincy-flag-raising-of-cl.html
703598321	20171103	201711	2017	2017.8301											GOV	CHIEF EXECUTIVE						GOV			0	046	046	04	1	7.0	6	1	6	-2.19922380336352	0								4	Pittodrie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.3	-2.51667	-2605403	4	Pittodrie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.3	-2.51667	-2605403	20171103123000	https://www.eveningexpress.co.uk/fp/aberdeen-fc/donsnews/mcinnes-it-is-always-just-about-the-next-game-were-used-to-speculation-over-the-last-wee-while-a-few-times-for-me-now/
703598322	20171103	201711	2017	2017.8301											GOV	CHIEF EXECUTIVE						GOV			0	050	050	05	1	3.5	6	1	6	-2.19922380336352	0								4	Pittodrie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.3	-2.51667	-2605403	4	Pittodrie, Aberdeenshire, United Kingdom	UK	UKT6	40171	57.3	-2.51667	-2605403	20171103123000	https://www.eveningexpress.co.uk/fp/aberdeen-fc/donsnews/mcinnes-it-is-always-just-about-the-next-game-were-used-to-speculation-over-the-last-wee-while-a-few-times-for-me-now/
703598323	20171103	201711	2017	2017.8301											GOV	MINIST						GOV			1	111	111	11	3	-2.0	10	1	10	-7.4468085106383	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171103123000	http://classicalfm.ca/news/zoomer-news/2017/11/03/former-seniors-minister-accuses-fellow-mp-adam-vaughan-of-elder-abuse/
703598324	20171103	201711	2017	2017.8301											GOV	GOVERNMENT						GOV			0	120	120	12	3	-4.0	3	1	3	-2.94511378848729	0								4	Masupha, Lesotho (general), Lesotho	LT	LT00	18831	-29.1264	27.8336	-1405781	4	Masupha, Lesotho (general), Lesotho	LT	LT00	18831	-29.1264	27.8336	-1405781	20171103123000	http://www.thepost.co.ls/insight/unpacking-the-historical-roots-of-lesothos-political-instability-2/
703598325	20171103	201711	2017	2017.8301											GOV	GOVERNMENT						GOV			0	120	120	12	3	-4.0	7	1	7	-2.94511378848729	0								4	Matsieng, Lesotho (general), Lesotho	LT	LT00	18925	-29.6172	27.5664	-1405861	4	Matsieng, Lesotho (general), Lesotho	LT	LT00	18925	-29.6172	27.5664	-1405861	20171103123000	http://www.thepost.co.ls/insight/unpacking-the-historical-roots-of-lesothos-political-instability-2/
703598326	20171103	201711	2017	2017.8301											GOV	REGULATOR						GOV			1	130	130	13	3	-4.4	10	1	10	-0.26737967914438	0								4	City Of London, London, City of, United Kingdom	UK	UKH9	40110	51.5141	-0.093689	-2601891	4	City Of London, London, City of, United Kingdom	UK	UKH9	40110	51.5141	-0.093689	-2601891	20171103123000	https://www.out-law.com/en/articles/2017/november/expert-warns-against-scaremongering-as-regulator-gives-evidence-on-impact-of-brexit/
703598327	20171103	201711	2017	2017.8301											HLH	DOCTOR						HLH			0	023	023	02	1	3.4	10	1	10	-4.3421052631579	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171103123000	http://www.latimes.com/science/sciencenow/la-sci-sn-obesity-america-clueless-20171103-story.html
703598328	20171103	201711	2017	2017.8301											HLH	HOSPITAL						HLH			1	033	033	03	1	5.2	10	1	10	3.71747211895911	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171103123000	http://medicalphysicsweb.org/cws/article/newsfeed/70341
703598329	20171103	201711	2017	2017.8301											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	20	1	10	1.13378684807256	0								4	Saltpond, Ghana (general), Ghana	GH	GH00	190647	5.20913	-1.06058	-2078398	4	Saltpond, Ghana (general), Ghana	GH	GH00	190647	5.20913	-1.06058	-2078398	20171103123000	https://www.myjoyonline.com/news/2017/November-3rd/prof-francis-allotey-has-died-at-85.php
703598330	20171103	201711	2017	2017.8301											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	5	1	5	2.60115606936416	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171103123000	https://reliefweb.int/report/pakistan/icrc-hands-over-3-physical-rehab-centres-indus-hospital-network
703598331	20171103	201711	2017	2017.8301											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	5	1	5	-1.6597510373444	0								4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	20171103123000	https://www.niagarathisweek.com/whatson-story/7770569-simon-cowell-buys-2k-electric-bikes/
703598332	20171103	201711	2017	2017.8301											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	4	1	4	-4.42708333333334	0								3	Dearborn, Michigan, United States	US	USMI	MI163	42.3223	-83.1763	624432	3	Dearborn, Michigan, United States	US	USMI	MI163	42.3223	-83.1763	624432	20171103123000	http://www.providencejournal.com/news/20171103/3-year-old-shoots-two-toddlers-in-michigan-home-day-care
703598333	20171103	201711	2017	2017.8301											HLH	HOSPITAL						HLH			1	046	046	04	1	7.0	1	1	1	2.64550264550265	0								3	Bedford, Indiana, United States	US	USIN	IN093	38.8612	-86.4872	450667	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171103123000	http://www.wbiw.com/local/archive/2017/11/de-stressing-diabetes-presentation-at-iu-health-bloomington.php
703598334	20171103	201711	2017	2017.8301											IGOEUREEC	THE EU	EUR	EEC				IGO			0	030	030	03	1	4.0	10	1	10	-2.11433046202036	0								1	Montenegro	MJ	MJ		42.5	19.3	MJ	1	Montenegro	MJ	MJ		42.5	19.3	MJ	20171103123000	http://www.albaniannews.com/index.php?idm=16414&mod=2
703598335	20171103	201711	2017	2017.8301											IGOUNODEV	UNESCO		UNO				IGO	DEV		1	042	042	04	1	1.9	8	1	4	3.87323943661972	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171103123000	https://en.unesco.org/news/unesco-new-delhi-hosts-international-workshop-digital-library-design
703598336	20171103	201711	2017	2017.8301											IND	JAMMU AND KASHMIR	IND								1	040	040	04	1	1.0	10	1	10	-2.97297297297297	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171103123000	https://www.thebetterindia.com/119967/khardunga-la-highest-road-successor/
703598337	20171103	201711	2017	2017.8301											IRL	TARA	IRL								1	043	043	04	1	2.8	2	1	2	-6.17283950617284	0								4	Phibsborough, Dublin City, Ireland	EI	EI33	18288	53.3642	-6.27806	419313	4	Phibsborough, Dublin City, Ireland	EI	EI33	18288	53.3642	-6.27806	419313	20171103123000	http://www.dublinlive.ie/news/dublin-news/dublin-fire-brigade-battle-domestic-13851731
703598338	20171103	201711	2017	2017.8301											IRLGOV	DUBLIN	IRL					GOV			1	043	043	04	1	2.8	6	1	6	-6.17283950617284	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171103123000	http://www.dublinlive.ie/news/dublin-news/dublin-fire-brigade-battle-domestic-13851731
703598339	20171103	201711	2017	2017.8301											IRLGOV	DUBLIN	IRL					GOV			1	190	190	19	4	-10.0	12	1	6	-6.17283950617284	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20171103123000	http://www.dublinlive.ie/news/dublin-news/dublin-fire-brigade-battle-domestic-13851731
703598340	20171103	201711	2017	2017.8301											IRN	IRANIAN	IRN								1	051	051	05	1	3.4	2	1	2	-3.2590051457976	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171103123000	https://en.qantara.de/content/35-years-of-the-islamic-republic
703598341	20171103	201711	2017	2017.8301											IRN	IRAN	IRN								1	051	051	05	1	3.4	2	1	2	-3.2590051457976	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Germany	GM	GM		51.5	10.5	GM	20171103123000	https://en.qantara.de/content/35-years-of-the-islamic-republic
703598342	20171103	201711	2017	2017.8301											IRQ	IRAQ	IRQ								1	040	040	04	1	1.0	2	1	2	-2.45398773006135	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171103123000	https://en.qantara.de/search/overview/content%20interview%20with%20identity%20politics%20ex%20pert%20mujibur%20rehman%20muslims%20feel%20deeply%20unsafe%20in%20present
703598343	20171103	201711	2017	2017.8301											IRQ	IRAQ	IRQ								1	046	046	04	1	7.0	2	1	2	-2.45398773006135	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171103123000	https://en.qantara.de/search/overview/content%20interview%20with%20identity%20politics%20ex%20pert%20mujibur%20rehman%20muslims%20feel%20deeply%20unsafe%20in%20present
703598344	20171103	201711	2017	2017.8301											ISR	ISRAEL	ISR								0	040	040	04	1	1.0	1	1	1	0.91883614088821	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Israel	IS	IS		31.5	34.75	IS	20171103123000	http://www.middleeasteye.net/news/british-minister-held-secret-meetings-israel-officials-138234836
703598345	20171103	201711	2017	2017.8301											ISR	ISRAEL	ISR								1	046	046	04	1	7.0	2	1	2	0.91883614088821	0								1	Israel	IS	IS		31.5	34.75	IS	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171103123000	http://www.middleeasteye.net/news/british-minister-held-secret-meetings-israel-officials-138234836
703598346	20171103	201711	2017	2017.8301											JUD	JUDGE						JUD			0	020	020	02	1	3.0	10	1	10	-4.62287104622871	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171103123000	http://www.news24.com/SouthAfrica/News/emotional-scenes-at-rene-roman-accuseds-court-appearance-20171103
703598347	20171103	201711	2017	2017.8301											JUD	JUDGE						JUD			1	040	040	04	1	1.0	10	1	10	-5.88235294117647	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171103123000	http://www.ejinsight.com/20171103-jury-dismissed-after-failing-to-reach-verdict-in-donald-tsang-trial/
703598348	20171103	201711	2017	2017.8301											KEN	KENYA	KEN								1	010	010	01	1	0.0	1	1	1	-8.78378378378375	0								4	Kapchorwa, Kapchorwa District, Uganda	UG	UGA5	18585	1.39651	34.4509	-1729080	4	Kapchorwa, Kapchorwa District, Uganda	UG	UGA5	18585	1.39651	34.4509	-1729080	20171103123000	http://news.xinhuanet.com/english/2017-11/03/c_136726509.htm
703598349	20171103	201711	2017	2017.8301											KEN	NAIROBI	KEN								1	042	042	04	1	1.9	10	1	10	4.51388888888889	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171103123000	https://www.sde.co.ke/thenairobian/article/2001259216/kenyan-men-to-soon-enjoy-beer-made-from-model-s-private-parts
703598350	20171103	201711	2017	2017.8301											KEN	KENYA	KEN								1	0841	084	08	2	7.0	3	1	3	-8.78378378378375	0								4	Kapchorwa, Kapchorwa District, Uganda	UG	UGA5	18585	1.39651	34.4509	-1729080	4	Kapchorwa, Kapchorwa District, Uganda	UG	UGA5	18585	1.39651	34.4509	-1729080	20171103123000	http://news.xinhuanet.com/english/2017-11/03/c_136726509.htm
703598351	20171103	201711	2017	2017.8301											KEN	KENYA	KEN								1	0841	084	08	2	7.0	1	1	1	-8.78378378378375	0								4	Kapchorwa, Kapchorwa District, Uganda	UG	UGA5	18585	1.39651	34.4509	-1729080	1	Kenya	KE	KE		1	38	KE	20171103123000	http://news.xinhuanet.com/english/2017-11/03/c_136726509.htm
703598352	20171103	201711	2017	2017.8301											KEN	KENYA	KEN								1	0841	084	08	2	7.0	4	1	4	-8.78378378378375	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171103123000	http://news.xinhuanet.com/english/2017-11/03/c_136726509.htm
703598353	20171103	201711	2017	2017.8301											LAB	WORKER						LAB			1	190	190	19	4	-10.0	5	1	5	-6.08465608465608	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20171103123000	https://www.ndtv.com/india-news/pressure-in-boiler-shot-up-70-times-before-ntpc-blast-that-killed-32-1770817
703598354	20171103	201711	2017	2017.8301											LEG	LAWMAKER						LEG			1	046	046	04	1	7.0	3	1	3	-1.60427807486631	0								3	Rayburn House Office Building, District of Columbia, United States	US	USDC		38.8868	-77.0105	528876	3	Rayburn House Office Building, District of Columbia, United States	US	USDC		38.8868	-77.0105	528876	20171103123000	https://www.politico.com/tipsheets/huddle/2017/11/03/trump-leaves-for-asia-tour-brady-talks-tax-reform-today-female-lawmakers-detail-hill-harassment-lamar-smith-to-retire-223158
703598355	20171103	201711	2017	2017.8301											LEG	PARLIAMENT						LEG			0	051	051	05	1	3.4	10	1	10	0.28583095140874	0								4	Thaba Bosiu, Lesotho (general), Lesotho	LT	LT00	18925	-29.3451	27.6713	-1406330	4	Thaba Bosiu, Lesotho (general), Lesotho	LT	LT00	18925	-29.3451	27.6713	-1406330	20171103123000	http://www.lestimes.com/ambition-does-not-mean-disrespect/
703598356	20171103	201711	2017	2017.8301											LEG	CONGRESS						LEG			0	051	051	05	1	3.4	8	1	8	-2.21729490022173	0								1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171103123000	https://www.telesurtv.net/english/news/Trump-Wont-Tone-Down-North-Korea-Provocations-on-Asia-Trip-20171103-0002.html
703598357	20171103	201711	2017	2017.8301											LEG	CONGRESS						LEG			0	051	051	05	1	3.4	1	1	1	-2.21729490022173	0								1	North Korea	KN	KN		40	127	KN	1	United States	US	US		39.828175	-98.5795	US	20171103123000	https://www.telesurtv.net/english/news/Trump-Wont-Tone-Down-North-Korea-Provocations-on-Asia-Trip-20171103-0002.html
703598358	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								0	010	010	01	1	0.0	2	1	2	-4.04949381327334	0								4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171103123000	http://www.thepost.co.ls/local-news/scott-says-he-was-beaten-to-implicate-thabane/
703598359	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								0	0311	031	03	1	5.2	10	1	10	2.24719101123596	0								4	Butha-Buthe, Butha-Buthe, Lesotho	LT	LT11	18870	-28.7666	28.2494	-1405404	4	Butha-Buthe, Butha-Buthe, Lesotho	LT	LT11	18870	-28.7666	28.2494	-1405404	20171103123000	http://www.lestimes.com/chinese-community-empowers-farmers/
703598360	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								0	042	042	04	1	1.9	4	1	4	-6.5123010130246	0								4	Berea Plateau, Lesotho (general), Lesotho	LT	LT00	18925	-29.2897	27.6301	-1405358	4	Berea Plateau, Lesotho (general), Lesotho	LT	LT00	18925	-29.2897	27.6301	-1405358	20171103123000	http://www.thepost.co.ls/news/ex-convict-kidnaps-woman-demands-m5-million-ransom/
703598361	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								0	042	042	04	1	1.9	10	1	10	-4.05117270788912	0								4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171103123000	http://www.thepost.co.ls/local-news/man-arrested-for-m1-2-million-fraud/
703598362	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								1	042	042	04	1	1.9	13	1	10	-2.94511378848729	0								4	Matsieng, Lesotho (general), Lesotho	LT	LT00	18925	-29.6172	27.5664	-1405861	4	Matsieng, Lesotho (general), Lesotho	LT	LT00	18925	-29.6172	27.5664	-1405861	20171103123000	http://www.thepost.co.ls/insight/unpacking-the-historical-roots-of-lesothos-political-instability-2/
703598363	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								1	171	171	17	4	-9.2	4	1	4	-6.5123010130246	0								4	Berea Plateau, Lesotho (general), Lesotho	LT	LT00	18925	-29.2897	27.6301	-1405358	4	Berea Plateau, Lesotho (general), Lesotho	LT	LT00	18925	-29.2897	27.6301	-1405358	20171103123000	http://www.thepost.co.ls/news/ex-convict-kidnaps-woman-demands-m5-million-ransom/
703598364	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								1	181	181	18	4	-9.0	2	1	2	-6.5123010130246	0								4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171103123000	http://www.thepost.co.ls/news/ex-convict-kidnaps-woman-demands-m5-million-ransom/
703598365	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								1	181	181	18	4	-9.0	2	1	2	-6.5123010130246	0								4	Semonkong, Lesotho (general), Lesotho	LT	LT00	18926	-29.9167	28.0333	-1406274	4	Semonkong, Lesotho (general), Lesotho	LT	LT00	18926	-29.9167	28.0333	-1406274	20171103123000	http://www.thepost.co.ls/news/ex-convict-kidnaps-woman-demands-m5-million-ransom/
703598366	20171103	201711	2017	2017.8301											LSO	LESOTHO	LSO								0	182	182	18	4	-9.5	3	1	3	-6.5123010130246	0								4	Berea Plateau, Lesotho (general), Lesotho	LT	LT00	18925	-29.2897	27.6301	-1405358	4	Berea Plateau, Lesotho (general), Lesotho	LT	LT00	18925	-29.2897	27.6301	-1405358	20171103123000	http://www.thepost.co.ls/news/ex-convict-kidnaps-woman-demands-m5-million-ransom/
703598367	20171103	201711	2017	2017.8301											LSOGOV	LESOTHO	LSO					GOV			1	040	040	04	1	1.0	2	1	2	0.64794816414686	0								4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	4	Maseru, Maseru, Lesotho	LT	LT14	18925	-29.3167	27.4833	-1405824	20171103123000	http://www.lestimes.com/minister-moletsane-to-discuss-principals-concerns/
703598368	20171103	201711	2017	2017.8301											LSOGOV	LESOTHO	LSO					GOV			1	057	057	05	1	8.0	10	1	10	0.82872928176796	0								4	Khubelu, Lesotho (general), Lesotho	LT	LT00	18954	-29.2667	28.8667	-1405541	4	Khubelu, Lesotho (general), Lesotho	LT	LT00	18954	-29.2667	28.8667	-1405541	20171103123000	http://www.lestimes.com/lhda-pledges-to-improve-livelihoods/
703598369	20171103	201711	2017	2017.8301											LVA	LATVIAN	LVA								1	046	046	04	1	7.0	20	1	10	0.41928721174004	0								1	Latvia	LG	LG		57	25	LG	1	Latvia	LG	LG		57	25	LG	20171103123000	http://www.btvi.in/article/read/international/39393/pm-modi-meets-latvian-pm-kucinskis--discuss-bilateral-ties
703598370	20171103	201711	2017	2017.8301											MED	MEDIA						MED			0	020	020	02	1	3.0	10	1	10	0.74074074074074	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103123000	https://timesofindia.indiatimes.com/india/india-china-need-to-be-confident-to-make-things-work-envoy/articleshow/61485792.cms
703598371	20171103	201711	2017	2017.8301											MED	MEDIA						MED			0	020	020	02	1	3.0	10	1	10	1.30111524163569	0								4	Patna District, Bihar, India	IN	IN34	17619	25.4167	85.1667	-2107495	4	Patna District, Bihar, India	IN	IN34	17619	25.4167	85.1667	-2107495	20171103123000	http://indiatoday.intoday.in/story/india-china-need-to-be-confident-to-make-things-work-envoy/1/1081616.html
703598372	20171103	201711	2017	2017.8301											MED	MEDIA						MED			0	036	036	03	1	4.0	10	1	10	-3.59848484848484	0								1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171103123000	http://www.financialexpress.com/world-news/donald-trump-says-twitter-account-shut-down-shows-his-impact-heres-what-happened/918521/
703598373	20171103	201711	2017	2017.8301											MED	SPOKESMAN						MED			0	081	081	08	2	5.0	2	1	2	-3.48027842227378	0								4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	4	Croydon, Croydon, United Kingdom	UK	UKC8	40133	51.3833	-0.1	-2593790	20171103123000	https://www.standard.co.uk/news/uk/teacher-who-took-photos-up-girls-skirts-at-south-london-convent-school-faces-classroom-ban-a3675471.html
703598374	20171103	201711	2017	2017.8301											MED	MAGAZINE						MED			0	100	100	10	3	-5.0	6	1	6	-7.59637188208621	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171103123000	http://www.nola.com/opinions/index.ssf/2017/11/john_kelly_civil_war_compromis.html
703598375	20171103	201711	2017	2017.8301											MNCUSA	RAYTHEON	USA					MNC			0	040	040	04	1	1.0	10	1	10	-0.60514372163389	0								4	Narew, Podlaskie, Poland	PL	PL81	24501	52.9121	23.5219	-517875	4	Narew, Podlaskie, Poland	PL	PL81	24501	52.9121	23.5219	-517875	20171103123000	Rzeczpospolita in Polish/BBC Monitoring/(c) BBC
703598376	20171103	201711	2017	2017.8301											MYS	SABAH	MYS								1	042	042	04	1	1.9	10	1	10	0.593471810089019	0								4	Papar, Sabah, Malaysia	MY	MY16	37415	5.73333	115.933	-2404841	4	Papar, Sabah, Malaysia	MY	MY16	37415	5.73333	115.933	-2404841	20171103123000	http://www.theedgemarkets.com/article/jaycorp-proposes-diversify-construction-and-property-development
703598377	20171103	201711	2017	2017.8301											NGA	NIGERIAN	NGA								1	112	112	11	3	-2.0	10	1	10	-2.25352112676057	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171103123000	http://allafrica.com/stories/201711030620.html
703598378	20171103	201711	2017	2017.8301											NLD	UTRECHT	NLD								1	042	042	04	1	1.9	10	1	10	0.95238095238095	0								0								0								20171103123000	http://www.spex.de/daelek-on-the-art-of-gold-digging-at-le-guess-who-festivals-mega-record-fair/
703598379	20171103	201711	2017	2017.8301											OPP	ACTIVIST						OPP			1	043	043	04	1	2.8	3	1	3	-4.62287104622871	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171103123000	http://www.news24.com/SouthAfrica/News/emotional-scenes-at-rene-roman-accuseds-court-appearance-20171103
703598380	20171103	201711	2017	2017.8301											PAK	PAKISTAN	PAK								0	020	020	02	1	3.0	8	1	4	-0.90090090090091	0								4	Kashmiri, Punjab, Pakistan	PK	PK04	23677	32.0387	73.751	6104745	4	Kashmiri, Punjab, Pakistan	PK	PK04	23677	32.0387	73.751	6104745	20171103123000	http://www.agoracosmopolitan.com/news/headline_news/2017/11/03/12458-modi-government-appoints-interlocutor-on-kashmir-yet-another-indian-gimmick-or-kashmir-towards-resolution.html
703598381	20171103	201711	2017	2017.8301											PAK	RAWALPINDI	PAK								1	0841	084	08	2	7.0	14	1	14	-4.56989247311828	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171103123000	https://www.aninews.in/news/world/asia/pak-senators-criticize-military-judiciary-involvement-in-politics201711031741020001/
