704018388	20161105	201611	2016	2016.8356											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	4	1	4	-0.26666666666666	0								4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	20171105060000	https://www.news24.com/SouthAfrica/News/new-minister-is-a-jz-loyalist-20171021
704018389	20161105	201611	2016	2016.8356	AFR	AFRICA	AFR																		0	190	190	19	4	-10.0	4	1	4	-0.26666666666666	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	0								4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	20171105060000	https://www.news24.com/SouthAfrica/News/new-minister-is-a-jz-loyalist-20171021
704018390	20161105	201611	2016	2016.8356	BUS	COMPANIES						BUS			CVL	SETTLEMENT						CVL			0	043	043	04	1	2.8	3	1	3	-5.37918871252204	3	University Of Wisconsin, Wisconsin, United States	US	USWI	WI141	44.6411	-90.1335	1575931	3	University Of Wisconsin, Wisconsin, United States	US	USWI		44.6411	-90.1335	1575931	3	University Of Wisconsin, Wisconsin, United States	US	USWI		44.6411	-90.1335	1575931	20171105060000	http://www.wiscnews.com/news/state-and-regional/article_df78e4e8-6436-59ed-a2d5-e375cb233bb0.html
704018391	20161105	201611	2016	2016.8356	CVL	SETTLEMENT						CVL			BUS	COMPANIES						BUS			0	042	042	04	1	1.9	3	1	3	-5.37918871252204	3	University Of Wisconsin, Wisconsin, United States	US	USWI	WI141	44.6411	-90.1335	1575931	3	University Of Wisconsin, Wisconsin, United States	US	USWI		44.6411	-90.1335	1575931	3	University Of Wisconsin, Wisconsin, United States	US	USWI		44.6411	-90.1335	1575931	20171105060000	http://www.wiscnews.com/news/state-and-regional/article_df78e4e8-6436-59ed-a2d5-e375cb233bb0.html
704018392	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	3.74531835205993	3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	0								3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	20171105060000	http://www.thehawkeye.com/news/20171105/prolific-artist-will-be-featured-at-this-years-gala-event
704018393	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	1	1	1	3.74531835205993	3	Berwyn, Illinois, United States	US	USIL	IL031	41.8506	-87.7937	404233	0								3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	20171105060000	http://www.thehawkeye.com/news/20171105/prolific-artist-will-be-featured-at-this-years-gala-event
704018394	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	4	1	4	3.74531835205993	3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	0								3	Burlington, Illinois, United States	US	USIL	IL089	42.0528	-88.5481	405231	20171105060000	http://www.thehawkeye.com/news/20171105/prolific-artist-will-be-featured-at-this-years-gala-event
704018395	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	1	1	1	-3.37620578778135	3	Adams County, Illinois, United States	US	USIL	IL001	39.9667	-91.1835	424202	0								3	Adams County, Illinois, United States	US	USIL		39.9667	-91.1835	424202	20171105060000	http://www.whig.com/20171106/nature-more-important-than-slavery-issue-for-early-settler
704018396	20161105	201611	2016	2016.8356	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	1	1	1	-3.37620578778135	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20171105060000	http://www.whig.com/20171106/nature-more-important-than-slavery-issue-for-early-settler
704018397	20171029	201710	2017	2017.8192	SIK	SIKH				SIK															1	051	051	05	1	3.4	4	1	4	0.74074074074074	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171105060000	http://www.mid-day.com/articles/delhi-based-prabh-deep-plans-to-clean-the-gullies-of-his-delhi-locality-of-drugs/18711155
704018398	20171029	201710	2017	2017.8192	SIK	SIKH				SIK															1	051	051	05	1	3.4	1	1	1	0.74074074074074	4	Tilak Nagar, Maharashtra, India	IN	IN16	70183	19.0667	72.9	-2113120	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171105060000	http://www.mid-day.com/articles/delhi-based-prabh-deep-plans-to-clean-the-gullies-of-his-delhi-locality-of-drugs/18711155
704018399	20171029	201710	2017	2017.8192	USAMED	WALL STREET JOURNAL	USA					MED													1	020	020	02	1	3.0	4	1	4	-2.98913043478261	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105060000	http://www.tulsaworld.com/homepagelatest/d-c-digest-sen-james-inhofe-wants-stronger-u-s/article_05eb403a-90a3-5797-a74b-83058368ec8f.html
704018400	20171029	201710	2017	2017.8192	USAMED	WALL STREET JOURNAL	USA					MED													1	020	020	02	1	3.0	6	1	6	-2.98913043478261	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171105060000	http://www.tulsaworld.com/homepagelatest/d-c-digest-sen-james-inhofe-wants-stronger-u-s/article_05eb403a-90a3-5797-a74b-83058368ec8f.html
704018401	20171104	201711	2017	2017.8329	BHRGOV	BAHRAIN	BHR					GOV													1	042	042	04	1	1.9	4	1	4	0	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	0								1	Qatar	QA	QA		25.5	51.25	QA	20171105060000	http://www.newsofbahrain.com/viewNews.php?ppId=39265&TYPE=Posts&pid=21&MNU=2&SUB=2
704018402	20171104	201711	2017	2017.8329	CVL	COMMUNITY						CVL			HLH	HOSPITAL						HLH			0	017	017	01	1	0.0	3	1	3	-4.25531914893617	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	20171105060000	http://www.thesierraleonetelegraph.com/sierra-leone-fifty-six-years-of-independence-and-ten-years-of-apc-misrule-nothing-to-celebrate/
704018403	20171104	201711	2017	2017.8329	CVL	COMMUNITY						CVL			HLH	HOSPITAL						HLH			0	017	017	01	1	0.0	7	1	7	-4.25531914893617	4	Greenville, Sinoe, Liberia	LI	LI10	147210	5.01111	-9.03889	-2132302	4	Greenville, Sinoe, Liberia	LI	LI10	147210	5.01111	-9.03889	-2132302	4	Greenville, Sinoe, Liberia	LI	LI10	147210	5.01111	-9.03889	-2132302	20171105060000	http://www.thesierraleonetelegraph.com/sierra-leone-fifty-six-years-of-independence-and-ten-years-of-apc-misrule-nothing-to-celebrate/
