703677829	20071106	200711	2007	2007.8384	MEX	MEXICO	MEX								MED	JOURNALIST						MED			0	190	190	19	4	-10.0	10	1	10	-5.36786786786787	4	Coahuila, Sonora, Mexico	MX	MX26	20961	28.6	-111.383	-1658163	4	Coahuila, Sonora, Mexico	MX	MX26	20961	28.6	-111.383	-1658163	4	Coahuila, Sonora, Mexico	MX	MX26	20961	28.6	-111.383	-1658163	20171103173000	http://www.refworld.org/docid/59fc67d84.html
703677830	20161103	201611	2016	2016.8301											BUS	BUSINESS						BUS			0	057	057	05	1	8.0	10	1	10	-2.12121212121212	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171103173000	http://www.business-standard.com/article/pti-stories/rcom-to-shut-voice-calls-from-dec-1-subs-can-port-till-dec-31-117110301567_1.html
703677831	20161103	201611	2016	2016.8301											MEX	MEXICAN	MEX								0	036	036	03	1	4.0	36	1	36	-1.48433684576158	0								4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	20171103173000	https://www.americamagazine.org/arts-culture/2017/11/03/ghosts-toni-morrison-catholic-writer-confronts-legacy-slavery
703677832	20161103	201611	2016	2016.8301											MEX	MEXICAN	MEX								0	036	036	03	1	4.0	2	1	2	-2.95748613678373	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171103173000	https://www.americamagazine.org/faith/2017/11/03/dissent-now-then-thomas-weinandy-and-meaning-jesuit-discernment
703677833	20161103	201611	2016	2016.8301											MEX	MEXICAN	MEX								0	036	036	03	1	4.0	2	1	2	-0.58411214953271	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103173000	https://www.americamagazine.org/arts-culture/2017/11/03/ghosts-toni-morrison-catholic-writer-confronts-legacy-slavery
703677834	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS													0	057	057	05	1	8.0	10	1	10	-2.12121212121212	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171103173000	http://www.business-standard.com/article/pti-stories/rcom-to-shut-voice-calls-from-dec-1-subs-can-port-till-dec-31-117110301567_1.html
703677835	20161103	201611	2016	2016.8301	CAN	ONTARIO	CAN								CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	5	1	5	-2.4	0								0								0								20171103173000	http://1075koolfm.com/barrie-among-first-14-communities-to-get-a-pot-shop/
703677836	20161103	201611	2016	2016.8301	CHE	GENEVA	CHE								BUS	AIRLINE						BUS			1	080	080	08	2	5.0	3	1	3	0.740740740740739	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20171103173000	http://www.freightweek.org/index.php/latest-news/2921-slower-airfreight-growth-in-2018-says-iata
703677837	20161103	201611	2016	2016.8301	CUB	HAVANA	CUB																		1	013	013	01	1	0.4	5	1	5	2.56410256410256	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171103173000	https://www.msn.com/en-us/finance/news/caterpillar-distributor-is-first-us-company-to-get-permission-to-set-up-in-cubas-mariel-zone/ar-AAups9H
703677838	20161103	201611	2016	2016.8301	CVL	COMMUNITY						CVL			CAN	ONTARIO	CAN								1	042	042	04	1	1.9	5	1	5	-2.4	0								0								0								20171103173000	http://1075koolfm.com/barrie-among-first-14-communities-to-get-a-pot-shop/
703677839	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV													0	010	010	01	1	0.0	8	1	8	-3.56612184249629	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20171103173000	https://sputniknews.com/europe/201711031058795378-brexit-chief-whip-smith/
703677840	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	2	1	2	-3.56612184249629	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20171103173000	https://sputniknews.com/europe/201711031058795378-brexit-chief-whip-smith/
703677841	20161103	201611	2016	2016.8301	KHM	PHNOM PENH	KHM								USAMED	REUTERS	USA					MED			1	043	043	04	1	2.8	2	1	2	-4.22145328719723	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103173000	http://www.dailymail.co.uk/wires/reuters/article-5045447/UPDATE-2-With-America-First-Trump-mutes-U-S-voice-human-rights-Asia.html
703677842	20161103	201611	2016	2016.8301	MEX	MEXICAN	MEX																		0	036	036	03	1	4.0	36	1	36	-1.48433684576158	4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	0								4	Rosa Maria, Sinaloa, Mexico	MX	MX25	20887	24.6708	-107.689	-1694171	20171103173000	https://www.americamagazine.org/arts-culture/2017/11/03/ghosts-toni-morrison-catholic-writer-confronts-legacy-slavery
703677843	20161103	201611	2016	2016.8301	MEX	MEXICAN	MEX																		0	036	036	03	1	4.0	2	1	2	-2.95748613678373	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171103173000	https://www.americamagazine.org/faith/2017/11/03/dissent-now-then-thomas-weinandy-and-meaning-jesuit-discernment
703677844	20161103	201611	2016	2016.8301	MEX	MEXICAN	MEX																		0	036	036	03	1	4.0	2	1	2	-0.58411214953271	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103173000	https://www.americamagazine.org/arts-culture/2017/11/03/ghosts-toni-morrison-catholic-writer-confronts-legacy-slavery
703677845	20161103	201611	2016	2016.8301	MNCUSA	EXXON	USA					MNC													1	115	115	11	3	-2.0	10	1	10	-3.41880341880342	0								0								0								20171103173000	https://www.environmentguru.com/pages/elements/element.aspx?id=5699599
703677846	20161103	201611	2016	2016.8301	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	3	1	3	-1.4218009478673	1	Russia	RS	RS		60	100	RS	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20171103173000	http://newsok.com/is-it-time-for-facebook-twitter-and-google-to-become-more-american/article/5570699
703677847	20161103	201611	2016	2016.8301	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-1.4218009478673	1	Russia	RS	RS		60	100	RS	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	1	Russia	RS	RS		60	100	RS	20171103173000	http://newsok.com/is-it-time-for-facebook-twitter-and-google-to-become-more-american/article/5570699
703677848	20161103	201611	2016	2016.8301	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	5	1	5	-1.4218009478673	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171103173000	http://newsok.com/is-it-time-for-facebook-twitter-and-google-to-become-more-american/article/5570699
