705676237	20171011	201710	2017	2017.7699	ESPGOV	SPAIN	ESP					GOV			CVL	VOTER						CVL			0	0241	024	02	1	-0.3	2	1	2	-6.06060606060606	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171110124500	http://www.digitaljournal.com/news/world/catalan-speaker-has-bail-paid-may-leave-jail/article/507308
705676238	20171011	201710	2017	2017.7699	GOV	PRIME MINISTER						GOV			CVL	VOTER						CVL			0	0241	024	02	1	-0.3	8	1	8	-6.06060606060606	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171110124500	http://www.digitaljournal.com/news/world/catalan-speaker-has-bail-paid-may-leave-jail/article/507308
705676239	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		PHL	MANILA	PHL								0	060	060	06	2	6.0	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676240	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		PHL	MANILA	PHL								0	060	060	06	2	6.0	21	2	21	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676241	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		RUS	RUSSIAN	RUS								0	043	043	04	1	2.8	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676242	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		RUS	RUSSIAN	RUS								0	043	043	04	1	2.8	3	2	3	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676243	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		RUS	MOSCOW	RUS								0	060	060	06	2	6.0	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676244	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		RUS	RUSSIA	RUS								0	060	060	06	2	6.0	6	2	6	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676245	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		RUS	MOSCOW	RUS								0	060	060	06	2	6.0	15	2	15	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676246	20171011	201710	2017	2017.7699	GOVBUS	STATE OWNED						GOV	BUS		RUSGOVMIL	RUSSIAN	RUS					GOV	MIL		0	043	043	04	1	2.8	18	2	18	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676247	20171011	201710	2017	2017.7699	PHL	MANILA	PHL								GOVBUS	STATE OWNED						GOV	BUS		0	060	060	06	2	6.0	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676248	20171011	201710	2017	2017.7699	PHL	MANILA	PHL								GOVBUS	STATE OWNED						GOV	BUS		0	060	060	06	2	6.0	21	2	21	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676249	20171011	201710	2017	2017.7699	PHL	PHILIPPINE	PHL								UAF	MILITANT						UAF			1	138	138	13	3	-7.0	12	2	12	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676250	20171011	201710	2017	2017.7699	RUS	RUSSIAN	RUS								GOVBUS	STATE OWNED						GOV	BUS		0	042	042	04	1	1.9	3	2	3	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676251	20171011	201710	2017	2017.7699	RUS	RUSSIAN	RUS								GOVBUS	STATE OWNED						GOV	BUS		0	042	042	04	1	1.9	3	2	3	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676252	20171011	201710	2017	2017.7699	RUS	MOSCOW	RUS								GOVBUS	STATE OWNED						GOV	BUS		0	060	060	06	2	6.0	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676253	20171011	201710	2017	2017.7699	RUS	RUSSIA	RUS								GOVBUS	STATE OWNED						GOV	BUS		0	060	060	06	2	6.0	6	2	6	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676254	20171011	201710	2017	2017.7699	RUS	MOSCOW	RUS								GOVBUS	STATE OWNED						GOV	BUS		0	060	060	06	2	6.0	15	2	15	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676255	20171011	201710	2017	2017.7699	RUS	RUSSIA	RUS								UAF	MILITANT						UAF			1	138	138	13	3	-7.0	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676256	20171011	201710	2017	2017.7699	RUS	RUSSIA	RUS								UAF	MILITANT						UAF			1	138	138	13	3	-7.0	3	2	3	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676257	20171011	201710	2017	2017.7699	RUSGOVMIL	RUSSIAN	RUS					GOV	MIL		GOVBUS	STATE OWNED						GOV	BUS		0	042	042	04	1	1.9	18	2	18	-0.544078144078147	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676258	20171011	201710	2017	2017.7699	UAF	MILITANT						UAF													1	138	138	13	3	-7.0	6	2	6	-0.544078144078147	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	https://www.thestar.com.my/news/world/2017/11/10/well-buy-arms-from-russia-philippines-duterte-tells-putin/
705676259	20171011	201710	2017	2017.7699	USA	AMERICAN	USA								GOV	AUTHORITIES						GOV			1	055	055	05	1	7.0	5	1	5	-5.8458813108946	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171110124500	http://www.israelhayom.com/2017/11/10/hunted-by-the-authorities/
705676260	20171103	201711	2017	2017.8301	GOV	PRESIDENT						GOV			RUSGOV	RUSSIAN	RUS					GOV			0	036	036	03	1	4.0	6	1	6	-2.5	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171110124500	http://www.zerohedge.com/news/2017-11-10/white-house-says-there-are-no-formal-plans-trump-putin-meeting
705676261	20171103	201711	2017	2017.8301	GOV	PRESIDENT						GOV			RUSGOV	RUSSIA	RUS					GOV			0	040	040	04	1	1.0	2	1	2	-2.5	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	http://www.zerohedge.com/news/2017-11-10/white-house-says-there-are-no-formal-plans-trump-putin-meeting
705676262	20171103	201711	2017	2017.8301	RUSGOV	RUSSIA	RUS					GOV			GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	-2.5	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171110124500	http://www.zerohedge.com/news/2017-11-10/white-house-says-there-are-no-formal-plans-trump-putin-meeting
705676263	20171103	201711	2017	2017.8301	catELI	CATALAN			cat			ELI			BEL	BELGIUM	BEL								0	100	100	10	3	-5.0	2	1	2	-6.06060606060606	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171110124500	http://www.digitaljournal.com/news/world/catalan-speaker-has-bail-paid-may-leave-jail/article/507308
705676264	20171103	201711	2017	2017.8301	catELI	CATALAN			cat			ELI			BEL	BELGIUM	BEL								0	100	100	10	3	-5.0	2	1	2	-6.06060606060606	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171110124500	http://www.digitaljournal.com/news/world/catalan-speaker-has-bail-paid-may-leave-jail/article/507308
705676265	20171103	201711	2017	2017.8301	catELI	CATALAN			cat			ELI			cat	CATALAN			cat						0	100	100	10	3	-5.0	6	1	6	-6.06060606060606	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171110124500	http://www.digitaljournal.com/news/world/catalan-speaker-has-bail-paid-may-leave-jail/article/507308
705676266	20171109	201711	2017	2017.8466											IDNBUS	INDONESIA	IDN					BUS			1	057	057	05	1	8.0	1	1	1	-1.12570356472796	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676267	20171109	201711	2017	2017.8466											MNCIDNMED	INDOSAT	IDN					MNC	MED		1	057	057	05	1	8.0	5	1	5	-1.12570356472796	0								1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676268	20171109	201711	2017	2017.8466	IDN	INDONESIA	IDN								IDNBUS	INDONESIA	IDN					BUS			1	057	057	05	1	8.0	1	1	1	-1.12570356472796	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676269	20171109	201711	2017	2017.8466	IDNBUS	INDONESIA	IDN					BUS													1	057	057	05	1	8.0	1	1	1	-1.12570356472796	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	0								4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676270	20171109	201711	2017	2017.8466	IDNBUS	INDONESIA	IDN					BUS			IDN	INDONESIA	IDN								1	057	057	05	1	8.0	1	1	1	-1.12570356472796	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676271	20171109	201711	2017	2017.8466	IDNBUS	INDONESIAN	IDN					BUS			LEG	REPRESENTATIVES						LEG			1	057	057	05	1	8.0	4	1	4	-1.12570356472796	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676272	20171109	201711	2017	2017.8466	LEG	REPRESENTATIVES						LEG			IDNBUS	INDONESIAN	IDN					BUS			1	057	057	05	1	8.0	3	1	3	-1.12570356472796	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676273	20171109	201711	2017	2017.8466	LEG	REPRESENTATIVES						LEG			IDNBUS	INDONESIA	IDN					BUS			1	057	057	05	1	8.0	1	1	1	-1.12570356472796	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676274	20171109	201711	2017	2017.8466	MNCIDNMED	INDOSAT	IDN					MNC	MED												1	057	057	05	1	8.0	5	1	5	-1.12570356472796	4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	0								4	Midrand, Gauteng, South Africa	SF	SF06	77346	-25.9636	28.1378	437319	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=147391:Alphabet-Indonesia-expand-Web-access-via-balloons&catid=129
705676275	20171110	201711	2017	2017.8493											AFR	AFRICA	AFR								1	036	036	03	1	4.0	6	1	6	8	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171110124500	https://outoftownblog.com/winning-asean-athletes-to-receive-free-flights-from-airasia/
705676276	20171110	201711	2017	2017.8493											AGR	FARMER						AGR			1	040	040	04	1	1.0	20	1	20	2.20299113554202	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110124500	https://www.fginsight.com/news/plans-to-cap-amount-of-money-handed-out-to-farmers-under-discussion-at-wto-42069
705676277	20171110	201711	2017	2017.8493											AUS	AUSTRALIA	AUS								1	061	061	06	2	6.4	5	1	5	2.82485875706215	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20171110124500	http://www.hydrogenfuelnews.com/new-zealand-unveils-new-commitment-to-renewable-energy/8533388/
705676278	20171110	201711	2017	2017.8493											BRN	BRUNEI	BRN								1	042	042	04	1	1.9	5	1	5	7.95698924731183	0								4	Borneo, Brunei (general), Brunei	BX	BX00	18585	1	114	-1337259	4	Borneo, Brunei (general), Brunei	BX	BX00	18585	1	114	-1337259	20171110124500	http://borneobulletin.com.bn/paying-tribute-to-the-the-peoples-sultan/
705676279	20171110	201711	2017	2017.8493											BUS	BANK						BUS			1	036	036	03	1	4.0	10	1	10	3.62903225806451	0								4	Hyde Park, Gauteng, South Africa	SF	SF06	77346	-26.1207	28.0379	-1238894	4	Hyde Park, Gauteng, South Africa	SF	SF06	77346	-26.1207	28.0379	-1238894	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=166373:Google-monetises-Play-Store-for-local-developers
705676280	20171110	201711	2017	2017.8493											BUS	BANK						BUS			1	036	036	03	1	4.0	10	1	10	3.92953929539295	0								1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20171110124500	http://www.itweb.co.za/index.php?option=com_content&view=article&id=166373:Google-monetises-Play-Store-for-local-developers&catid=1359
705676281	20171110	201711	2017	2017.8493											BUS	ENTREPRENEUR						BUS			1	040	040	04	1	1.0	6	1	6	2.6923076923077	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171110124500	http://cjonline.com/news/local/2017-11-10/facebook-founder-mark-zuckerberg-visit-kansas-friday
705676282	20171110	201711	2017	2017.8493											BUS	BANK						BUS			0	040	040	04	1	1.0	3	1	3	-2.34234234234234	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171110124500	https://www.nytimes.com/2017/11/10/business/dealbook/senate-corporate-tax-cut.html
705676283	20171110	201711	2017	2017.8493											BUS	INDUSTRY						BUS			1	100	100	10	3	-5.0	10	1	10	0	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171110124500	http://www.4-traders.com/news/At-13-0-CAGR-Global-Power-Rental-Market-to-Expand-USD-20-30-Billion-by-2020-Zion-Market-Research--25482480/
705676284	20171110	201711	2017	2017.8493											CHN	BEIJING	CHN								0	042	042	04	1	1.9	2	1	2	-0.754458161865569	0								1	North Korea	KN	KN		40	127	KN	1	India	IN	IN		20	77	IN	20171110124500	http://www.firstpost.com/india/donald-trump-singlehandedly-upended-ties-with-strategic-partner-india-in-paying-fealty-to-xi-jinping-4203587.html
705676285	20171110	201711	2017	2017.8493											CHNGOV	XI JINPING	CHN					GOV			0	046	046	04	1	7.0	6	1	6	-1.24223602484472	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171110124500	https://www.ndtv.com/india-news/india-china-likely-to-hold-border-talks-next-month-1773878
705676286	20171110	201711	2017	2017.8493											CHNGOV	XI JINPING	CHN					GOV			0	164	164	16	4	-7.0	6	1	6	-1.24223602484472	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171110124500	https://www.ndtv.com/india-news/india-china-likely-to-hold-border-talks-next-month-1773878
705676287	20171110	201711	2017	2017.8493											CHR	CHRISTIAN				CHR					0	020	020	02	1	3.0	10	1	10	-3.67936925098554	0								3	King College, Tennessee, United States	US	USTN		36.5859	-82.1576	1328616	3	King College, Tennessee, United States	US	USTN		36.5859	-82.1576	1328616	20171110124500	https://www.heraldandnews.com/news/local_news/faith/on-religion-at-some-point-christianese-may-cancel-out-real/article_4e07ce57-b14d-5431-8c9f-f491da812a97.html
