704130502	20161105	201611	2016	2016.8356	ARE	ABU DHABI	ARE																		1	057	057	05	1	8.0	10	1	10	1.31826741996234	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	0								1	China	CH	CH		35	105	CH	20171105200000	https://www.thenational.ae/business/china-s-cosco-shipping-breaks-ground-at-khalifa-port-1.673284
704130503	20161105	201611	2016	2016.8356	FRA	FRANCE	FRA																		1	101	101	10	3	-5.0	10	1	10	-5.49019607843137	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20171105200000	https://www.znbc.co.zm/contaminated-water-hits-mufulira/
704130504	20161105	201611	2016	2016.8356	FRA	CANNES	FRA								MAR	MOROCCAN	MAR								1	172	172	17	4	-5.0	5	1	5	-1.67724388032638	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20171105200000	http://bombmagazine.org/articles/nabil-ayouch/
704130505	20161105	201611	2016	2016.8356	FRA	CANNES	FRA								MAR	MOROCCAN	MAR								1	1721	172	17	4	-5.0	6	1	6	-1.67724388032638	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20171105200000	http://bombmagazine.org/articles/nabil-ayouch/
704130506	20161105	201611	2016	2016.8356	FRA	CANNES	FRA								MAR	MOROCCO	MAR								1	1721	172	17	4	-5.0	1	1	1	-1.67724388032638	1	Tunisia	TS	TS		34	9	TS	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	4	Casablanca, Grand Casablanca, Morocco	MO	MO45	147343	33.59	-7.61	-28159	20171105200000	http://bombmagazine.org/articles/nabil-ayouch/
704130507	20161105	201611	2016	2016.8356	GRC	GREECE	GRC								BUS	COMPANIES						BUS			1	020	020	02	1	3.0	10	1	10	0.650759219088937	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171105200000	https://eurovoix.com/page/3/
704130508	20161105	201611	2016	2016.8356	MED	NEWSPAPER						MED			BUS	COMPANIES						BUS			0	010	010	01	1	0.0	1	1	1	-1.95578231292517	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Applebay, British Virgin Islands (general), British Virgin Islands	VI	VI00	68749	18.4	-64.6667	-1305640	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105200000	http://www.vozdeguanacaste.com/en/articles/2017/11/04/largest-papagayo-investors-dealt-and-stashed-money-tax-havens
704130509	20161105	201611	2016	2016.8356	MED	NEWSPAPER						MED			BUS	COMPANIES						BUS			0	010	010	01	1	0.0	4	1	4	-1.95578231292517	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105200000	http://www.vozdeguanacaste.com/en/articles/2017/11/04/largest-papagayo-investors-dealt-and-stashed-money-tax-havens
704130510	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS																		0	070	070	07	2	7.0	30	5	30	-0.66324688784866	1	Russia	RS	RS		60	100	RS	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105200000	http://www.wsoctv.com/news/politics/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/640108091
704130511	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USA	UNITED STATES	USA								0	070	070	07	2	7.0	5	5	5	-0.66324688784866	1	Russia	RS	RS		60	100	RS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105200000	http://www.wsoctv.com/news/politics/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/640108091
704130512	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USA	UNITED STATES	USA								0	070	070	07	2	7.0	5	5	5	-0.66324688784866	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105200000	http://www.wsoctv.com/news/politics/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/640108091
704130513	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USAMED	ASSOCIATED PRESS	USA					MED			0	070	070	07	2	7.0	35	5	35	-0.66324688784866	1	Russia	RS	RS		60	100	RS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Russia	RS	RS		60	100	RS	20171105200000	http://www.wsoctv.com/news/politics/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/640108091
704130514	20161105	201611	2016	2016.8356	RUS	RUSSIAN	RUS								USAMED	ASSOCIATED PRESS	USA					MED			0	070	070	07	2	7.0	5	5	5	-0.66324688784866	1	Ukraine	UP	UP		49	32	UP	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105200000	http://www.wsoctv.com/news/politics/report-commerce-head-has-stake-in-firm-tied-to-putin-orbit/640108091
704130515	20171029	201710	2017	2017.8192											COP	POLICE OFFICER						COP			1	193	193	19	4	-10.0	20	2	20	-11.9658119658119	0								4	Skopje, Macedonia (general), Macedonia	MK	MK00	27270	42	21.4333	-95841	4	Skopje, Macedonia (general), Macedonia	MK	MK00	27270	42	21.4333	-95841	20171105200000	http://www.mysanantonio.com/news/world/article/Long-sentences-for-Albanian-militants-decried-in-12333566.php
704130516	20171029	201710	2017	2017.8192	COP	POLICE OFFICER						COP													1	193	193	19	4	-10.0	16	2	16	-11.9658119658119	4	Skopje, Macedonia (general), Macedonia	MK	MK00	27270	42	21.4333	-95841	0								4	Skopje, Macedonia (general), Macedonia	MK	MK00	27270	42	21.4333	-95841	20171105200000	http://www.mysanantonio.com/news/world/article/Long-sentences-for-Albanian-militants-decried-in-12333566.php
704130517	20171029	201710	2017	2017.8192	COP	POLICE OFFICER						COP													1	193	193	19	4	-10.0	4	2	4	-11.9658119658119	1	Albania	AL	AL		41	20	AL	0								1	Albania	AL	AL		41	20	AL	20171105200000	http://www.mysanantonio.com/news/world/article/Long-sentences-for-Albanian-militants-decried-in-12333566.php
