704909002	20161108	201611	2016	2016.8438											CAN	CANADA	CAN								1	046	046	04	1	7.0	2	1	2	1.55490767735666	0								4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	20171108073000	http://www.kelownadailycourier.ca/life/article_30a55748-c44b-11e7-893c-9b3a68eb17a6.html
704909003	20161108	201611	2016	2016.8438	BUS	BANK						BUS			AZE	AZERBAIJAN	AZE								1	030	030	03	1	4.0	6	1	6	0	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171108073000	https://www.azernews.az/business/121871.html
704909004	20161108	201611	2016	2016.8438	CAN	CANADA	CAN																		1	046	046	04	1	7.0	2	1	2	1.55490767735666	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20171108073000	http://www.kelownadailycourier.ca/life/article_30a55748-c44b-11e7-893c-9b3a68eb17a6.html
704909005	20161108	201611	2016	2016.8438	EDU	UNIVERSITY						EDU			GBR	LONDON	GBR								1	0311	031	03	1	5.2	10	1	10	0.14471780028943	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108073000	http://pimediaonline.co.uk/news/ucl-borrows-record-amount-to-expand-london-campuses/
704909006	20161108	201611	2016	2016.8438	EDU	UNIVERSITY						EDU			GBR	LONDON	GBR								1	071	071	07	2	7.4	10	1	10	0.14471780028943	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108073000	http://pimediaonline.co.uk/news/ucl-borrows-record-amount-to-expand-london-campuses/
704909007	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								ISR	ISRAELI	ISR								0	042	042	04	1	1.9	1	1	1	6.88888888888889	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909008	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								ISR	ISRAELI	ISR								0	042	042	04	1	1.9	1	1	1	6.88888888888889	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909009	20161108	201611	2016	2016.8438	ESP	SPAIN	ESP								ISRGOV	ISRAELI	ISR					GOV			0	042	042	04	1	1.9	3	1	3	6.88888888888889	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909010	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV													0	1712	171	17	4	-9.2	10	1	10	-5.73770491803279	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171108073000	http://zeenews.india.com/environment/delhi-vs-beijing-indias-capital-miles-ahead-in-race-to-be-most-polluted-2055249.html
704909011	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			HND	HONDURAN	HND								1	160	160	16	4	-4.0	4	1	4	-2.58620689655172	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108073000	http://www.newdelhitimes.com/immigration-status-unsure-for-nicaraguans-hondurans-in-us/
704909012	20161108	201611	2016	2016.8438	GOV	GOVERNMENT						GOV			HNDCVL	HONDURAN	HND					CVL			1	160	160	16	4	-4.0	6	1	6	-2.58620689655172	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171108073000	http://www.newdelhitimes.com/immigration-status-unsure-for-nicaraguans-hondurans-in-us/
704909013	20161108	201611	2016	2016.8438	ISR	ISRAELI	ISR								ESP	SPAIN	ESP								0	043	043	04	1	2.8	1	1	1	6.88888888888889	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909014	20161108	201611	2016	2016.8438	ISR	ISRAELI	ISR								ESP	SPAIN	ESP								0	043	043	04	1	2.8	1	1	1	6.88888888888889	1	Israel	IS	IS		31.5	34.75	IS	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	1	Israel	IS	IS		31.5	34.75	IS	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909015	20161108	201611	2016	2016.8438	ISR	ISRAELI	ISR								USA	FIRST STATE	USA								0	042	042	04	1	1.9	1	1	1	6.88888888888889	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909016	20161108	201611	2016	2016.8438	ISRGOV	ISRAELI	ISR					GOV			ESP	SPAIN	ESP								0	043	043	04	1	2.8	3	1	3	6.88888888888889	1	Israel	IS	IS		31.5	34.75	IS	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	1	Israel	IS	IS		31.5	34.75	IS	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909017	20161108	201611	2016	2016.8438	USA	FIRST STATE	USA								ISR	ISRAELI	ISR								0	043	043	04	1	2.8	1	1	1	6.88888888888889	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	4	El Pardo, AndalucíSP, Spain	SP	SP51	25779	36.7688	-2.96472	-380966	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909018	20161108	201611	2016	2016.8438	USA	FIRST STATE	USA								ISR	ISRAELI	ISR								0	043	043	04	1	2.8	1	1	1	6.88888888888889	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20171108073000	http://royalcentral.co.uk/europe/spain/king-and-queen-of-spain-welcome-president-of-israel-on-a-state-visit-91152
704909019	20171009	201710	2017	2017.7644											JUD	JUDGE						JUD			1	1243	124	12	3	-4.0	3	1	3	-5.38555691554467	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108073000	http://www.somdnews.com/enterprise/crime_and_courts/man-held-on-charges-alleging-attack-on-girlfriend-in-lexington/article_446eec0e-cb72-5a33-8af8-c8da01af8f36.html
704909020	20171009	201710	2017	2017.7644	AUS	MURRAY	AUS																		1	084	084	08	2	7.0	10	1	10	-1.03305785123967	4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	0								4	Broken Hill, New South Wales, Australia	AS	AS02	5096	-31.9617	141.46	-1561850	20171108073000	http://www.stockandland.com.au/story/5044195/fish-fillip-low-slow-flow-from-menindee-to-frisky-murray-cod/
704909021	20171009	201710	2017	2017.7644	BEL	BELGIUM	BEL								catLEG	CATALAN			cat			LEG			1	1044	104	10	3	-5.0	1	1	1	-6.24203821656051	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171108073000	http://www.arabnews.com/node/1190076/world
