703189868	20161102	201611	2016	2016.8274	CRM	GANG						CRM			USA	NEW JERSEY	USA								1	031	031	03	1	5.2	6	1	6	-1.8111254851229	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171102061500	http://www.washingtonexaminer.com/for-republicans-gang-of-eight-was-no-grand-immigration-bargain/article/2639363
703189869	20161102	201611	2016	2016.8274	MIL	SPECIAL FORCES						MIL			NGA	NIGERIA	NGA								0	036	036	03	1	4.0	8	1	8	-3.77952755905512	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171102061500	http://www.bournemouthecho.co.uk/leisure/showbiz/15633330.Our_Girl_fans_hit_out_at_BBC_after_Elvis_Harte_is_killed_off/
703189870	20161102	201611	2016	2016.8274	MIL	SPECIAL FORCES						MIL			NGA	NIGERIA	NGA								0	036	036	03	1	4.0	2	1	2	-3.77952755905512	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20171102061500	http://www.bournemouthecho.co.uk/leisure/showbiz/15633330.Our_Girl_fans_hit_out_at_BBC_after_Elvis_Harte_is_killed_off/
703189871	20161102	201611	2016	2016.8274	MIL	SPECIAL FORCES						MIL			NGA	NIGERIA	NGA								0	060	060	06	2	6.0	8	1	8	-3.77952755905512	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171102061500	http://www.bournemouthecho.co.uk/leisure/showbiz/15633330.Our_Girl_fans_hit_out_at_BBC_after_Elvis_Harte_is_killed_off/
703189872	20161102	201611	2016	2016.8274	MIL	SPECIAL FORCES						MIL			NGA	NIGERIA	NGA								0	060	060	06	2	6.0	2	1	2	-3.77952755905512	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20171102061500	http://www.bournemouthecho.co.uk/leisure/showbiz/15633330.Our_Girl_fans_hit_out_at_BBC_after_Elvis_Harte_is_killed_off/
703189873	20161102	201611	2016	2016.8274	NPL	NEPAL	NPL																		0	139	139	13	3	-7.0	4	1	4	-3.77952755905512	1	Nepal	NP	NP		28	84	NP	0								1	Nepal	NP	NP		28	84	NP	20171102061500	http://www.bournemouthecho.co.uk/leisure/showbiz/15633330.Our_Girl_fans_hit_out_at_BBC_after_Elvis_Harte_is_killed_off/
703189874	20161102	201611	2016	2016.8274	USA	UNITED STATES	USA								CUB	CUBA	CUB								1	110	110	11	3	-2.0	1	1	1	-5.46967895362663	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171102061500	https://www.baytoday.ca/world-news/us-votes-against-un-resolution-condemning-us-embargo-on-cuba-755005
703189875	20161102	201611	2016	2016.8274	USA	THE US	USA								KOR	SOUTH KOREA	KOR								0	090	090	09	2	-2.0	4	1	4	-4.93827160493828	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171102061500	http://www.zdnet.com/article/google-denies-korean-tax-evasion-allegation/
703189876	20171003	201710	2017	2017.7479											EUR	EUROPEAN	EUR								0	130	130	13	3	-4.4	10	1	10	-4.18006430868167	0								4	Samdo, Ch'ungch'ong-namdo, South Korea	KS	KS17	24976	36.58	126.198	-714373	4	Samdo, Ch'ungch'ong-namdo, South Korea	KS	KS17	24976	36.58	126.198	-714373	20171102061500	http://www.businesskorea.co.kr/english/news/industry/19694-hacking-home-iot-home-iot-hackings-rise-manufacturers-engrossed-hushing-them
703189877	20171003	201710	2017	2017.7479											MNCHKG	LENOVO	HKG					MNC			1	040	040	04	1	1.0	5	1	5	-1.66666666666667	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171102061500	http://www.dailymail.co.uk/wires/afp/article-5041683/Fujitsu-Lenovo-agree-PC-merger.html
703189878	20171003	201710	2017	2017.7479	AUS	AUSTRALIAN	AUS								KEN	NAIROBI	KEN								1	0841	084	08	2	7.0	8	1	8	-5.06329113924051	4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171102061500	https://www.newidea.com.au/husband-of-murdered-australian-mum-released-without-charge
703189879	20171003	201710	2017	2017.7479	COP	POLICE						COP			AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	1	1	1	-5.06329113924051	4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	4	Armidale, New South Wales, Australia	AS	AS02	5096	-30.5083	151.671	-1556250	20171102061500	https://www.newidea.com.au/husband-of-murdered-australian-mum-released-without-charge
