704526834	20071110	200711	2007	2007.8493	GOV	GOVERNMENT						GOV													1	020	020	02	1	3.0	2	1	2	-0.18281535648995	1	United States	US	US		39.828175	-98.5795	US	0								4	Renmin, Liaoning, China	CH	CH19	13182	40.7703	123.792	11215357	20171107043000	http://www.ecns.cn/business/2017/11-07/279942.shtml
704526835	20161107	201611	2016	2016.8411											ZWEGOV	SALISBURY	ZWE					GOV			0	036	036	03	1	4.0	6	1	6	0.84507042253521	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107043000	http://www.adelaidenow.com.au/messenger/north-northeast/petition-calls-on-salisbury-council-to-help-fund-christmas-carols-at-mawson-lakes/news-story/6edb915922814042da25c612c1913f8d?nk=20403b59f3ec255a57d91dd4ea90b940-1510028235
704526836	20161107	201611	2016	2016.8411	BGD	BANGLADESH	BGD																		1	036	036	03	1	4.0	1	1	1	-0.86092715231788	4	Jangipur, West Bengal, India	IN	IN28	17955	24.4667	88.0667	-2098302	0								4	Jangipur, West Bengal, India	IN	IN28	17955	24.4667	88.0667	-2098302	20171107043000	http://en.prothom-alo.com/opinion/news/165631/Lower-riparian-state-may-opt-for-int-l-arbitration
704526837	20161107	201611	2016	2016.8411	BGD	BANGLADESH	BGD																		1	036	036	03	1	4.0	1	1	1	-0.86092715231788	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	0								4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	20171107043000	http://en.prothom-alo.com/opinion/news/165631/Lower-riparian-state-may-opt-for-int-l-arbitration
704526838	20161107	201611	2016	2016.8411	BGD	BANGLADESH	BGD								INDGOV	PRANAB MUKHERJEE	IND					GOV			1	036	036	03	1	4.0	1	1	1	-0.86092715231788	4	Jangipur, West Bengal, India	IN	IN28	17955	24.4667	88.0667	-2098302	4	Jangipur, West Bengal, India	IN	IN28	17955	24.4667	88.0667	-2098302	4	Jangipur, West Bengal, India	IN	IN28	17955	24.4667	88.0667	-2098302	20171107043000	http://en.prothom-alo.com/opinion/news/165631/Lower-riparian-state-may-opt-for-int-l-arbitration
704526839	20161107	201611	2016	2016.8411	BGD	BANGLADESH	BGD								INDGOV	PRANAB MUKHERJEE	IND					GOV			1	036	036	03	1	4.0	1	1	1	-0.86092715231788	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	20171107043000	http://en.prothom-alo.com/opinion/news/165631/Lower-riparian-state-may-opt-for-int-l-arbitration
704526840	20161107	201611	2016	2016.8411	COP	POLICE						COP													0	193	193	19	4	-10.0	8	1	8	-7.74907749077491	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20171107043000	http://www.thesundaily.my/news/2017/11/07/three-dead-nigerian-police-shoot-shiite-procession
704526841	20161107	201611	2016	2016.8411	COP	POLICE						COP													0	193	193	19	4	-10.0	2	1	2	-7.74907749077491	5	Kano State, Kano, Nigeria	NI	NI29	191066	11.5	8.5	-2014618	0								5	Kano State, Kano, Nigeria	NI	NI29	191066	11.5	8.5	-2014618	20171107043000	http://www.thesundaily.my/news/2017/11/07/three-dead-nigerian-police-shoot-shiite-procession
704526842	20161107	201611	2016	2016.8411	CVL	COMMUNITY						CVL													1	040	040	04	1	1.0	3	1	3	-2.87846481876332	3	Dickinson College, Pennsylvania, United States	US	USPA	PA041	40.2029	-77.2453	1214257	0								3	Dickinson College, Pennsylvania, United States	US	USPA		40.2029	-77.2453	1214257	20171107043000	http://cumberlink.com/news/local/communities/carlisle/carlisle-commission-sets-procedures-starts-outreach/article_642cc23e-9d83-513d-aef2-69250a08e958.html
704526843	20161107	201611	2016	2016.8411	INDGOV	PRANAB MUKHERJEE	IND					GOV			BGD	DHAKA	BGD								1	036	036	03	1	4.0	6	1	6	-0.86092715231788	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	4	Berubari, Rangpur, Bangladesh	BG	BG87	17952	26.2885	88.718	10605664	20171107043000	http://en.prothom-alo.com/opinion/news/165631/Lower-riparian-state-may-opt-for-int-l-arbitration
704526844	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	2	1	2	-2.87846481876332	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171107043000	http://cumberlink.com/news/local/communities/carlisle/carlisle-commission-sets-procedures-starts-outreach/article_642cc23e-9d83-513d-aef2-69250a08e958.html
704526845	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA								LEG	SENATE						LEG			1	051	051	05	1	3.4	2	1	2	-1.38067061143984	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171107043000	http://www.governing.com/topics/politics/gov-state-recalls-rare.html
704526846	20161107	201611	2016	2016.8411	ZWE	SALISBURY	ZWE								ZWEGOV	ZIMBABWE	ZWE					GOV			0	010	010	01	1	0.0	4	1	4	0.84507042253521	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171107043000	http://www.adelaidenow.com.au/messenger/north-northeast/petition-calls-on-salisbury-council-to-help-fund-christmas-carols-at-mawson-lakes/news-story/6edb915922814042da25c612c1913f8d?nk=20403b59f3ec255a57d91dd4ea90b940-1510028235
