703980444	20161105	201611	2016	2016.8356	GOVCOP	AMBASSADOR						GOV	COP		PRKCOP	PYONGYANG	PRK					COP			0	112	112	11	3	-2.0	2	1	2	-3.95833333333333	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105004500	https://www.nbcnews.com/news/world/north-korea-accuses-u-s-gangsters-conducting-nuclear-strike-drill-n817136?cid=public-rss_20171105
703980445	20161105	201611	2016	2016.8356	GOVCOP	AMBASSADOR						GOV	COP		PRKCOP	NORTH KOREA	PRK					COP			0	112	112	11	3	-2.0	1	1	1	-3.95833333333333	1	United Kingdom	UK	UK		54	-4	UK	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171105004500	https://www.nbcnews.com/news/world/north-korea-accuses-u-s-gangsters-conducting-nuclear-strike-drill-n817136?cid=public-rss_20171105
703980446	20171006	201710	2017	2017.7562	ESP	CATALONIA	ESP								PTY	POLITICAL PARTIES									1	020	020	02	1	3.0	20	1	20	-4.99108734402852	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171105004500	http://www.heraldscotland.com/news/homenews/15641631.Puigdemont_calls_for_pro_independence_coalition_in_Catalonia_as_prosecutors_in_Belgium_prepare_to_interview_the_ex_president/
703980447	20171006	201710	2017	2017.7562	GOV	GOVERNMENT						GOV			GBR	SCOTLAND	GBR								0	013	013	01	1	0.4	10	1	10	0.15174506828528	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171105004500	http://www.heraldscotland.com/news/15641629.Nordic_style_state_ownership_would___39_slash_Scottish_rail_fares__39_/
703980448	20171006	201710	2017	2017.7562	SAU	SAUDI	SAU								GOV	GOVERNMENT						GOV			1	046	046	04	1	7.0	2	1	2	-2.92134831460674	1	Yemen	YM	YM		15.5	47.5	YM	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171105004500	https://www.nbcnews.com/news/world/saudi-arabia-says-it-intercepted-missile-yemen-aimed-its-capital-n817606?cid=public-rss_20171105
703980449	20171006	201710	2017	2017.7562	SOM	SOMALIA	SOM																		1	192	192	19	4	-9.5	10	1	10	-5.11363636363637	4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	0								4	Puntland, Somalia (general), Somalia	SO	SO00	25718	9	49	11432105	20171105004500	http://www.skynews.com.au/news/world/africa/2017/11/05/threat-to-us-embassy-staff-in-mogadishu.html
703980450	20171006	201710	2017	2017.7562	SOM	SOMALI	SOM								USA	AMERICAN	USA								0	190	190	19	4	-10.0	3	1	3	-4.80192076830732	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	1	United States	US	US		39.828175	-98.5795	US	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171105004500	https://www.sofmag.com/specific-threat-in-somalia-u-s-staffers-told-to-leave/
703980451	20171029	201710	2017	2017.8192	BRAGOVMIL	BRAZIL	BRA					GOV	MIL		MIL	ARMY						MIL			1	040	040	04	1	1.0	2	1	2	-3.92156862745098	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171105004500	http://news.xinhuanet.com/english/2017-11/05/c_136728684.htm
703980452	20171029	201710	2017	2017.8192	DEU	BONN	DEU																		1	020	020	02	1	3.0	10	1	10	0.6872852233677	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	0								4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	20171105004500	https://www.telesurtv.net/english/news/Thousands-March-to-Keep-Coal-in-Ground-Ahead-of-Climate-Summit-20171104-0018.html
703980453	20171029	201710	2017	2017.8192	DEU	BONN	DEU																		1	141	141	14	3	-6.5	10	1	10	0.6872852233677	4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	0								4	Bonn, Nordrhein-Westfalen, Germany	GM	GM07	16554	50.7333	7.1	-1750167	20171105004500	https://www.telesurtv.net/english/news/Thousands-March-to-Keep-Coal-in-Ground-Ahead-of-Climate-Summit-20171104-0018.html
