704446213	20161106	201611	2016	2016.8384											COP	POLICE						COP			1	010	010	01	1	0.0	10	1	10	-7.25707257072571	0								3	Montgomery County, Georgia, United States	US	USGA		32.1669	-82.5332	352276	3	Montgomery County, Georgia, United States	US	USGA		32.1669	-82.5332	352276	20171106223000	http://www.bethesdamagazine.com/Bethesda-Beat/2017/Human-Trafficking-Cases-Rise-in-Montgomery-County/
704446214	20161106	201611	2016	2016.8384											COP	POLICE						COP			1	020	020	02	1	3.0	10	1	10	-7.25707257072571	0								3	Montgomery County, Georgia, United States	US	USGA		32.1669	-82.5332	352276	3	Montgomery County, Georgia, United States	US	USGA		32.1669	-82.5332	352276	20171106223000	http://www.bethesdamagazine.com/Bethesda-Beat/2017/Human-Trafficking-Cases-Rise-in-Montgomery-County/
704446215	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS													0	160	160	16	4	-4.0	1	1	1	0	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								1	India	IN	IN		20	77	IN	20171106223000	http://www.mydigitalfc.com/miscellany/how-many-robots-does-it-take-fill-grocery-order
704446216	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS													0	160	160	16	4	-4.0	3	1	3	0	1	Israel	IS	IS		31.5	34.75	IS	0								1	India	IN	IN		20	77	IN	20171106223000	http://www.mydigitalfc.com/miscellany/how-many-robots-does-it-take-fill-grocery-order
704446217	20161106	201611	2016	2016.8384	COP	PRISON						COP													0	071	071	07	2	7.4	10	1	10	-9.14681680381118	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106223000	https://splinternews.com/more-children-are-shot-every-day-in-america-than-the-nu-1820188019
704446218	20161106	201611	2016	2016.8384	CVL	VOTER						CVL													0	120	120	12	3	-4.0	5	1	5	1.2448132780083	3	Sioux Falls, South Dakota, United States	US	USSD	SD099	43.55	-96.7003	1267670	0								3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20171106223000	http://www.argusleader.com/story/news/2017/11/06/south-dakota-ballot-campaign-money-tech-school-petitions-submitted/837544001/
704446219	20161106	201611	2016	2016.8384	GBR	SHEFFIELD	GBR																		1	084	084	08	2	7.0	5	1	5	1.41509433962264	0								0								0								20171106223000	http://www.nme.com/news/music/alex-turner-alexa-chung-back-together-2156894
704446220	20161106	201611	2016	2016.8384	GOV	COUNCIL OF STATE						GOV													0	026	026	02	1	4.0	3	1	3	1.56599552572707	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106223000	https://theeagleonline.com.ng/nigeria-on-path-to-free-fair-polls-in-2019-presidency/
704446221	20161106	201611	2016	2016.8384	GOV	PRIME MINISTER						GOV													1	172	172	17	4	-5.0	18	1	18	-2.55944356524628	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20171106223000	http://www.mydigitalfc.com/plan-and-policy/lt-hcc-blame-nhai-delay-road-building
704446222	20161106	201611	2016	2016.8384	GOV	COUNCIL OF STATE						GOV			EDU	PROFESSOR						EDU			0	051	051	05	1	3.4	3	1	3	1.56599552572707	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106223000	https://theeagleonline.com.ng/nigeria-on-path-to-free-fair-polls-in-2019-presidency/
704446223	20161106	201611	2016	2016.8384	GOV	CABINET						GOV			GOVBUS	PUBLIC SECTOR						GOV	BUS		0	051	051	05	1	3.4	10	1	10	-0.72202166064982	4	Durgapur, West Bengal, India	IN	IN28	70295	25.5333	88.1333	-2095356	4	Durgapur, West Bengal, India	IN	IN28	70295	25.5333	88.1333	-2095356	4	Durgapur, West Bengal, India	IN	IN28	70295	25.5333	88.1333	-2095356	20171106223000	http://www.mydigitalfc.com/companies-and-markets/investor-rush-gathers-steam-psu-stocks
704446224	20161106	201611	2016	2016.8384	IGOEUREEC	THE EU	EUR	EEC				IGO			PAN	PANAMA	PAN								1	040	040	04	1	1.0	5	1	5	-3.60360360360361	1	Macedonia	MK	MK		41.833333	22	MK	1	Macedonia	MK	MK		41.833333	22	MK	1	Macedonia	MK	MK		41.833333	22	MK	20171106223000	http://www.mia.mk/en/Inside/RenderSingleNews/314/133951009
704446225	20161106	201611	2016	2016.8384	NGA	NIGERIA	NGA								EDU	PROFESSOR						EDU			0	051	051	05	1	3.4	1	1	1	1.56599552572707	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106223000	https://theeagleonline.com.ng/nigeria-on-path-to-free-fair-polls-in-2019-presidency/
704446226	20161106	201611	2016	2016.8384	NGA	NIGERIA	NGA								GOV	COUNCIL OF STATE						GOV			0	026	026	02	1	4.0	2	1	2	1.56599552572707	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171106223000	https://theeagleonline.com.ng/nigeria-on-path-to-free-fair-polls-in-2019-presidency/
