703798488	20161104	201611	2016	2016.8329											EDU	SCHOOL						EDU			1	112	112	11	3	-2.0	2	1	2	-4.58015267175573	0								3	Chillicothe High School, Ohio, United States	US	USOH		39.3417	-82.9882	1050014	3	Chillicothe High School, Ohio, United States	US	USOH		39.3417	-82.9882	1050014	20171104024500	http://www.dispatch.com/news/20171103/former-ohio-principal-of-year-indicted-on-charges-of-sex-with-two-former-students
703798489	20161104	201611	2016	2016.8329											EDU	SCHOOL						EDU			1	112	112	11	3	-2.0	3	1	3	-4.58015267175573	0								3	Chillicothe High School, Ohio, United States	US	USOH		39.3417	-82.9882	1050014	3	Ross County, Ohio, United States	US	USOH		39.3501	-83.0666	1074083	20171104024500	http://www.dispatch.com/news/20171103/former-ohio-principal-of-year-indicted-on-charges-of-sex-with-two-former-students
703798490	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	016	016	01	1	-2.0	6	1	6	-2.42165242165242	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	0								4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	20171104024500	https://www.niagarathisweek.com/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798491	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	016	016	01	1	-2.0	6	1	6	-2.18340611353712	4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	0								4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	20171104024500	https://www.norfolknews.ca/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798492	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	173	173	17	4	-5.0	10	1	10	-2.42165242165242	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	0								4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	20171104024500	https://www.niagarathisweek.com/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798493	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	173	173	17	4	-5.0	10	1	10	-2.18340611353712	4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	0								4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	20171104024500	https://www.norfolknews.ca/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798494	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	190	190	19	4	-10.0	6	1	6	-2.42165242165242	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	0								4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	20171104024500	https://www.niagarathisweek.com/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798495	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	190	190	19	4	-10.0	6	1	6	-2.18340611353712	4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	0								4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	20171104024500	https://www.norfolknews.ca/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798496	20161104	201611	2016	2016.8329	AGR	FARMER						AGR			CAN	CANADA	CAN								0	016	016	01	1	-2.0	4	1	4	-2.42165242165242	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	4	Niagara Falls, Ontario, Canada	CA	CA08	30536	43.1	-79.05	-570141	20171104024500	https://www.niagarathisweek.com/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
703798497	20161104	201611	2016	2016.8329	AGR	FARMER						AGR			CAN	CANADA	CAN								0	016	016	01	1	-2.0	4	1	4	-2.18340611353712	4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	4	Port Dover, Ontario, Canada	CA	CA08	12653	42.7833	-80.2	-571573	20171104024500	https://www.norfolknews.ca/news-story/7772364-boushie-family-unhappy-rcmp-officers-cleared/
