705216847	20161109	201611	2016	2016.8466	CVL	TOURIST						CVL			GOV	GOVERNMENT						GOV			1	070	070	07	2	7.0	10	1	10	-1.41242937853108	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171109041500	http://www.colombopage.com/archive_17B/Nov09_1510197888CH.php
705216848	20161109	201611	2016	2016.8466	CVL	TOURIST						CVL			LKA	SRI LANKA	LKA								1	042	042	04	1	1.9	10	1	10	-1.41242937853108	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171109041500	http://www.colombopage.com/archive_17B/Nov09_1510197888CH.php
705216849	20171010	201710	2017	2017.7671											MYS	MALAYSIA	MYS								1	080	080	08	2	5.0	4	1	4	-0.0822368421052597	0								1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171109041500	https://paultan.org/2017/11/09/new-perodua-myvi-makes-public-debut-in-malaysia/
705216850	20171010	201710	2017	2017.7671	CHN	CHINA	CHN								GOV	HEAD OF STATE						GOV			0	042	042	04	1	1.9	10	1	10	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109041500	http://www.thestatesman.com/world/donald-trump-arrives-in-china-for-wide-ranging-talks-with-xi-jinping-1502525065.html
705216851	20171010	201710	2017	2017.7671	GOV	HEAD OF STATE						GOV			CHN	CHINA	CHN								0	043	043	04	1	2.8	10	1	10	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109041500	http://www.thestatesman.com/world/donald-trump-arrives-in-china-for-wide-ranging-talks-with-xi-jinping-1502525065.html
705216852	20171010	201710	2017	2017.7671	PRK	NORTH KOREA	PRK								USA	NEW YORK	USA								0	013	013	01	1	0.4	2	1	2	-5	1	North Korea	KN	KN		40	127	KN	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109041500	http://abcnews.go.com/Politics/trump-critic-sen-corker-hold-hearing-presidents-authority/story?id=51027858
705216853	20171010	201710	2017	2017.7671	USA	ROCHESTER	USA																		0	017	017	01	1	0.0	7	1	7	1.73410404624278	3	Pearl Harbor, Hawaii, United States	US	USHI	HI003	21.355	-157.972	363230	0								3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20171109041500	http://13wham.com/news/local/as-greece-athena-honors-veterans-one-in-attendance-reflects-on-pearl-harbor
705216854	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	4	1	4	1.73410404624278	3	Pearl Harbor, Hawaii, United States	US	USHI	HI003	21.355	-157.972	363230	0								3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20171109041500	http://13wham.com/news/local/as-greece-athena-honors-veterans-one-in-attendance-reflects-on-pearl-harbor
705216855	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			CUB	CUBAN	CUB								1	030	030	03	1	4.0	4	1	4	4.70588235294117	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171109041500	http://wvik.org/?page=4776
705216856	20171102	201711	2017	2017.8274	BUS	COMPANY						BUS			CUBGOV	CUBAN	CUB					GOV			1	030	030	03	1	4.0	6	1	6	4.70588235294117	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171109041500	http://wvik.org/?page=4776
705216857	20171102	201711	2017	2017.8274	CHN	CHINA	CHN								FRA	FRANCE	FRA								1	195	195	19	4	-10.0	8	3	8	-2.82702596868095	1	China	CH	CH		35	105	CH	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171109041500	http://newsinfo.inquirer.net/944139/french-robbers-target-big-spending-chinese-tourists-world-france-chinese-tourists-crime
705216858	20171102	201711	2017	2017.8274	CHN	CHINA	CHN								FRA	FRANCE	FRA								1	195	195	19	4	-10.0	4	2	4	-2.84900284900285	1	China	CH	CH		35	105	CH	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	China	CH	CH		35	105	CH	20171109041500	http://www.france24.com/en/20171109-french-robbers-target-big-spending-chinese-tourists
