704214194	20071109	200711	2007	2007.8466											USA	AMERICAN	USA								0	020	020	02	1	3.0	4	1	4	-7.8523489932886	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106044500	https://www.nytimes.com/2016/06/16/world/americas/control-and-fear-what-mass-killings-and-domestic-violence-have-in-common.html
704214195	20071109	200711	2007	2007.8466											USA	AMERICAN	USA								0	020	020	02	1	3.0	6	1	6	-7.8523489932886	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106044500	https://www.nytimes.com/2016/06/16/world/americas/control-and-fear-what-mass-killings-and-domestic-violence-have-in-common.html
704214196	20161106	201611	2016	2016.8384											EURLEG	EUROPEAN	EUR					LEG			1	043	043	04	1	2.8	10	1	10	-8.03418803418806	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171106044500	http://www.sundaytimes.lk/171105/columns/tensions-unravelling-across-the-reform-road-map-267225.html
704214197	20161106	201611	2016	2016.8384											GOV	COMMERCE SECRETARY						GOV			0	042	042	04	1	1.9	5	1	5	-0.19312475859405	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171106044500	http://www.business-standard.com/article/international/paradise-paper-leaks-reveal-wilbur-ross-offshore-ties-to-putin-cronies-117110600109_1.html
704214198	20161106	201611	2016	2016.8384											MED	MEDIA						MED			1	111	111	11	3	-2.0	8	1	8	2.58064516129032	0								4	Proston, Queensland, Australia	AS	AS04	154700	-26.1607	151.6	-1596182	4	Proston, Queensland, Australia	AS	AS04	154700	-26.1607	151.6	-1596182	20171106044500	https://www.southburnetttimes.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704214199	20161106	201611	2016	2016.8384											MED	MEDIA						MED			1	111	111	11	3	-2.0	7	1	7	2.61904761904762	0								4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	20171106044500	https://www.frasercoastchronicle.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704214200	20161106	201611	2016	2016.8384											PHL	PHILIPPINE	PHL								0	036	036	03	1	4.0	10	1	10	0.240963855421683	0								1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20171106044500	https://business.inquirer.net/240044/ayala-firm-builds-motorcycles-thailand
704214201	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	111	111	11	3	-2.0	2	1	2	2.58064516129032	4	Proston, Queensland, Australia	AS	AS04	154700	-26.1607	151.6	-1596182	4	Proston, Queensland, Australia	AS	AS04	154700	-26.1607	151.6	-1596182	4	Proston, Queensland, Australia	AS	AS04	154700	-26.1607	151.6	-1596182	20171106044500	https://www.southburnetttimes.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704214202	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			1	111	111	11	3	-2.0	1	1	1	2.61904761904762	4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	4	Hervey Bay, Queensland, Australia	AS	AS04	154665	-25.2905	152.874	11430493	20171106044500	https://www.frasercoastchronicle.com.au/news/the-wheel-turns-for-race-day-ambassador-rebecca-ha/3258277/
704214203	20161106	201611	2016	2016.8384	EURLEG	EUROPEAN	EUR					LEG													1	042	042	04	1	1.9	10	1	10	-8.03418803418806	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171106044500	http://www.sundaytimes.lk/171105/columns/tensions-unravelling-across-the-reform-road-map-267225.html
704214204	20161106	201611	2016	2016.8384	EURLEG	EUROPEAN	EUR					LEG			LKA	SRI LANKA	LKA								1	042	042	04	1	1.9	20	1	10	-8.03418803418806	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171106044500	http://www.sundaytimes.lk/171105/columns/tensions-unravelling-across-the-reform-road-map-267225.html
704214205	20161106	201611	2016	2016.8384	EURLEG	EUROPEAN	EUR					LEG			LKA	SRI LANKA	LKA								1	042	042	04	1	1.9	10	1	10	-2.04081632653061	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171106044500	http://www.sundaytimes.lk/171105/columns/
