705382339	20071112	200711	2007	2007.8548	ELI	ACTOR						ELI													1	011	011	01	1	-0.1	2	1	2	-2.0501138952164	1	Ireland	EI	EI		53	-8	EI	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109160000	https://www.newsbusters.org/blogs/culture/corinne-weaver/2017/11/09/alec-baldwin-calls-trump-blind-and-drunk-guy-controls-train
705382340	20071112	200711	2007	2007.8548	ELI	ACTOR						ELI													1	011	011	01	1	-0.1	8	1	8	-2.0501138952164	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20171109160000	https://www.newsbusters.org/blogs/culture/corinne-weaver/2017/11/09/alec-baldwin-calls-trump-blind-and-drunk-guy-controls-train
705382341	20071112	200711	2007	2007.8548	ELI	ACTOR						ELI													1	112	112	11	3	-2.0	6	1	6	-2.0501138952164	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109160000	https://www.newsbusters.org/blogs/culture/corinne-weaver/2017/11/09/alec-baldwin-calls-trump-blind-and-drunk-guy-controls-train
705382342	20071112	200711	2007	2007.8548	ELI	ACTOR						ELI													1	112	112	11	3	-2.0	4	1	4	-2.0501138952164	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20171109160000	https://www.newsbusters.org/blogs/culture/corinne-weaver/2017/11/09/alec-baldwin-calls-trump-blind-and-drunk-guy-controls-train
705382343	20161109	201611	2016	2016.8466											SGP	SINGAPORE	SGP								0	040	040	04	1	1.0	4	2	4	-0.434634267115143	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171109160000	http://www.business-standard.com/article/pti-stories/pm-to-begin-3-day-visit-to-philippines-on-sunday-117110901520_1.html
705382344	20161109	201611	2016	2016.8466											SGP	SINGAPORE	SGP								0	040	040	04	1	1.0	4	2	4	-0.434634267115143	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	India	IN	IN		20	77	IN	20171109160000	http://www.business-standard.com/article/pti-stories/pm-to-begin-3-day-visit-to-philippines-on-sunday-117110901520_1.html
705382345	20161109	201611	2016	2016.8466	AFG	AFGHANISTAN	AFG																		1	017	017	01	1	0.0	2	1	2	1.76125244618396	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	0								1	Afghanistan	AF	AF		33	66	AF	20171109160000	https://www.aol.co.uk/news/2017/11/09/prince-harry-jokes-about-bringing-meghan-markle-to-westminster-abbey-remembrance/
705382346	20161109	201611	2016	2016.8466	AFG	AFGHANISTAN	AFG								MIL	ARMY						MIL			0	154	154	15	4	-7.2	1	1	1	-1.20551090700345	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171109160000	https://www.politico.com/tipsheets/morning-defense/2017/11/09/north-korea-looms-over-trump-xi-talks-in-beijing-223270
705382347	20161109	201611	2016	2016.8466	AFG	AFGHANISTAN	AFG								MIL	ARMY						MIL			0	154	154	15	4	-7.2	1	1	1	-1.20551090700345	2	Texas, United States	US	USTX		31.106	-97.6475	TX	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171109160000	https://www.politico.com/tipsheets/morning-defense/2017/11/09/north-korea-looms-over-trump-xi-talks-in-beijing-223270
705382348	20161109	201611	2016	2016.8466	AFG	AFGHANISTAN	AFG								USA	AMERICAN	USA								0	072	072	07	2	8.3	1	1	1	-1.20551090700345	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	2	Texas, United States	US	USTX		31.106	-97.6475	TX	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171109160000	https://www.politico.com/tipsheets/morning-defense/2017/11/09/north-korea-looms-over-trump-xi-talks-in-beijing-223270
