703948743	20161104	201611	2016	2016.8329	COP	PRISON						COP			JUD	JUDGE						JUD			1	173	173	17	4	-5.0	2	1	2	-0.50203953561343	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171104204500	https://www.seattletimes.com/nation-world/wyoming-boot-camp-helps-young-offenders-turn-lives-around/
703948744	20161104	201611	2016	2016.8329	CUB	CUBAN	CUB								USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-0.8610086100861	1	Cuba	CU	CU		22	-79.5	CU	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Cuba	CU	CU		22	-79.5	CU	20171104204500	https://www.westernjournalism.com/nikki-haley-united-nations-youre-not-americas-boss/
703948745	20161104	201611	2016	2016.8329	CUB	CUBAN	CUB								USA	UNITED STATES	USA								1	010	010	01	1	0.0	3	1	3	-0.8610086100861	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171104204500	https://www.westernjournalism.com/nikki-haley-united-nations-youre-not-americas-boss/
703948746	20161104	201611	2016	2016.8329	GOV	MINISTRY						GOV													0	112	112	11	3	-2.0	12	2	12	-7.08117443868739	4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	0								4	Chatham, Medway, United Kingdom	UK	UKI3	40117	51.3833	0.516667	-2592300	20171104204500	http://www.goderichsignalstar.com/2017/11/03/opp-boss-blames-truckers-for-401-havoc-official-statistics-suggest-otherwise
703948747	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								JUD	JUDGE						JUD			1	173	173	17	4	-5.0	4	1	4	-0.50203953561343	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171104204500	https://www.seattletimes.com/nation-world/wyoming-boot-camp-helps-young-offenders-turn-lives-around/
703948748	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								LAB	WORKER						LAB			0	012	012	01	1	-0.4	2	1	2	-2.69205515430072	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171104204500	http://lacrossetribune.com/news/one-year-later-democrats-try-to-use-painful-lessons-of/article_a5db5bd0-0011-599e-a6d4-19fc232a1310.html
703948749	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			1	013	013	01	1	0.4	2	1	2	-0.89285714285714	3	Midvale, Idaho, United States	US	USID	ID087	44.4713	-116.735	396891	3	Payette County, Idaho, United States	US	USID		44.1277	-116.879	394896	3	Midvale, Idaho, United States	US	USID	ID087	44.4713	-116.735	396891	20171104204500	https://www.kpvi.com/news/political/boyle-mineral-rights-suit-in-okla-relevant/article_f166d109-faef-5b8d-8976-51346f427796.html
703948750	20161104	201611	2016	2016.8329	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			1	013	013	01	1	0.4	2	1	2	-0.89285714285714	3	Midvale, Idaho, United States	US	USID	ID087	44.4713	-116.735	396891	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	3	Midvale, Idaho, United States	US	USID	ID087	44.4713	-116.735	396891	20171104204500	https://www.kpvi.com/news/political/boyle-mineral-rights-suit-in-okla-relevant/article_f166d109-faef-5b8d-8976-51346f427796.html
703948751	20161104	201611	2016	2016.8329	USAEDU	NEW YORK	USA					EDU			ZWE	ZIMBABWE	ZWE								0	043	043	04	1	2.8	4	1	4	-8.04597701149425	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104204500	https://www.upi.com/Top_News/US/2017/11/04/American-jailed-in-Zimbabwe-after-allegedly-tweeting-about-president/5401509820242/
703948752	20161104	201611	2016	2016.8329	ZWE	ZIMBABWE	ZWE								USAEDU	NEW YORK	USA					EDU			0	042	042	04	1	1.9	4	1	4	-8.04597701149425	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104204500	https://www.upi.com/Top_News/US/2017/11/04/American-jailed-in-Zimbabwe-after-allegedly-tweeting-about-president/5401509820242/
703948753	20171005	201710	2017	2017.7534	IGOUNO	UNITED NATIONS		UNO				IGO			YEM	YEMEN	YEM								0	160	160	16	4	-4.0	2	1	2	-4.1343669250646	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Taizz, Taizz, Yemen	YM	YM25	144997	13.5795	44.0209	-3192362	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171104204500	http://www.presstv.com/Detail/2017/11/04/540999/Yemen-Saudi-Arabia-airstrike
