705616205	20161110	201611	2016	2016.8493	GBRBUS	BRITISH	GBR					BUS			USAMED	REUTERS	USA					MED			1	163	163	16	4	-8.0	6	1	6	0	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171110084500	http://www.4-traders.com/news/StanChart-agrees-to-extend-U-S-sanctions-compliance-scrutiny--25479055/
705616206	20161110	201611	2016	2016.8493	GOV	PREMIER						GOV			LEG	SENATOR						LEG			1	040	040	04	1	1.0	4	1	4	0.21231422505308	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616207	20161110	201611	2016	2016.8493	GOV	PREMIER						GOV			LEG	SENATOR						LEG			1	051	051	05	1	3.4	1	1	1	0.21231422505308	1	Ireland	EI	EI		53	-8	EI	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	1	Ireland	EI	EI		53	-8	EI	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616208	20161110	201611	2016	2016.8493	GOV	PREMIER						GOV			LEG	SENATOR						LEG			1	051	051	05	1	3.4	3	1	3	0.21231422505308	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616209	20161110	201611	2016	2016.8493	IRLGOV	IRELAND	IRL					GOV			LEG	SENATOR						LEG			1	040	040	04	1	1.0	1	1	1	0.21231422505308	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616210	20161110	201611	2016	2016.8493	IRLGOV	IRELAND	IRL					GOV			LEG	SENATOR						LEG			1	051	051	05	1	3.4	1	1	1	0.21231422505308	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616211	20161110	201611	2016	2016.8493	JUD	DEFENSE ATTORNEY						JUD													0	180	180	18	4	-9.0	6	1	6	-5.76923076923077	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20171110084500	http://www.newsweek.com/harvey-weinstein-prosecutor-maxine-rosenthal-joseph-brooks-serial-rapist-oscar-707627
705616212	20161110	201611	2016	2016.8493	JUD	DEFENSE ATTORNEY						JUD			USA	UNITED STATES	USA								0	111	111	11	3	-2.0	4	1	4	-5.76923076923077	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20171110084500	http://www.newsweek.com/harvey-weinstein-prosecutor-maxine-rosenthal-joseph-brooks-serial-rapist-oscar-707627
705616213	20161110	201611	2016	2016.8493	JUD	DEFENSE ATTORNEY						JUD			USA	UNITED STATES	USA								0	180	180	18	4	-9.0	4	1	4	-5.76923076923077	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20171110084500	http://www.newsweek.com/harvey-weinstein-prosecutor-maxine-rosenthal-joseph-brooks-serial-rapist-oscar-707627
705616214	20161110	201611	2016	2016.8493	LEG	SENATOR						LEG			GOV	PREMIER						GOV			1	040	040	04	1	1.0	1	1	1	0.21231422505308	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616215	20161110	201611	2016	2016.8493	LEG	SENATOR						LEG			GOV	PREMIER						GOV			1	040	040	04	1	1.0	3	1	3	0.21231422505308	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616216	20161110	201611	2016	2016.8493	LEG	SENATOR						LEG			IRLGOV	IRELAND	IRL					GOV			1	040	040	04	1	1.0	1	1	1	0.21231422505308	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171110084500	http://www.radioaustralia.net.au/international/2017-11-10/even-patrick-dodson-an-aboriginal-advocate-and-father-of-reconciliation-is-answering-citizenship-que/1716032
705616217	20161110	201611	2016	2016.8493	NGA	NIGERIA	NGA								GOV	GOVERNMENT						GOV			1	112	112	11	3	-2.0	2	1	2	-6.69191919191919	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171110084500	http://www.thetidenewsonline.com/2017/11/10/on-avengers-new-threat/
705616218	20161110	201611	2016	2016.8493	NGA	NIGERIA	NGA								GOV	GOVERNMENT						GOV			1	130	130	13	3	-4.4	2	1	2	-6.69191919191919	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171110084500	http://www.thetidenewsonline.com/2017/11/10/on-avengers-new-threat/
705616219	20171011	201710	2017	2017.7699											CHN	CHINA	CHN								1	046	046	04	1	7.0	4	1	4	-1.36612021857923	0								4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	20171110084500	The Hindu website, Chennai/BBC Monitoring/(c) BBC
705616220	20171011	201710	2017	2017.7699											CHN	CHINA	CHN								1	046	046	04	1	7.0	1	1	1	-1.36612021857923	0								4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	20171110084500	The Hindu website, Chennai/BBC Monitoring/(c) BBC
705616221	20171011	201710	2017	2017.7699											GOV	GOVERNMENT						GOV			1	057	057	05	1	8.0	1	1	1	3.01369863013699	0								1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616222	20171011	201710	2017	2017.7699											SWEGOV	SWEDEN	SWE					GOV			1	057	057	05	1	8.0	2	1	2	3.01369863013699	0								1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616223	20171011	201710	2017	2017.7699	CHN	CHINA	CHN																		1	046	046	04	1	7.0	1	1	1	-1.36612021857923	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	0								4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	20171110084500	The Hindu website, Chennai/BBC Monitoring/(c) BBC
705616224	20171011	201710	2017	2017.7699	CHN	CHINA	CHN																		1	046	046	04	1	7.0	4	1	4	-1.36612021857923	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	0								4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	20171110084500	The Hindu website, Chennai/BBC Monitoring/(c) BBC
705616225	20171011	201710	2017	2017.7699	CHN	CHINA	CHN								GOVMED	STATE RUN TELEVISION						GOV	MED		0	040	040	04	1	1.0	10	1	10	-0.5586592178771	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110084500	South China Morning Post website in English/BBC Monitoring/(c) BBC
705616226	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV													1	057	057	05	1	8.0	1	1	1	3.01369863013699	1	Tanzania	TZ	TZ		-6	35	TZ	0								1	Tanzania	TZ	TZ		-6	35	TZ	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616227	20171011	201710	2017	2017.7699	GOV	MINIST						GOV													0	060	060	06	2	6.0	5	1	5	-12.987012987013	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171110084500	https://www.seattletimes.com/nation-world/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail/
705616228	20171011	201710	2017	2017.7699	GOV	MINIST						GOV													0	173	173	17	4	-5.0	5	1	5	-12.987012987013	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171110084500	https://www.seattletimes.com/nation-world/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail/
705616229	20171011	201710	2017	2017.7699	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	060	060	06	2	6.0	5	1	5	-12.987012987013	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171110084500	https://www.seattletimes.com/nation-world/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail/
705616230	20171011	201710	2017	2017.7699	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	111	111	11	3	-2.0	5	1	5	-12.987012987013	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171110084500	https://www.seattletimes.com/nation-world/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail/
705616231	20171011	201710	2017	2017.7699	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			0	173	173	17	4	-5.0	5	1	5	-12.987012987013	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171110084500	https://www.seattletimes.com/nation-world/us-woman-accused-in-zimbabwe-is-set-to-be-freed-on-bail/
705616232	20171011	201710	2017	2017.7699	GOV	GOVERNMENT						GOV			TZA	TANZANIA	TZA								1	057	057	05	1	8.0	1	1	1	3.01369863013699	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616233	20171011	201710	2017	2017.7699	GOVMED	STATE RUN TELEVISION						GOV	MED												0	010	010	01	1	0.0	10	1	10	-0.5586592178771	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110084500	South China Morning Post website in English/BBC Monitoring/(c) BBC
705616234	20171011	201710	2017	2017.7699	GOVMED	STATE RUN TELEVISION						GOV	MED		CHN	CHINA	CHN								0	010	010	01	1	0.0	10	1	10	-0.5586592178771	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110084500	South China Morning Post website in English/BBC Monitoring/(c) BBC
705616235	20171011	201710	2017	2017.7699	GOVMED	STATE RUN TELEVISION						GOV	MED		CHN	CHINA	CHN								0	040	040	04	1	1.0	10	1	10	-0.5586592178771	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110084500	South China Morning Post website in English/BBC Monitoring/(c) BBC
705616236	20171011	201710	2017	2017.7699	KENOPP	KENYA	KEN					OPP			KEN	NAIROBI	KEN								1	112	112	11	3	-2.0	10	1	10	-4.77528089887641	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171110084500	http://sundiatapost.com/2017/11/10/political-exclusion-risks-tearing-kenya-apart-says-opposition-leader/
705616237	20171011	201710	2017	2017.7699	SWEGOV	SWEDEN	SWE					GOV													1	057	057	05	1	8.0	2	1	2	3.01369863013699	1	Tanzania	TZ	TZ		-6	35	TZ	0								1	Tanzania	TZ	TZ		-6	35	TZ	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616238	20171011	201710	2017	2017.7699	SWEGOV	SWEDEN	SWE					GOV			TZA	TANZANIA	TZA								1	057	057	05	1	8.0	2	1	2	3.01369863013699	1	Sweden	SW	SW		62	15	SW	1	Tanzania	TZ	TZ		-6	35	TZ	1	Sweden	SW	SW		62	15	SW	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616239	20171011	201710	2017	2017.7699	SWEGOV	SWEDEN	SWE					GOV			TZA	TANZANIA	TZA								1	057	057	05	1	8.0	1	1	1	3.01369863013699	1	Sweden	SW	SW		62	15	SW	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616240	20171011	201710	2017	2017.7699	SWEGOV	SWEDEN	SWE					GOV			TZA	TANZANIA	TZA								1	057	057	05	1	8.0	3	1	3	3.01369863013699	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616241	20171011	201710	2017	2017.7699	TZA	TANZANIA	TZA								GOV	GOVERNMENT						GOV			1	057	057	05	1	8.0	1	1	1	3.01369863013699	1	Tanzania	TZ	TZ		-6	35	TZ	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616242	20171011	201710	2017	2017.7699	TZA	TANZANIA	TZA								SWEGOV	SWEDEN	SWE					GOV			1	057	057	05	1	8.0	6	1	6	3.01369863013699	1	Tanzania	TZ	TZ		-6	35	TZ	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20171110084500	http://www.dailynews.co.tz/index.php/business/54141-lending-to-agribusiness-to-rise
705616243	20171011	201710	2017	2017.7699	VNMBUS	VIETNAM	VNM					BUS													1	0311	031	03	1	5.2	6	1	6	5.01930501930502	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	0								4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	http://www.vir.com.vn/us-president-trump-underscores-vietnamese-dynamism.html
705616244	20171011	201710	2017	2017.7699	VNMBUS	VIETNAM	VNM					BUS			VNM	VIETNAM	VNM								1	0311	031	03	1	5.2	6	1	5	5.01930501930502	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Danang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	http://www.vir.com.vn/us-president-trump-underscores-vietnamese-dynamism.html
705616245	20171011	201710	2017	2017.7699	VNMBUS	VIETNAM	VNM					BUS			VNM	VIETNAM	VNM								1	0311	031	03	1	5.2	1	1	1	5.01930501930502	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20171110084500	http://www.vir.com.vn/us-president-trump-underscores-vietnamese-dynamism.html
705616246	20171103	201711	2017	2017.8301	EDU	UNIVERSITY						EDU			GOV	AMBASSADOR						GOV			1	043	043	04	1	2.8	4	1	4	5.76923076923077	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	https://tuoitrenews.vn/news/education/20171110/new-us-ambassador-to-vietnam-visits-da-nang-university/42573.html
705616247	20171103	201711	2017	2017.8301	EDU	UNIVERSITY						EDU			VNMGOV	VIETNAM	VNM					GOV			1	043	043	04	1	2.8	2	1	2	5.76923076923077	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	https://tuoitrenews.vn/news/education/20171110/new-us-ambassador-to-vietnam-visits-da-nang-university/42573.html
705616248	20171103	201711	2017	2017.8301	GBRGOV	UNITED KINGDOM	GBR					GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	020	020	02	1	3.0	2	1	2	-2.88909599254427	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171110084500	https://www.fnlondon.com/articles/lawyers-sound-alarm-on-governments-brexit-bill-20171110
705616249	20171103	201711	2017	2017.8301	GBRGOV	UNITED KINGDOM	GBR					GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	0356	035	03	1	7.0	2	1	2	-2.88909599254427	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171110084500	https://www.fnlondon.com/articles/lawyers-sound-alarm-on-governments-brexit-bill-20171110
705616250	20171103	201711	2017	2017.8301	GOV	AMBASSADOR						GOV			EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	4	1	4	5.76923076923077	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	https://tuoitrenews.vn/news/education/20171110/new-us-ambassador-to-vietnam-visits-da-nang-university/42573.html
705616251	20171103	201711	2017	2017.8301	GOV	CHIEF EXECUTIVE						GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	020	020	02	1	3.0	8	1	8	-2.88909599254427	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171110084500	https://www.fnlondon.com/articles/lawyers-sound-alarm-on-governments-brexit-bill-20171110
705616252	20171103	201711	2017	2017.8301	GOV	CHIEF EXECUTIVE						GOV			IGOEUREEC	THE EU	EUR	EEC				IGO			0	0356	035	03	1	7.0	8	1	8	-2.88909599254427	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20171110084500	https://www.fnlondon.com/articles/lawyers-sound-alarm-on-governments-brexit-bill-20171110
705616253	20171103	201711	2017	2017.8301	GOV	AMBASSADOR						GOV			VNM	HANOI	VNM								1	042	042	04	1	1.9	8	1	8	5.76923076923077	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	https://tuoitrenews.vn/news/education/20171110/new-us-ambassador-to-vietnam-visits-da-nang-university/42573.html
705616254	20171103	201711	2017	2017.8301	GOV	AMBASSADOR						GOV			VNMEDU	VIETNAM	VNM					EDU			1	042	042	04	1	1.9	4	1	4	5.76923076923077	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171110084500	https://tuoitrenews.vn/news/education/20171110/new-us-ambassador-to-vietnam-visits-da-nang-university/42573.html
