705527298	20161110	201611	2016	2016.8493											USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	0.98217533648599	0								3	Deer Creek, Colorado, United States	US	USCO		40.3241	-107.645	171420	3	Deer Creek, Colorado, United States	US	USCO		40.3241	-107.645	171420	20171110011500	http://www.goldentranscript.net/stories/sixth-grade-shift-moves-ahead-in-jeffco,256141
705527299	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS													0	020	020	02	1	3.0	1	1	1	2.05973223480947	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171110011500	http://www.denverpost.com/2017/11/09/amazon-hq2-colorado-bid/
705527300	20161110	201611	2016	2016.8493	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								1	112	112	11	3	-2.0	10	1	10	-1.77215189873418	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171110011500	http://www.kcrw.com/news-culture/shows/to-the-point/fake-news-social-media-and-a-new-news-order
705527301	20161110	201611	2016	2016.8493	MED	MEDIA						MED			THA	BANGKOK	THA								1	042	042	04	1	1.9	8	1	8	-1.11524163568773	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171110011500	https://www.nova100.com.au/entertainment/botched-nose-job-skye-wheatley-has-ended-emergency-fillers
705527302	20161110	201611	2016	2016.8493	THA	BANGKOK	THA								MED	MEDIA						MED			1	043	043	04	1	2.8	8	1	8	-1.11524163568773	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171110011500	https://www.nova100.com.au/entertainment/botched-nose-job-skye-wheatley-has-ended-emergency-fillers
705527303	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-8.57142857142859	3	Comanche County, Oklahoma, United States	US	USOK	OK031	34.6667	-98.4837	1101803	0								3	Comanche County, Oklahoma, United States	US	USOK		34.6667	-98.4837	1101803	20171110011500	http://www.texomashomepage.com/news/local-news/duncan-woman-pleads-guilty-to-incest/854609504
705527304	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	2	1	2	-8.57142857142859	3	Comanche County, Oklahoma, United States	US	USOK	OK031	34.6667	-98.4837	1101803	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20171110011500	http://www.texomashomepage.com/news/local-news/duncan-woman-pleads-guilty-to-incest/854609504
705527305	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	042	042	04	1	1.9	2	1	2	0.98217533648599	3	Deer Creek, Colorado, United States	US	USCO	CO081	40.3241	-107.645	171420	0								3	Deer Creek, Colorado, United States	US	USCO		40.3241	-107.645	171420	20171110011500	http://www.goldentranscript.net/stories/sixth-grade-shift-moves-ahead-in-jeffco,256141
705527306	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	129	129	12	3	-5.0	2	1	2	-6.77685950413223	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171110011500	https://chicago.suntimes.com/news/after-senate-rolls-over-vetoes-rauner-says-its-not-personal/
705527307	20161110	201611	2016	2016.8493	USA	FLORIDA	USA																		1	131	131	13	3	-5.8	1	1	1	-3.60824742268041	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171110011500	http://www.fox4now.com/news/local-news/gov-scott-on-massachusetts-bump-stock-ban
705527308	20161110	201611	2016	2016.8493	USA	FLORIDA	USA																		1	172	172	17	4	-5.0	1	1	1	-3.60824742268041	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171110011500	http://www.fox4now.com/news/local-news/gov-scott-on-massachusetts-bump-stock-ban
