705656282	20161110	201611	2016	2016.8493											GOV	STATE GOVERNOR						GOV			1	057	057	05	1	8.0	6	1	6	1.27877237851663	0								3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	20171110113000	https://www.rt.com/business/409450-china-alaska-deal-not-real/
705656283	20161110	201611	2016	2016.8493											GOVHLH	GOVERNMENT						GOV	HLH		0	060	060	06	2	6.0	4	1	4	-5.29100529100529	0								4	Dhanbad, Jharkhand, India	IN	IN38	70141	23.8	86.45	-2094548	4	Dhanbad, Jharkhand, India	IN	IN38	70141	23.8	86.45	-2094548	20171110113000	http://gulfnews.com/news/asia/india/woman-sells-baby-to-pay-medical-bills-1.2122038
705656284	20161110	201611	2016	2016.8493											USAGOV	UNITED STATES	USA					GOV			1	057	057	05	1	8.0	2	1	2	1.27877237851663	0								3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	20171110113000	https://www.rt.com/business/409450-china-alaska-deal-not-real/
705656285	20161110	201611	2016	2016.8493	CAN	CANADA	CAN																		1	036	036	03	1	4.0	1	1	1	-1.3136288998358	1	France	FR	FR		46	2	FR	0								1	France	FR	FR		46	2	FR	20171110113000	http://www.cbc.ca/news/canada/saskatchewan/sask-world-war-1-vet-geomemorial-1.4395808
705656286	20161110	201611	2016	2016.8493	GBR	UNITED KINGDOM	GBR								JUD	LAWYER						JUD			1	071	071	07	2	7.4	5	1	5	-1.69491525423729	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110113000	https://www.thelawyer.com/debt-levels-rising-uk-firms-research/
705656287	20161110	201611	2016	2016.8493	GOV	STATE GOVERNOR						GOV													1	057	057	05	1	8.0	6	1	6	1.27877237851663	3	North Slope, Alaska, United States	US	USAK	AK185	69	-152	1895952	0								3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	20171110113000	https://www.rt.com/business/409450-china-alaska-deal-not-real/
705656288	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								0	033	033	03	1	5.2	1	1	1	0.3257328990228	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110113000	http://www.miamiherald.com/news/business/article183824271.html
705656289	20161110	201611	2016	2016.8493	GOV	GOVERNMENT						GOV			CHN	CHINA	CHN								0	0862	086	08	2	9.0	1	1	1	0.3257328990228	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171110113000	http://www.miamiherald.com/news/business/article183824271.html
705656290	20161110	201611	2016	2016.8493	GOV	PRINCE						GOV			USA	UNITED STATES	USA								0	032	032	03	1	4.5	2	1	2	-0.55187637969094	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110113000	http://time.com/money/5013041/prince-alwaleed-bin-talal-billionaire-arrest/
705656291	20161110	201611	2016	2016.8493	GOV	PRINCE						GOV			USA	NEW YORK	USA								0	040	040	04	1	1.0	1	1	1	-0.55187637969094	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171110113000	http://time.com/money/5013041/prince-alwaleed-bin-talal-billionaire-arrest/
705656292	20161110	201611	2016	2016.8493	GOV	PRINCE						GOV			USA	NEW YORK	USA								0	040	040	04	1	1.0	1	1	1	-0.55187637969094	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171110113000	http://time.com/money/5013041/prince-alwaleed-bin-talal-billionaire-arrest/
705656293	20161110	201611	2016	2016.8493	GOV	PRINCE						GOV			USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-0.55187637969094	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171110113000	http://time.com/money/5013041/prince-alwaleed-bin-talal-billionaire-arrest/
705656294	20161110	201611	2016	2016.8493	GOV	STATE GOVERNOR						GOV			USA	UNITED STATES	USA								1	057	057	05	1	8.0	2	1	2	1.27877237851663	3	North Slope, Alaska, United States	US	USAK	AK185	69	-152	1895952	3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	3	North Slope, Alaska, United States	US	USAK		69	-152	1895952	20171110113000	https://www.rt.com/business/409450-china-alaska-deal-not-real/
705656295	20161110	201611	2016	2016.8493	INDHLH	DHANBAD	IND					HLH			GOVHLH	GOVERNMENT						GOV	HLH		0	060	060	06	2	6.0	6	1	6	-5.29100529100529	4	Dhanbad, Jharkhand, India	IN	IN38	70141	23.8	86.45	-2094548	4	Dhanbad, Jharkhand, India	IN	IN38	70141	23.8	86.45	-2094548	4	Dhanbad, Jharkhand, India	IN	IN38	70141	23.8	86.45	-2094548	20171110113000	http://gulfnews.com/news/asia/india/woman-sells-baby-to-pay-medical-bills-1.2122038
705656296	20161110	201611	2016	2016.8493	NLD	NETHERLANDS	NLD								MED	RADIO STATION						MED			1	013	013	01	1	0.4	2	1	2	1.19760479041916	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171110113000	http://www.dutchnews.nl/news/archives/2017/11/customers-slowly-gaining-confidence-in-banks/
