703908207	20161104	201611	2016	2016.8329											COP	POLICE						COP			0	020	020	02	1	3.0	3	1	3	-8.19277108433731	0								1	Comoros	CN	CN		-12.166667	44.25	CN	1	Comoros	CN	CN		-12.166667	44.25	CN	20171104160000	https://www.thenational.ae/uae/man-jailed-for-stealing-and-burning-woman-s-bag-in-dubai-1.672827
703908208	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	030	030	03	1	4.0	8	1	8	-0.53648068669528	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171104160000	http://www.btvi.in/article/read/industry/39597/air-india-unions-hold-anti-privatisation-meet-in-mumbai
703908209	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													1	030	030	03	1	4.0	28	1	28	0.251510748434548	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171104160000	http://www.btvi.in/article/read/stock_market/39598/donald-trump-pitches-nyse-for-saudi-aramco-ipo-listing
703908210	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													1	030	030	03	1	4.0	50	1	50	0.046588101297706	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171104160000	http://www.btvi.in/article/read/industry/39592/chrysler-to-recall--over-1-48-lakh-vehicles-in-china
703908211	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	030	030	03	1	4.0	2	1	2	1.03761348897535	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Dhampur, Uttar Pradesh, India	IN	IN36	17899	29.3167	78.5167	-2094525	20171104160000	http://www.btvi.in/article/read/policy/39596/bihar-fixes-no-target-for-paddy-procurement--to-buy-all-from
703908212	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													0	030	030	03	1	4.0	2	1	2	1.48698884758364	1	Saudi Arabia	SA	SA		25	45	SA	0								1	China	CH	CH		35	105	CH	20171104160000	http://www.btvi.in/article/read/national/39595/nirmala-sitharaman-stresses-on-peace-for-development
703908213	20161104	201611	2016	2016.8329	AGR	FARMER						AGR													1	030	030	03	1	4.0	10	1	10	0.48780487804878	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Saudi Arabia	SA	SA		25	45	SA	20171104160000	http://www.btvi.in/article/read/politics/39594/cong-says-ease-of-doing-biz-is-only-for-creamy-layer-of-business
703908214	20161104	201611	2016	2016.8329	AUS	MELBOURNE	AUS																		1	0353	035	03	1	7.0	3	1	3	0.357142857142857	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171104160000	http://www.smh.com.au/business/property/crane-numbers-soar-to-new-heights-in-melbourne-20171102-gze04l
703908215	20161104	201611	2016	2016.8329	AUS	AUSTRALIA	AUS																		0	090	090	09	2	-2.0	3	1	3	0.29556650246305	4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	0								4	Torres Strait, , Australia	AS	AS00	154697	-10.4167	142.167	-1605416	20171104160000	http://www.smh.com.au/business/comment-and-analysis/we-wont-succeed-in-closing-the-gap-until-we-do-our-homework-20171103-gze4gi
703908216	20161104	201611	2016	2016.8329	EGY	CAIRO	EGY								EGYGOV	EGYPT	EGY					GOV			1	110	110	11	3	-2.0	2	1	2	-2.00573065902578	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171104160000	http://www.arabnews.com/node/1188246/middle-east
703908217	20161104	201611	2016	2016.8329	EGY	CAIRO	EGY								GOV	PRESIDENT						GOV			1	110	110	11	3	-2.0	8	1	8	-2.00573065902578	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171104160000	http://www.arabnews.com/node/1188246/middle-east
703908218	20161104	201611	2016	2016.8329	EGY	CAIRO	EGY								JUD	LAWYER						JUD			1	130	130	13	3	-4.4	4	1	4	-2.00573065902578	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171104160000	http://www.arabnews.com/node/1188246/middle-east
