703642405	20161103	201611	2016	2016.8301											JUD	JUDGE						JUD			1	0213	021	02	1	3.4	6	1	6	-5.79216354344123	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103151500	http://www.dailymail.co.uk/news/article-5047015/Oscar-Pistorius-not-shown-genuine-remorse.html
703642406	20161103	201611	2016	2016.8301											UAF	MILITANT						UAF			0	043	043	04	1	2.8	3	1	3	-3.93700787401575	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171103151500	https://www.dawn.com/news/1368148/relatives-of-banned-outfit-leaders-released-from-fc-custody-balochistan-home-minister
703642407	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	0213	021	02	1	3.4	4	1	4	-5.79216354344123	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103151500	http://www.dailymail.co.uk/news/article-5047015/Oscar-Pistorius-not-shown-genuine-remorse.html
703642408	20161103	201611	2016	2016.8301	CVL	CITIZEN						CVL			MEX	MEXICAN	MEX								0	033	033	03	1	5.2	6	1	6	-0.62073246430788	4	Chiapas, Chiapas, Mexico	MX	MX05	19660	16.5	-91.75	-1656964	4	Chiapas, Chiapas, Mexico	MX	MX05	19660	16.5	-91.75	-1656964	4	Chiapas, Chiapas, Mexico	MX	MX05	19660	16.5	-91.75	-1656964	20171103151500	https://www.americamagazine.org/politics-society/2017/11/03/independent-candidates-threaten-break-grip-mexicos-parties-next
703642409	20161103	201611	2016	2016.8301	CVL	CITIZEN						CVL			MEX	MEXICAN	MEX								0	033	033	03	1	5.2	2	1	2	-0.62073246430788	4	El Bronco, Durango, Mexico	MX	MX10	20887	25.0167	-105.467	-3796919	4	El Bronco, Durango, Mexico	MX	MX10	20887	25.0167	-105.467	-3796919	4	El Bronco, Durango, Mexico	MX	MX10	20887	25.0167	-105.467	-3796919	20171103151500	https://www.americamagazine.org/politics-society/2017/11/03/independent-candidates-threaten-break-grip-mexicos-parties-next
703642410	20161103	201611	2016	2016.8301	DNK	DENMARK	DNK								GBR	LONDON	GBR								0	036	036	03	1	4.0	4	1	4	0	1	Denmark	DA	DA		56	10	DA	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171103151500	http://jimbyerstravel.com/2017/11/03/florida-calls-for-more-canadians-new-discount-air-options-in-canada-more-travel-news/
703642411	20161103	201611	2016	2016.8301	DNK	DENMARK	DNK								GBR	LONDON	GBR								0	036	036	03	1	4.0	1	1	1	0	1	Denmark	DA	DA		56	10	DA	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	1	Denmark	DA	DA		56	10	DA	20171103151500	http://jimbyerstravel.com/2017/11/03/florida-calls-for-more-canadians-new-discount-air-options-in-canada-more-travel-news/
703642412	20161103	201611	2016	2016.8301	EDU	COLLEGE						EDU			LEG	LEGISLATIVE ASSEMBLY						LEG			1	010	010	01	1	0.0	10	1	10	1.36363636363636	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20171103151500	http://www.thehansindia.com/posts/index/Telangana/2017-11-03/TS-Govt-to-establish-more-junior-colleges-from-next-year/337291
703642413	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								BUS	COMPANIES						BUS			1	046	046	04	1	7.0	2	1	2	-4.77815699658703	3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	20171103151500	http://wgno.com/2017/11/03/nypd-began-working-to-prevent-truck-attacks-2-years-ago/
703642414	20161103	201611	2016	2016.8301	FRA	FRANCE	FRA								BUS	COMPANIES						BUS			1	046	046	04	1	7.0	2	1	2	-4.77815699658703	3	Passaic, New Jersey, United States	US	USNJ	NJ031	40.8568	-74.1285	879156	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171103151500	http://wgno.com/2017/11/03/nypd-began-working-to-prevent-truck-attacks-2-years-ago/
