702924414	20161101	201611	2016	2016.8247											GBR	UNITED KINGDOM	GBR								1	112	112	11	3	-2.0	4	1	4	-4.21216848673947	0								4	Alderley Edge, Borough of Cheshire East, United Kingdom	UK	UKZ7	40099	53.3	-2.23333	-2588043	4	Alderley Edge, Borough of Cheshire East, United Kingdom	UK	UKZ7	40099	53.3	-2.23333	-2588043	20171101110000	http://www.manchestereveningnews.co.uk/news/greater-manchester-news/russian-businesswoman-hired-thugs-carry-13840630
702924415	20161101	201611	2016	2016.8247											MYS	SARAWAK	MYS								0	040	040	04	1	1.0	5	1	5	-2.81030444964871	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171101110000	http://www.themalaysianinsight.com/s/20978/
702924416	20161101	201611	2016	2016.8247	ARG	ARGENTINA	ARG								USAMED	REUTERS	USA					MED			0	013	013	01	1	0.4	3	1	3	-1.68837433671008	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20171101110000	https://www.carbonbrief.org/daily-brief/un-warns-unacceptable-greenhouse-gas-emissions-gap
702924417	20161101	201611	2016	2016.8247	ARGGOV	ARGENTINA	ARG					GOV			USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	7	1	7	-1.68837433671008	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	1	Argentina	AR	AR		-34	-64	AR	20171101110000	https://www.carbonbrief.org/daily-brief/un-warns-unacceptable-greenhouse-gas-emissions-gap
702924418	20161101	201611	2016	2016.8247	CHE	SWISS	CHE								KEN	KENYA	KEN								1	112	112	11	3	-2.0	5	1	5	-3.22580645161291	1	Switzerland	SZ	SZ		47	8	SZ	1	Kenya	KE	KE		1	38	KE	1	Tanzania	TZ	TZ		-6	35	TZ	20171101110000	https://asokoinsight.com/news/tanzania-traders-object-to-tax-deal-for-ets-management-system
702924419	20161101	201611	2016	2016.8247	CHE	SWISS	CHE								KEN	KENYA	KEN								1	112	112	11	3	-2.0	2	1	2	-3.22580645161291	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Kenya	KE	KE		1	38	KE	20171101110000	https://asokoinsight.com/news/tanzania-traders-object-to-tax-deal-for-ets-management-system
702924420	20161101	201611	2016	2016.8247	COP	POLICE						COP													1	017	017	01	1	0.0	10	1	10	-0.7905138339921	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171101110000	http://www.kgmo.com/news/the-police-letting-40th-anniversary-pass-without-reunion/
702924421	20161101	201611	2016	2016.8247	CVL	TRAVELER						CVL													1	160	160	16	4	-4.0	4	1	4	-1.55131264916468	4	Puerto Morelos, Quintana Roo, Mexico	MX	MX23	20810	20.85	-86.8667	33914	0								1	United States	US	US		39.828175	-98.5795	US	20171101110000	http://www.myajc.com/travel/from-cancun-los-cabos-tourists-scared-off-mexico-beaches/jA83loxkosHJAzQj2e6QiO/
702924422	20161101	201611	2016	2016.8247	GOV	PRESIDENT						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	1124	112	11	3	-2.0	1	1	1	4.41426146010187	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171101110000	http://www.tradearabia.com/news/HEAL_332383.html
702924423	20161101	201611	2016	2016.8247	GOV	PRESIDENT						GOV			ARE	UNITED ARAB EMIRATES	ARE								1	1124	112	11	3	-2.0	1	1	1	4.41426146010187	1	Turkey	TU	TU		39.059012	34.911546	TU	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171101110000	http://www.tradearabia.com/news/HEAL_332383.html
702924424	20161101	201611	2016	2016.8247	MYS	SARAWAK	MYS																		0	040	040	04	1	1.0	5	1	5	-2.81030444964871	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171101110000	http://www.themalaysianinsight.com/s/20978/
702924425	20161101	201611	2016	2016.8247	USA	COLORADO	USA								MED	BLOG						MED			0	190	190	19	4	-10.0	2	1	2	-5.41187739463602	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171101110000	http://www.motherjones.com/politics/2017/11/a-fake-jihadist-has-landed-a-top-job-at-homeland-security/
702924426	20161101	201611	2016	2016.8247	USA	COLORADO	USA								MED	BLOG						MED			0	190	190	19	4	-10.0	6	1	6	-5.41187739463602	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171101110000	http://www.motherjones.com/politics/2017/11/a-fake-jihadist-has-landed-a-top-job-at-homeland-security/
702924427	20171002	201710	2017	2017.7452	EGY	EGYPT	EGY								PSE	GAZA	PSE								1	080	080	08	2	5.0	2	1	2	-1.93861066235864	4	Rafah, Shamal Sina', Egypt	EG	EG27	16446	31.2878	34.2369	-301033	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	20171101110000	http://dunyanews.tv/en/World/412389-Hamas-hands-over-border-crossings-to-Palestinian-Authority
702924428	20171002	201710	2017	2017.7452	LEG	PARLIAMENT						LEG													1	071	071	07	2	7.4	10	1	10	0	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171101110000	http://www.ann7.com/da-to-meet-public-protector-over-state-capture/
702924429	20171002	201710	2017	2017.7452	MYS	MALAYSIA	MYS								MED	BLOG						MED			1	010	010	01	1	0.0	5	1	5	-6.38297872340426	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20171101110000	https://www.malaysiakini.com/news/400348
702924430	20171002	201710	2017	2017.7452	UAF	MILITANT						UAF			NER	NIGER	NER								1	190	190	19	4	-10.0	4	1	4	-7.47474747474748	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171101110000	http://www.thecourierexpress.com/opinion/our_opinion/a-combat-death-gets-twisted-into-political-blather/article_eff31b34-3625-50c0-94b8-2737c39b81c4.html
